Language	Model	Type	Surp
Urdu	4273985	manual_output_funchead_two_coarse_final	5.970120639134198
Belarusian	4632634	manual_output_funchead_two_coarse_final	8.919891639992043
Ancient_Greek	9925487	manual_output_funchead_two_coarse_final	7.295463701340388
Finnish	7619247	manual_output_funchead_two_coarse_final	7.9554094788041905
Russian	2425686	manual_output_funchead_two_coarse_final	7.279976930436644
Ukrainian	5816839	manual_output_funchead_two_coarse_final	8.860722689509636
Danish	6336254	manual_output_funchead_two_coarse_final	7.238482722742342
Serbian	2181490	manual_output_funchead_two_coarse_final	7.631010209452241
Marathi	8117780	manual_output_funchead_two_coarse_final	7.743675289538083
Finnish	8884491	manual_output_funchead_two_coarse_final	8.10841571467434
Chinese	6459005	manual_output_funchead_two_coarse_final	7.674264522163664
English	2044700	manual_output_funchead_two_coarse_final	6.5108667240635745
Slovenian	3505440	manual_output_funchead_two_coarse_final	7.365277377278596
Danish	5732199	manual_output_funchead_two_coarse_final	7.187522578199281
Spanish	6663536	manual_output_funchead_two_coarse_final	6.17842255973478
Marathi	180853	manual_output_funchead_two_coarse_final	7.0847889855997455
Belarusian	3905956	manual_output_funchead_two_coarse_final	9.113852734468422
Bulgarian	2032643	manual_output_funchead_two_coarse_final	7.239057095730279
Polish	984303	manual_output_funchead_two_coarse_final	8.12590912083377
German	8402992	manual_output_funchead_two_coarse_final	7.135047464386006
French	5849203	manual_output_funchead_two_coarse_final	5.777703243407428
Czech	3892398	manual_output_funchead_two_coarse_final	6.96374979032809
Indonesian	9391953	manual_output_funchead_two_coarse_final	7.748004471851414
Portuguese	521903	manual_output_funchead_two_coarse_final	6.12311202131923
Turkish	541246	manual_output_funchead_two_coarse_final	8.982643536819271
Russian	4252414	manual_output_funchead_two_coarse_final	7.254775182581584
Vietnamese	9203471	manual_output_funchead_two_coarse_final	7.593475989247268
Chinese	598645	manual_output_funchead_two_coarse_final	7.7013840043949795
Italian	7473864	manual_output_funchead_two_coarse_final	6.423530064932383
Galician	8788243	manual_output_funchead_two_coarse_final	6.144579360422299
Hebrew	2796120	manual_output_funchead_two_coarse_final	6.701736891114867
Korean	5341761	manual_output_funchead_two_coarse_final	7.62818384748914
Latin	1011566	manual_output_funchead_two_coarse_final	7.675531350096458
Romanian	9994885	manual_output_funchead_two_coarse_final	7.257853728826852
Swedish	2023984	manual_output_funchead_two_coarse_final	6.871129227236085
Spanish	5378898	manual_output_funchead_two_coarse_final	6.087233063426635
Italian	6437247	manual_output_funchead_two_coarse_final	6.417693664389197
Arabic	9426948	manual_output_funchead_two_coarse_final	8.443793437049361
Slovak	2941880	manual_output_funchead_two_coarse_final	8.909334616708106
Estonian	4380805	manual_output_funchead_two_coarse_final	8.34314176000375
Turkish	2201784	manual_output_funchead_two_coarse_final	8.974740923301258
Portuguese	1181701	manual_output_funchead_two_coarse_final	6.222501354711851
Old_Church_Slavonic	2533653	manual_output_funchead_two_coarse_final	6.884083717260293
Danish	6153946	manual_output_funchead_two_coarse_final	7.162314075185888
Estonian	950590	manual_output_funchead_two_coarse_final	8.349574189419629
Turkish	6923983	manual_output_funchead_two_coarse_final	8.967800967647682
Norwegian	5226187	manual_output_funchead_two_coarse_final	6.710910016771733
Ancient_Greek	3735536	manual_output_funchead_two_coarse_final	7.243988058979103
Old_Church_Slavonic	3007583	manual_output_funchead_two_coarse_final	6.70979276737398
Slovak	8381866	manual_output_funchead_two_coarse_final	8.944464302062988
German	7802485	manual_output_funchead_two_coarse_final	7.102600991866273
Tamil	5451985	manual_output_funchead_two_coarse_final	8.98713543334033
Dutch	1862019	manual_output_funchead_two_coarse_final	6.725541171384425
Czech	2588240	manual_output_funchead_two_coarse_final	6.987154811447069
Indonesian	9866840	manual_output_funchead_two_coarse_final	7.854941151702837
Portuguese	3038436	manual_output_funchead_two_coarse_final	6.117215592900265
Turkish	1325058	manual_output_funchead_two_coarse_final	9.248580254236934
Norwegian	5713149	manual_output_funchead_two_coarse_final	6.747672734794247
Catalan	1699364	manual_output_funchead_two_coarse_final	5.870290968621773
Hungarian	493437	manual_output_funchead_two_coarse_final	8.678518660973387
German	9067692	manual_output_funchead_two_coarse_final	7.1126698683147245
Marathi	2924198	manual_output_funchead_two_coarse_final	7.464865733001192
Swedish	1753075	manual_output_funchead_two_coarse_final	6.814997394371235
Dutch	819865	manual_output_funchead_two_coarse_final	6.8066815762955235
Bulgarian	1515945	manual_output_funchead_two_coarse_final	7.270902255330102
Gothic	4407799	manual_output_funchead_two_coarse_final	6.7801826358586625
Vietnamese	4501341	manual_output_funchead_two_coarse_final	7.564269869175013
Greek	1583560	manual_output_funchead_two_coarse_final	7.051094327282557
Basque	4624885	manual_output_funchead_two_coarse_final	8.333712280525205
Swedish	9665566	manual_output_funchead_two_coarse_final	6.895821789761027
Latvian	6043470	manual_output_funchead_two_coarse_final	8.572700534252183
Hindi	1582878	manual_output_funchead_two_coarse_final	5.693084248248477
Dutch	2238985	manual_output_funchead_two_coarse_final	6.7821444918424385
Telugu	6102545	manual_output_funchead_two_coarse_final	7.883027770639857
Slovenian	9613555	manual_output_funchead_two_coarse_final	7.291850935556612
Vietnamese	4398689	manual_output_funchead_two_coarse_final	7.578894899641538
Persian	761124	manual_output_funchead_two_coarse_final	7.402371961406822
Korean	4492370	manual_output_funchead_two_coarse_final	7.6425797677983
Lithuanian	2018298	manual_output_funchead_two_coarse_final	9.259841314404836
Telugu	8144536	manual_output_funchead_two_coarse_final	7.949715110734537
Italian	9538959	manual_output_funchead_two_coarse_final	6.405066113616112
Belarusian	1761120	manual_output_funchead_two_coarse_final	8.925097717673092
Telugu	7676062	manual_output_funchead_two_coarse_final	7.831964834998636
Persian	406648	manual_output_funchead_two_coarse_final	7.0587075135208215
Dutch	7267114	manual_output_funchead_two_coarse_final	6.779558193849123
Afrikaans	5256562	manual_output_funchead_two_coarse_final	6.365719934445102
Latvian	8489329	manual_output_funchead_two_coarse_final	8.56015386934103
Arabic	900376	manual_output_funchead_two_coarse_final	6.9758765550573685
Korean	6208691	manual_output_funchead_two_coarse_final	7.6623765377884325
Spanish	4080276	manual_output_funchead_two_coarse_final	6.391507540461362
Urdu	2925374	manual_output_funchead_two_coarse_final	5.917161079028248
Russian	8390989	manual_output_funchead_two_coarse_final	7.226376410462318
Lithuanian	2310093	manual_output_funchead_two_coarse_final	9.387283704790494
Persian	5160477	manual_output_funchead_two_coarse_final	6.8813963788160395
Romanian	5402816	manual_output_funchead_two_coarse_final	7.126577186442892
Romanian	2051198	manual_output_funchead_two_coarse_final	7.256584152168151
Irish	6867131	manual_output_funchead_two_coarse_final	8.55915985529666
