"","Language","Model","Type","Surp","UAS","Pars","SurpGround","ParsGround","EffGround"
"1","Afrikaans","5109039","manual_output_funchead_RANDOM",6.68225556422513,0.761439267887,1.10087209905245,6.61529809112614,1.02730540621301,6.98107368822653
"2","Afrikaans","528344","manual_output_funchead_RANDOM",6.73722897092737,0.795133111481,0.998530475648985,6.61529809112614,1.02730540621301,6.98107368822653
"3","Afrikaans","4329895","manual_output_funchead_RANDOM",6.7650072361823,0.785773710483,1.05800255820676,6.61529809112614,1.02730540621301,6.98107368822653
"4","Afrikaans","4361425","manual_output_funchead_RANDOM",6.66441006306797,0.776622296173,0.980378698886135,6.61529809112614,1.02730540621301,6.98107368822653
"5","Afrikaans","4372443","manual_output_funchead_RANDOM",6.71931284897794,0.78078202995,1.03146481241244,6.61529809112614,1.02730540621301,6.98107368822653
"6","Afrikaans","4448951","manual_output_funchead_RANDOM",6.71628382383341,0.789309484193,1.00220870451007,6.61529809112614,1.02730540621301,6.98107368822653
"7","Afrikaans","4910676","manual_output_funchead_RANDOM",6.66592261594361,0.811356073211,0.89533999973843,6.61529809112614,1.02730540621301,6.98107368822653
"8","Afrikaans","5062984","manual_output_funchead_RANDOM",6.69580005839747,0.804492512479,0.923037746484188,6.61529809112614,1.02730540621301,6.98107368822653
"9","Afrikaans","5099457","manual_output_funchead_RANDOM",6.68672055399714,0.80262063228,0.949683314799866,6.61529809112614,1.02730540621301,6.98107368822653
"10","Afrikaans","1069531","manual_output_funchead_RANDOM",6.8133843348266,0.807196339434,0.942649210996913,6.61529809112614,1.02730540621301,6.98107368822653
"11","Afrikaans","1082594","manual_output_funchead_RANDOM",6.70812044391332,0.794509151414,0.974544397259314,6.61529809112614,1.02730540621301,6.98107368822653
"12","Afrikaans","1095608","manual_output_funchead_RANDOM",6.86106143084956,0.780574043261,1.03372073545432,6.61529809112614,1.02730540621301,6.98107368822653
