"","Language","Model","Type","Surprisal","UAS","Pars","SurprisalGround","ParsGround","EffGround"
"1","Afrikaans","1069531","manual_output_funchead_RANDOM",6.8133843348266,0.711106489185,1.48290107978164,6.61529809112614,1.64021022501285,7.59397850702638
"2","Afrikaans","1082594","manual_output_funchead_RANDOM",6.70812044391332,0.694051580699,1.52756171645023,6.61529809112614,1.64021022501285,7.59397850702638
"3","Afrikaans","1095608","manual_output_funchead_RANDOM",6.86106143084956,0.679076539101,1.53699400649095,6.61529809112614,1.64021022501285,7.59397850702638
"4","Afrikaans","1120050","manual_output_funchead_RANDOM",6.70814802193943,0.625415973378,1.71398472488422,6.61529809112614,1.64021022501285,7.59397850702638
"5","Afrikaans","1185089","manual_output_funchead_RANDOM",6.75866184419799,0.700083194676,1.52316328243487,6.61529809112614,1.64021022501285,7.59397850702638
"6","Afrikaans","1246831","manual_output_funchead_RANDOM",6.76495793517911,0.652038269551,1.5956437714683,6.61529809112614,1.64021022501285,7.59397850702638
"7","Afrikaans","1253453","manual_output_funchead_RANDOM",6.82194494270105,0.638311148087,1.64711493005768,6.61529809112614,1.64021022501285,7.59397850702638
"8","Afrikaans","136446","manual_output_funchead_RANDOM",6.77869847146407,0.717554076539,1.39778505050005,6.61529809112614,1.64021022501285,7.59397850702638
"9","Afrikaans","1706438","manual_output_funchead_RANDOM",9.01657150612836,0.701331114809,1.477760296941,6.61529809112614,1.64021022501285,7.59397850702638
"10","Afrikaans","2434181","manual_output_funchead_RANDOM",6.76621732287621,0.696963394343,1.50181712376298,6.61529809112614,1.64021022501285,7.59397850702638
"11","Afrikaans","2527064","manual_output_funchead_RANDOM",6.79044270890027,0.67762063228,1.64038286639529,6.61529809112614,1.64021022501285,7.59397850702638
"12","Afrikaans","2691885","manual_output_funchead_RANDOM",6.79584651895362,0.68115640599,1.47914415707009,6.61529809112614,1.64021022501285,7.59397850702638
"13","Afrikaans","3132100","manual_output_funchead_RANDOM",6.66465426593671,0.689683860233,1.59661652383312,6.61529809112614,1.64021022501285,7.59397850702638
"14","Afrikaans","3133633","manual_output_funchead_RANDOM",6.77743228524609,0.690099833611,1.53787928378324,6.61529809112614,1.64021022501285,7.59397850702638
"15","Afrikaans","361569","manual_output_funchead_RANDOM",6.65261064687656,0.698003327787,1.4491338387702,6.61529809112614,1.64021022501285,7.59397850702638
"16","Afrikaans","3679528","manual_output_funchead_RANDOM",6.73368516099934,NA,NA,6.61529809112614,1.64021022501285,7.59397850702638
"17","Afrikaans","371439","manual_output_funchead_RANDOM",6.77699192709668,0.72108985025,1.45533439278999,6.61529809112614,1.64021022501285,7.59397850702638
"18","Afrikaans","3729822","manual_output_funchead_RANDOM",6.7969280727068,0.668053244592,1.54481198501071,6.61529809112614,1.64021022501285,7.59397850702638
"19","Afrikaans","3742980","manual_output_funchead_RANDOM",6.66949614501432,0.667013311148,1.54728284721168,6.61529809112614,1.64021022501285,7.59397850702638
"20","Afrikaans","3958396","manual_output_funchead_RANDOM",6.7063313776992,0.631863560732,1.70812627712819,6.61529809112614,1.64021022501285,7.59397850702638
"21","Afrikaans","4329895","manual_output_funchead_RANDOM",6.7650072361823,0.669717138103,1.62414050389844,6.61529809112614,1.64021022501285,7.59397850702638
"22","Afrikaans","4361425","manual_output_funchead_RANDOM",6.66441006306797,0.693011647255,1.47893965452562,6.61529809112614,1.64021022501285,7.59397850702638
"23","Afrikaans","4372443","manual_output_funchead_RANDOM",6.71931284897794,0.656198003328,1.6298520818923,6.61529809112614,1.64021022501285,7.59397850702638
"24","Afrikaans","4448951","manual_output_funchead_RANDOM",6.71628382383341,0.628327787022,1.61823686610244,6.61529809112614,1.64021022501285,7.59397850702638
