Language	FileName	DH_Weight	CoarseDependency	DistanceWeight
Serbian	6540054	0.507703383865	acl	0.75398395266
Serbian	6540054	-0.430117020549	advcl	0.315800225703
Serbian	6540054	-0.953472288734	advmod	0.0299730279434
Serbian	6540054	-0.992537307516	amod	0.82621444189
Serbian	6540054	0.0166072328669	appos	0.579086562142
Serbian	6540054	-0.586613108383	aux	0.617587828878
Serbian	6540054	-0.862387186056	ccomp	0.803477148041
Serbian	6540054	-0.18318473364	compound	0.253628389302
Serbian	6540054	-0.886067333474	conj	0.402878524023
Serbian	6540054	0.019160032187	csubj	0.0210372569244
Serbian	6540054	-0.0442636188653	dep	0.177662738054
Serbian	6540054	-0.071902579914	det	0.745366192401
Serbian	6540054	0.740744319208	discourse	0.441082194439
Serbian	6540054	-0.78692012213	fixed	0.456877761226
Serbian	6540054	-0.791251017592	flat	0.664945432344
Serbian	6540054	0.762555711426	goeswith	0.700250276489
Serbian	6540054	-0.76746757456	iobj	0.56142203937
Serbian	6540054	-0.640994836212	lifted_case	0.489244762024
Serbian	6540054	0.746395968254	lifted_cc	0.994934801108
Serbian	6540054	0.151084547239	lifted_cop	0.501266661345
Serbian	6540054	0.639919306467	lifted_mark	0.327482822194
Serbian	6540054	0.206809610839	list	0.333323280139
Serbian	6540054	-0.346769766256	nmod	0.180061069362
Serbian	6540054	0.913878025491	nsubj	0.331278447599
Serbian	6540054	0.68011534614	nummod	0.149603782483
Serbian	6540054	0.489458024674	obj	0.927649904197
Serbian	6540054	-0.271910902585	obl	0.442295873385
Serbian	6540054	0.134537324177	orphan	0.774813582515
Serbian	6540054	-0.955521653419	parataxis	0.0093071631398
Serbian	6540054	-0.482067633232	punct	0.588482719316
Serbian	6540054	0.306677449075	vocative	0.42153607147
Serbian	6540054	-0.424684971713	xcomp	0.780493941952
Portuguese	6231403	-0.368320109321	acl	0.172666058704
Portuguese	6231403	0.786882366259	advcl	0.762896760559
Portuguese	6231403	0.580121783271	advmod	0.935970064114
Portuguese	6231403	0.38503927269	amod	0.506634219078
Portuguese	6231403	-0.473654982163	appos	0.887319086228
Portuguese	6231403	0.287894389069	aux	0.0393620150717
Portuguese	6231403	-0.818652957775	case	0.999175599699
Portuguese	6231403	0.340580031993	cc	0.538784560924
Portuguese	6231403	-0.142680198827	ccomp	0.77839088757
Portuguese	6231403	-0.875365466402	compound	0.175030484304
Portuguese	6231403	-0.5119619149	conj	0.0771884831421
Portuguese	6231403	0.44322713852	csubj	0.319429824339
Portuguese	6231403	0.638533839447	dep	0.278729379867
Portuguese	6231403	-0.290551348148	det	0.333399488651
Portuguese	6231403	0.652414319887	discourse	0.391723168089
Portuguese	6231403	0.047310873026	dislocated	0.627924833924
