Script	Language	Model	Directory	foo	Loss	LossWords	LossPOS
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	2138590	manual_output_funchead_RANDOM	none	8.34792323273	6.01994657273	2.32797666
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	2847244	manual_output_funchead_RANDOM	none	8.1763845679	5.94286541443	2.23351915347
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	3516168	manual_output_funchead_langmod_coarse_final	none	8.03018127626	5.88064939449	2.14953188176
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	37277	manual_output_funchead_RANDOM	none	8.20673940243	5.95853793594	2.24820146649
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	3848887	manual_output_funchead_RANDOM	none	8.28768761536	5.97312634597	2.3145612694
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	4147103	manual_output_funchead_RANDOM	none	8.26487157889	5.97329186722	2.29157971167
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	5674604	manual_output_funchead_RANDOM	none	8.27832091731	5.97978242618	2.29853849113
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	591473	manual_output_funchead_RANDOM	none	8.24239860028	5.9595471851	2.28285141518
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	5953198	manual_output_funchead_RANDOM	none	8.23152602373	5.95921416871	2.27231185502
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	6285151	manual_output_funchead_RANDOM	none	8.20878573319	5.97261492073	2.23617081246
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	6501730	manual_output_funchead_two_coarse_final	none	8.00213832201	5.86085129945	2.14128702257
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	750969	manual_output_funchead_RANDOM	none	8.14253731211	5.9223961051	2.22014120702
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	8404836484	manual_output_funchead_two_coarse_lambda09_best_balanced	none	8.02056187349	5.84557333664	2.17498853684
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	RANDOM	manual_output_funchead_langmod_coarse_final	none	8.20203190208	5.95214162905	2.24989027303
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	English	RANDOM	manual_output_funchead_langmod_coarse_final	none	8.19616306734	5.95170821826	2.24445484908
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	1309780	manual_output_funchead_RANDOM	none	6.3439627	6.17337667195	0.170586028046
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	1441803	manual_output_funchead_RANDOM	none	6.35763909773	6.18683131819	0.170807779543
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	1634318	manual_output_funchead_RANDOM	none	6.41587098248	6.24514393331	0.170727049171
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	2491061	manual_output_funchead_RANDOM	none	6.34843282139	6.17758467461	0.170848146777
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	3792904	manual_output_funchead_RANDOM	none	6.35300599266	6.18220832376	0.170797668908
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	6822497466	manual_output_funchead_two_coarse_lambda09_best_balanced	none	6.183474414	6.01263636098	0.170838053015
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	7123376	manual_output_funchead_RANDOM	none	6.36167539635	6.19103888439	0.170636511968
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	7449510	manual_output_funchead_RANDOM	none	6.31754800544	6.14679075644	0.170757248996
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	8416264	manual_output_funchead_RANDOM	none	6.42208878361	6.25146251647	0.170626267142
readData_LANGMOD_ZeroTemp_COARSE_PLANE_Bigrams.py	Japanese	9439753	manual_output_funchead_RANDOM	none	6.3529352	6.18227865348	0.170656546521
