dependency	satisfiedFraction	posteriorMean	posteriorSD	posteriorOpposite
acl	0.824742268041237	3.39092808557385	0.353549713787019	0
advcl	0.66735112936345	1.69472326209882	0.428168661944559	0
advmod	0.470355731225296	-0.417887158481582	0.349040418550573	0.902875
amod	0.529644268774704	0.860608341164406	0.557609923514223	0.043125
appos	0.673076923076923	1.53318322637419	0.28045072966075	0
aux	0.489754098360656	-0.0304897691117529	0.440515193397454	0.54075
ccomp	0.765432098765432	2.8737797127207	0.726187573399945	5e-04
compound	0.576036866359447	0.89784322612281	0.509414763325674	0.035875
conj	0.620481927710843	1.2230143905487	0.384739370079423	0.00075
csubj	0.660869565217391	1.44431573223115	0.365827438909397	0
dep	0.581632653061224	0.59821617720084	0.405443045566203	0.067625
det	0.476284584980237	-0.126342014211683	0.297472569037096	0.681375
discourse	0.494565217391304	-0.0473347257012301	0.366994051489976	0.549
dislocated	0.552083333333333	0.412541286483991	0.605371846270738	0.226
expl	0.40084388185654	-1.23400288153328	0.96727133356648	0.914375
fixed	0.467821782178218	-0.0955464309188358	0.480687433228639	0.6115
flat	0.589686098654709	0.825379529167915	0.293689075431813	0.002625
goeswith	0.565445026178011	0.482846003897104	0.485059416803105	0.14325
iobj	0.382932166301969	-1.26949541665548	0.560892960789799	0.98575
lifted_case	0.766798418972332	2.82532496535175	0.480539337332413	0
lifted_cc	0.806324110671937	3.39017662810008	0.521429290379416	0
lifted_cop	0.72	2.4010870884576	0.467022741090418	0
lifted_mark	0.756916996047431	3.19419769046009	0.670026989315808	0
list	0.541176470588235	0.327188952517421	0.669802985973488	0.286875
nmod	0.707509881422925	1.97082622149371	0.330906760903772	0
nsubj	0.0711462450592885	-9.92948452578919	2.90521261890089	1
nummod	0.521739130434783	0.190978396048386	0.280501983225261	0.238375
obl	0.458498023715415	-0.57189609283164	0.645150704477315	0.82125
orphan	0.550595238095238	0.501047935436315	0.306168527428063	0.043625
parataxis	0.565909090909091	0.528796719360294	0.332419901136413	0.053875
reparandum	0.431034482758621	-0.915825928871599	1.12247295476488	0.862125
vocative	0.451351351351351	-0.473998810719321	0.635013502285029	0.786375
xcomp	0.891836734693878	6.97927637188785	1.8289735898799	0.000125
