Language	FileName	Counter	AverageLAS	AverageLoss_Parser	AverageUAS	DH_Weight	CoarseDependency	DistanceWeight
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.43850374	acl	0.5716762
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-2.83684	advcl	2.0340042
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.9822819	advmod	-1.7143178
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.36808994	amod	-0.048277177
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.23678695	appos	0.20227446
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.04740809	aux	-0.02925755
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.00424967	case	0.0026918398
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-1.0343964	ccomp	0.25984272
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-3.9152622	conj	2.0358806
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-0.0051504495	csubj	-0.0071066758
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.0042967144	dep	0.002626938
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	1.5591683	det	-1.2888831
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-0.03223041	discourse	-0.28016713
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.0	fixed	0.0
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.00031495592	flat	0.013309243
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-0.47932908	iobj	-0.06912146
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	3.5492728	lifted_case	0.076243326
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-3.8383548	lifted_cc	-0.031120164
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-2.2609153	lifted_mark	0.11168629
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-0.0030478288	mark	0.011519164
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	3.3249967	nmod	-0.16649514
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-3.502087	nsubj	-1.8920232
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.12800834	nummod	-0.058767967
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	9.990964	obj	0.14902073
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-2.896687	obl	-0.33671516
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	0.075800635	orphan	-0.042184196
Gothic	3933396	150980	0.643702157272	1.3899611881396645	0.753156377373	-0.026724622	parataxis	0.13510033
