dependency1	dependency2	satisfiedFraction	posteriorMean	posteriorSD	posteriorOpposite
nmod	lifted_case	0.919117647058823	4.48210691659727	1.05822096636492	0
acl	lifted_case	0.897959183673469	4.65316123125051	1.28571299355154	0
