Language	Lambda	Quantile	Samples
Ancient_Greek	0.68	0.5	54
Ancient_Greek	0.7	0.5	54
Ancient_Greek	0.72	0.518518507481	54
Ancient_Greek	0.74	0.5	54
Ancient_Greek	0.76	0.518518507481	54
Ancient_Greek	0.78	0.518518507481	54
Ancient_Greek	0.8	0.537037014961	54
Ancient_Greek	0.82	0.537037014961	54
Ancient_Greek	0.84	0.537037014961	54
Ancient_Greek	0.86	0.555555582047	54
Ancient_Greek	0.88	0.574074089527	54
Ancient_Greek	0.9	0.574074089527	54
Ancient_Greek	0.92	0.574074089527	54
Ancient_Greek	0.94	0.574074089527	54
Ancient_Greek	0.96	0.574074089527	54
Ancient_Greek	0.98	0.574074089527	54
Arabic	0.0	0.979591846466	49
Arabic	0.02	1.0	49
Arabic	0.04	1.0	49
Arabic	0.06	1.0	49
Arabic	0.08	1.0	49
Arabic	0.1	1.0	49
Arabic	0.12	1.0	49
Arabic	0.14	0.979591846466	49
Arabic	0.16	0.979591846466	49
Arabic	0.18	0.979591846466	49
Arabic	0.2	0.979591846466	49
Arabic	0.22	0.979591846466	49
Arabic	0.24	0.979591846466	49
Arabic	0.26	0.979591846466	49
Arabic	0.28	0.979591846466	49
Arabic	0.3	0.979591846466	49
Arabic	0.32	0.979591846466	49
Arabic	0.34	0.979591846466	49
Arabic	0.36	0.979591846466	49
Arabic	0.38	0.979591846466	49
Arabic	0.4	0.979591846466	49
Arabic	0.42	0.979591846466	49
Arabic	0.44	0.979591846466	49
Arabic	0.46	0.979591846466	49
Arabic	0.48	0.979591846466	49
Arabic	0.5	0.979591846466	49
Arabic	0.52	0.979591846466	49
Arabic	0.54	0.979591846466	49
Arabic	0.56	0.979591846466	49
Arabic	0.58	0.979591846466	49
Arabic	0.6	0.979591846466	49
Arabic	0.62	0.979591846466	49
Arabic	0.64	0.979591846466	49
Arabic	0.66	0.979591846466	49
Arabic	0.68	0.979591846466	49
Arabic	0.7	0.979591846466	49
Arabic	0.72	0.979591846466	49
Arabic	0.74	0.979591846466	49
Arabic	0.76	0.979591846466	49
Arabic	0.78	0.979591846466	49
Arabic	0.8	0.979591846466	49
Arabic	0.82	0.959183692932	49
Arabic	0.84	0.959183692932	49
Arabic	0.86	0.959183692932	49
Arabic	0.88	0.959183692932	49
Arabic	0.9	0.959183692932	49
Arabic	0.92	0.959183692932	49
Arabic	0.94	0.959183692932	49
Arabic	0.96	0.959183692932	49
Arabic	0.98	0.959183692932	49
Basque	0.0	0.283018857241	53
Basque	0.02	0.301886796951	53
Basque	0.04	0.32075470686	53
Basque	0.06	0.33962264657	53
Basque	0.08	0.33962264657	53
Basque	0.1	0.33962264657	53
Basque	0.12	0.377358496189	53
Basque	0.14	0.396226406097	53
Basque	0.16	0.415094345808	53
Basque	0.18	0.433962255716	53
Basque	0.2	0.433962255716	53
Basque	0.22	0.452830195427	53
Basque	0.24	0.471698105335	53
Basque	0.26	0.471698105335	53
Basque	0.28	0.490566045046	53
Basque	0.3	0.490566045046	53
Basque	0.32	0.490566045046	53
Basque	0.34	0.509433984756	53
Basque	0.36	0.509433984756	53
Basque	0.38	0.509433984756	53
Basque	0.4	0.528301894665	53
Basque	0.42	0.566037714481	53
Basque	0.44	0.566037714481	53
Basque	0.46	0.566037714481	53
Basque	0.48	0.603773593903	53
Basque	0.5	0.603773593903	53
Basque	0.52	0.622641503811	53
Basque	0.54	0.622641503811	53
Basque	0.56	0.622641503811	53
Basque	0.58	0.622641503811	53
Basque	0.6	0.622641503811	53
Basque	0.62	0.622641503811	53
Basque	0.64	0.622641503811	53
Basque	0.66	0.641509413719	53
Basque	0.68	0.641509413719	53
Basque	0.7	0.660377383232	53
Basque	0.72	0.67924529314	53
Basque	0.74	0.67924529314	53
Basque	0.76	0.698113203049	53
Basque	0.78	0.698113203049	53
Basque	0.8	0.698113203049	53
Basque	0.82	0.698113203049	53
Basque	0.84	0.698113203049	53
Basque	0.86	0.698113203049	53
Basque	0.88	0.698113203049	53
Basque	0.9	0.716981112957	53
Basque	0.92	0.716981112957	53
Basque	0.94	0.716981112957	53
Basque	0.96	0.716981112957	53
Basque	0.98	0.716981112957	53
Belarusian	0.0	1.0	51
Belarusian	0.02	1.0	51
Belarusian	0.04	1.0	51
Belarusian	0.06	1.0	51
Belarusian	0.08	1.0	51
Belarusian	0.1	1.0	51
Belarusian	0.12	1.0	51
Belarusian	0.14	1.0	51
Belarusian	0.16	1.0	51
Belarusian	0.18	1.0	51
Belarusian	0.2	1.0	51
Belarusian	0.22	0.980392158031	51
Belarusian	0.24	0.980392158031	51
Belarusian	0.26	0.980392158031	51
Belarusian	0.28	0.980392158031	51
Belarusian	0.3	0.980392158031	51
Belarusian	0.32	0.980392158031	51
Belarusian	0.34	0.980392158031	51
Belarusian	0.36	0.980392158031	51
Belarusian	0.38	0.980392158031	51
Belarusian	0.4	0.980392158031	51
Belarusian	0.42	0.980392158031	51
Belarusian	0.44	0.980392158031	51
Belarusian	0.46	0.941176474094	51
Belarusian	0.48	0.941176474094	51
Belarusian	0.5	0.941176474094	51
Belarusian	0.52	0.941176474094	51
Belarusian	0.54	0.941176474094	51
Belarusian	0.56	0.941176474094	51
Belarusian	0.58	0.941176474094	51
Belarusian	0.6	0.941176474094	51
Belarusian	0.62	0.941176474094	51
Belarusian	0.64	0.941176474094	51
Belarusian	0.66	0.941176474094	51
Belarusian	0.68	0.941176474094	51
Belarusian	0.7	0.941176474094	51
Belarusian	0.72	0.921568632126	51
Belarusian	0.74	0.921568632126	51
Belarusian	0.76	0.901960790157	51
Belarusian	0.78	0.901960790157	51
Belarusian	0.8	0.882352948189	51
Belarusian	0.82	0.843137264252	51
Belarusian	0.84	0.823529422283	51
Belarusian	0.86	0.784313738346	51
Belarusian	0.88	0.745098054409	51
Belarusian	0.9	0.745098054409	51
Belarusian	0.92	0.72549021244	51
Belarusian	0.94	0.72549021244	51
Belarusian	0.96	0.705882370472	51
Belarusian	0.98	0.686274528503	51
Bulgarian	0.0	1.0	50
Bulgarian	0.02	1.0	50
Bulgarian	0.04	1.0	50
Bulgarian	0.06	1.0	50
Bulgarian	0.08	1.0	50
Bulgarian	0.1	1.0	50
Bulgarian	0.12	1.0	50
Bulgarian	0.14	1.0	50
Bulgarian	0.16	1.0	50
Bulgarian	0.18	1.0	50
Bulgarian	0.2	1.0	50
Bulgarian	0.22	1.0	50
Bulgarian	0.24	1.0	50
Bulgarian	0.26	1.0	50
Bulgarian	0.28	1.0	50
Bulgarian	0.3	1.0	50
Bulgarian	0.32	1.0	50
Bulgarian	0.34	1.0	50
Bulgarian	0.36	1.0	50
Bulgarian	0.38	1.0	50
Bulgarian	0.4	1.0	50
Bulgarian	0.42	1.0	50
Bulgarian	0.44	1.0	50
Bulgarian	0.46	1.0	50
Bulgarian	0.48	1.0	50
Bulgarian	0.5	1.0	50
Bulgarian	0.52	1.0	50
Bulgarian	0.54	1.0	50
Bulgarian	0.56	1.0	50
Bulgarian	0.58	1.0	50
Bulgarian	0.6	1.0	50
Bulgarian	0.62	1.0	50
Bulgarian	0.64	1.0	50
Bulgarian	0.66	1.0	50
Bulgarian	0.68	1.0	50
Bulgarian	0.7	1.0	50
Bulgarian	0.72	1.0	50
Bulgarian	0.74	1.0	50
Bulgarian	0.76	1.0	50
Bulgarian	0.78	1.0	50
Bulgarian	0.8	1.0	50
Bulgarian	0.82	1.0	50
Bulgarian	0.84	1.0	50
Bulgarian	0.86	1.0	50
Bulgarian	0.88	1.0	50
Bulgarian	0.9	1.0	50
Bulgarian	0.92	1.0	50
Bulgarian	0.94	1.0	50
Bulgarian	0.96	1.0	50
Bulgarian	0.98	1.0	50
Catalan	0.0	1.0	54
Catalan	0.02	1.0	54
Catalan	0.04	1.0	54
Catalan	0.06	1.0	54
Catalan	0.08	1.0	54
Catalan	0.1	1.0	54
Catalan	0.12	1.0	54
Catalan	0.14	1.0	54
Catalan	0.16	1.0	54
Catalan	0.18	1.0	54
Catalan	0.2	1.0	54
Catalan	0.22	1.0	54
Catalan	0.24	1.0	54
Catalan	0.26	1.0	54
Catalan	0.28	1.0	54
Catalan	0.3	1.0	54
Catalan	0.32	1.0	54
Catalan	0.34	1.0	54
Catalan	0.36	1.0	54
Catalan	0.38	1.0	54
Catalan	0.4	1.0	54
Catalan	0.42	1.0	54
Catalan	0.44	1.0	54
Catalan	0.46	1.0	54
Catalan	0.48	1.0	54
Catalan	0.5	1.0	54
Catalan	0.52	1.0	54
Catalan	0.54	1.0	54
Catalan	0.56	1.0	54
Catalan	0.58	1.0	54
Catalan	0.6	1.0	54
Catalan	0.62	1.0	54
Catalan	0.64	1.0	54
Catalan	0.66	1.0	54
Catalan	0.68	1.0	54
Catalan	0.7	1.0	54
Catalan	0.72	1.0	54
Catalan	0.74	1.0	54
Catalan	0.76	1.0	54
Catalan	0.78	1.0	54
Catalan	0.8	1.0	54
Catalan	0.82	1.0	54
Catalan	0.84	1.0	54
Catalan	0.86	1.0	54
Catalan	0.88	1.0	54
Catalan	0.9	1.0	54
Catalan	0.92	1.0	54
Catalan	0.94	1.0	54
Catalan	0.96	1.0	54
Catalan	0.98	1.0	54
Chinese	0.0	0.696428596973	56
Chinese	0.02	0.696428596973	56
Chinese	0.04	0.696428596973	56
Chinese	0.06	0.696428596973	56
Chinese	0.08	0.696428596973	56
Chinese	0.1	0.696428596973	56
Chinese	0.12	0.696428596973	56
Chinese	0.14	0.696428596973	56
Chinese	0.16	0.696428596973	56
Chinese	0.18	0.714285731316	56
Chinese	0.2	0.714285731316	56
Chinese	0.22	0.714285731316	56
Chinese	0.24	0.732142865658	56
Chinese	0.26	0.75	56
Chinese	0.28	0.75	56
Chinese	0.3	0.75	56
Chinese	0.32	0.75	56
Chinese	0.34	0.767857134342	56
Chinese	0.36	0.767857134342	56
Chinese	0.38	0.767857134342	56
Chinese	0.4	0.767857134342	56
Chinese	0.42	0.767857134342	56
Chinese	0.44	0.767857134342	56
Chinese	0.46	0.767857134342	56
Chinese	0.48	0.767857134342	56
Chinese	0.5	0.767857134342	56
Chinese	0.52	0.767857134342	56
Chinese	0.54	0.767857134342	56
Chinese	0.56	0.767857134342	56
Chinese	0.58	0.767857134342	56
Chinese	0.6	0.767857134342	56
Chinese	0.62	0.767857134342	56
Chinese	0.64	0.767857134342	56
Chinese	0.66	0.767857134342	56
Chinese	0.68	0.767857134342	56
Chinese	0.7	0.767857134342	56
Chinese	0.72	0.767857134342	56
Chinese	0.74	0.767857134342	56
Chinese	0.76	0.767857134342	56
Chinese	0.78	0.767857134342	56
Chinese	0.8	0.767857134342	56
Chinese	0.82	0.767857134342	56
Chinese	0.84	0.767857134342	56
Chinese	0.86	0.767857134342	56
Chinese	0.88	0.767857134342	56
Chinese	0.9	0.767857134342	56
Chinese	0.92	0.767857134342	56
Chinese	0.94	0.767857134342	56
Chinese	0.96	0.767857134342	56
Chinese	0.98	0.767857134342	56
Coptic	0.0	1.0	49
Coptic	0.02	1.0	49
Coptic	0.04	1.0	49
Coptic	0.06	1.0	49
Coptic	0.08	1.0	49
Coptic	0.1	1.0	49
Coptic	0.12	1.0	49
Coptic	0.14	1.0	49
Coptic	0.16	1.0	49
Coptic	0.18	1.0	49
Coptic	0.2	1.0	49
Coptic	0.22	1.0	49
Coptic	0.24	1.0	49
Coptic	0.26	1.0	49
Coptic	0.28	1.0	49
Coptic	0.3	1.0	49
Coptic	0.32	1.0	49
Coptic	0.34	1.0	49
Coptic	0.36	1.0	49
Coptic	0.38	1.0	49
Coptic	0.4	1.0	49
Coptic	0.42	1.0	49
Coptic	0.44	1.0	49
Coptic	0.46	1.0	49
Coptic	0.48	1.0	49
Coptic	0.5	1.0	49
Coptic	0.52	1.0	49
Coptic	0.54	1.0	49
Coptic	0.56	1.0	49
Coptic	0.58	1.0	49
Coptic	0.6	1.0	49
Coptic	0.62	1.0	49
Coptic	0.64	1.0	49
Coptic	0.66	1.0	49
Coptic	0.68	1.0	49
Coptic	0.7	1.0	49
Coptic	0.72	1.0	49
Coptic	0.74	1.0	49
Coptic	0.76	1.0	49
Coptic	0.78	1.0	49
Coptic	0.8	1.0	49
Coptic	0.82	1.0	49
Coptic	0.84	1.0	49
Coptic	0.86	1.0	49
Coptic	0.88	1.0	49
Coptic	0.9	1.0	49
Coptic	0.92	1.0	49
Coptic	0.94	1.0	49
Coptic	0.96	1.0	49
Coptic	0.98	1.0	49
Croatian	0.0	1.0	51
Croatian	0.02	1.0	51
Croatian	0.04	1.0	51
Croatian	0.06	1.0	51
Croatian	0.08	1.0	51
Croatian	0.1	1.0	51
Croatian	0.12	1.0	51
Croatian	0.14	1.0	51
Croatian	0.16	1.0	51
Croatian	0.18	1.0	51
Croatian	0.2	1.0	51
Croatian	0.22	1.0	51
Croatian	0.24	1.0	51
Croatian	0.26	1.0	51
Croatian	0.28	1.0	51
Croatian	0.3	1.0	51
Croatian	0.32	1.0	51
Croatian	0.34	1.0	51
Croatian	0.36	1.0	51
Croatian	0.38	1.0	51
Croatian	0.4	1.0	51
Croatian	0.42	1.0	51
Croatian	0.44	1.0	51
Croatian	0.46	1.0	51
Croatian	0.48	1.0	51
Croatian	0.5	1.0	51
Croatian	0.52	1.0	51
Croatian	0.54	1.0	51
Croatian	0.56	1.0	51
Croatian	0.58	1.0	51
Croatian	0.6	1.0	51
Croatian	0.62	1.0	51
Croatian	0.64	1.0	51
Croatian	0.66	1.0	51
Croatian	0.68	1.0	51
Croatian	0.7	1.0	51
Croatian	0.72	1.0	51
Croatian	0.74	1.0	51
Croatian	0.76	1.0	51
Croatian	0.78	1.0	51
Croatian	0.8	1.0	51
Croatian	0.82	1.0	51
Croatian	0.84	1.0	51
Croatian	0.86	1.0	51
Croatian	0.88	1.0	51
Croatian	0.9	1.0	51
Croatian	0.92	1.0	51
Croatian	0.94	1.0	51
Croatian	0.96	1.0	51
Croatian	0.98	1.0	51
Czech	0.0	1.0	45
Czech	0.02	1.0	45
Czech	0.04	1.0	45
Czech	0.06	1.0	45
Czech	0.08	1.0	45
Czech	0.1	1.0	45
Czech	0.12	1.0	45
Czech	0.14	1.0	45
Czech	0.16	1.0	45
Czech	0.18	1.0	45
Czech	0.2	1.0	45
Czech	0.22	1.0	45
Czech	0.24	1.0	45
Czech	0.26	1.0	45
Czech	0.28	1.0	45
Czech	0.3	1.0	45
Czech	0.32	1.0	45
Czech	0.34	1.0	45
Czech	0.36	1.0	45
Czech	0.38	1.0	45
Czech	0.4	1.0	45
Czech	0.42	1.0	45
Czech	0.44	1.0	45
Czech	0.46	1.0	45
Czech	0.48	1.0	45
Czech	0.5	1.0	45
Czech	0.52	1.0	45
Czech	0.54	1.0	45
Czech	0.56	1.0	45
Czech	0.58	1.0	45
Czech	0.6	1.0	45
Czech	0.62	1.0	45
Czech	0.64	1.0	45
Czech	0.66	1.0	45
Czech	0.68	1.0	45
Czech	0.7	1.0	45
Czech	0.72	1.0	45
Czech	0.74	1.0	45
Czech	0.76	1.0	45
Czech	0.78	1.0	45
Czech	0.8	0.977777779102	45
Czech	0.82	0.977777779102	45
Czech	0.84	0.977777779102	45
Czech	0.86	0.977777779102	45
Czech	0.88	0.977777779102	45
Czech	0.9	0.977777779102	45
Czech	0.92	0.977777779102	45
Czech	0.94	0.977777779102	45
Czech	0.96	0.977777779102	45
Czech	0.98	0.977777779102	45
Danish	0.0	1.0	53
Danish	0.02	1.0	53
Danish	0.04	1.0	53
Danish	0.06	1.0	53
Danish	0.08	1.0	53
Danish	0.1	1.0	53
Danish	0.12	1.0	53
Danish	0.14	1.0	53
Danish	0.16	1.0	53
Danish	0.18	1.0	53
Danish	0.2	1.0	53
Danish	0.22	1.0	53
Danish	0.24	1.0	53
Danish	0.26	1.0	53
Danish	0.28	1.0	53
Danish	0.3	1.0	53
Danish	0.32	1.0	53
Danish	0.34	1.0	53
Danish	0.36	1.0	53
Danish	0.38	1.0	53
Danish	0.4	1.0	53
Danish	0.42	1.0	53
Danish	0.44	1.0	53
Danish	0.46	1.0	53
Danish	0.48	1.0	53
Danish	0.5	1.0	53
Danish	0.52	1.0	53
Danish	0.54	1.0	53
Danish	0.56	1.0	53
Danish	0.58	1.0	53
Danish	0.6	1.0	53
Danish	0.62	1.0	53
Danish	0.64	1.0	53
Danish	0.66	1.0	53
Danish	0.68	1.0	53
Danish	0.7	1.0	53
Danish	0.72	1.0	53
Danish	0.74	1.0	53
Danish	0.76	1.0	53
Danish	0.78	1.0	53
Danish	0.8	1.0	53
Danish	0.82	1.0	53
Danish	0.84	1.0	53
Danish	0.86	1.0	53
Danish	0.88	1.0	53
Danish	0.9	1.0	53
Danish	0.92	1.0	53
Danish	0.94	1.0	53
Danish	0.96	1.0	53
Danish	0.98	1.0	53
Dutch	0.0	0.763636350632	55
Dutch	0.02	0.763636350632	55
Dutch	0.04	0.781818211079	55
Dutch	0.06	0.781818211079	55
Dutch	0.08	0.818181812763	55
Dutch	0.1	0.818181812763	55
Dutch	0.12	0.854545474052	55
Dutch	0.14	0.854545474052	55
Dutch	0.16	0.872727274895	55
Dutch	0.18	0.872727274895	55
Dutch	0.2	0.890909075737	55
Dutch	0.22	0.890909075737	55
Dutch	0.24	0.890909075737	55
Dutch	0.26	0.890909075737	55
Dutch	0.28	0.890909075737	55
Dutch	0.3	0.890909075737	55
Dutch	0.32	0.890909075737	55
Dutch	0.34	0.890909075737	55
Dutch	0.36	0.890909075737	55
Dutch	0.38	0.890909075737	55
Dutch	0.4	0.890909075737	55
Dutch	0.42	0.890909075737	55
Dutch	0.44	0.890909075737	55
Dutch	0.46	0.890909075737	55
Dutch	0.48	0.890909075737	55
Dutch	0.5	0.890909075737	55
Dutch	0.52	0.890909075737	55
Dutch	0.54	0.890909075737	55
Dutch	0.56	0.890909075737	55
Dutch	0.58	0.890909075737	55
Dutch	0.6	0.890909075737	55
Dutch	0.62	0.890909075737	55
Dutch	0.64	0.890909075737	55
Dutch	0.66	0.890909075737	55
Dutch	0.68	0.890909075737	55
Dutch	0.7	0.872727274895	55
Dutch	0.72	0.872727274895	55
Dutch	0.74	0.872727274895	55
Dutch	0.76	0.872727274895	55
Dutch	0.78	0.872727274895	55
Dutch	0.8	0.872727274895	55
Dutch	0.82	0.872727274895	55
Dutch	0.84	0.872727274895	55
Dutch	0.86	0.872727274895	55
Dutch	0.88	0.872727274895	55
Dutch	0.9	0.872727274895	55
Dutch	0.92	0.872727274895	55
Dutch	0.94	0.872727274895	55
Dutch	0.96	0.872727274895	55
Dutch	0.98	0.872727274895	55
English	0.0	1.0	49
English	0.02	1.0	49
English	0.04	1.0	49
English	0.06	1.0	49
English	0.08	1.0	49
English	0.1	1.0	49
English	0.12	1.0	49
English	0.14	1.0	49
English	0.16	1.0	49
English	0.18	1.0	49
English	0.2	1.0	49
English	0.22	1.0	49
English	0.24	1.0	49
English	0.26	1.0	49
English	0.28	1.0	49
English	0.3	1.0	49
English	0.32	1.0	49
English	0.34	1.0	49
English	0.36	1.0	49
English	0.38	1.0	49
English	0.4	1.0	49
English	0.42	1.0	49
English	0.44	1.0	49
English	0.46	1.0	49
English	0.48	1.0	49
English	0.5	1.0	49
English	0.52	1.0	49
English	0.54	1.0	49
English	0.56	1.0	49
English	0.58	1.0	49
English	0.6	1.0	49
English	0.62	1.0	49
English	0.64	1.0	49
English	0.66	1.0	49
English	0.68	1.0	49
English	0.7	1.0	49
English	0.72	1.0	49
English	0.74	1.0	49
English	0.76	1.0	49
English	0.78	1.0	49
English	0.8	1.0	49
English	0.82	1.0	49
English	0.84	1.0	49
English	0.86	1.0	49
English	0.88	1.0	49
English	0.9	1.0	49
English	0.92	1.0	49
English	0.94	1.0	49
English	0.96	1.0	49
English	0.98	1.0	49
Estonian	0.0	1.0	55
Estonian	0.02	1.0	55
Estonian	0.04	1.0	55
Estonian	0.06	1.0	55
Estonian	0.08	1.0	55
Estonian	0.1	1.0	55
Estonian	0.12	1.0	55
Estonian	0.14	1.0	55
Estonian	0.16	1.0	55
Estonian	0.18	1.0	55
Estonian	0.2	1.0	55
Estonian	0.22	1.0	55
Estonian	0.24	1.0	55
Estonian	0.26	1.0	55
Estonian	0.28	1.0	55
Estonian	0.3	1.0	55
Estonian	0.32	1.0	55
Estonian	0.34	1.0	55
Estonian	0.36	1.0	55
Estonian	0.38	1.0	55
Estonian	0.4	1.0	55
Estonian	0.42	1.0	55
Estonian	0.44	1.0	55
Estonian	0.46	1.0	55
Estonian	0.48	1.0	55
Estonian	0.5	1.0	55
Estonian	0.52	1.0	55
Estonian	0.54	1.0	55
Estonian	0.56	1.0	55
Estonian	0.58	1.0	55
Estonian	0.6	1.0	55
Estonian	0.62	1.0	55
Estonian	0.64	1.0	55
Estonian	0.66	1.0	55
Estonian	0.68	1.0	55
Estonian	0.7	1.0	55
Estonian	0.72	1.0	55
Estonian	0.74	1.0	55
Estonian	0.76	1.0	55
Estonian	0.78	1.0	55
Estonian	0.8	1.0	55
Estonian	0.82	1.0	55
Estonian	0.84	1.0	55
Estonian	0.86	1.0	55
Estonian	0.88	1.0	55
Estonian	0.9	1.0	55
Estonian	0.92	1.0	55
Estonian	0.94	1.0	55
Estonian	0.96	1.0	55
Estonian	0.98	1.0	55
Finnish	0.0	1.0	53
Finnish	0.02	1.0	53
Finnish	0.04	1.0	53
Finnish	0.06	1.0	53
Finnish	0.08	1.0	53
Finnish	0.1	1.0	53
Finnish	0.12	1.0	53
Finnish	0.14	1.0	53
Finnish	0.16	1.0	53
Finnish	0.18	1.0	53
Finnish	0.2	1.0	53
Finnish	0.22	1.0	53
Finnish	0.24	1.0	53
Finnish	0.26	1.0	53
Finnish	0.28	1.0	53
Finnish	0.3	1.0	53
Finnish	0.32	1.0	53
Finnish	0.34	1.0	53
Finnish	0.36	1.0	53
Finnish	0.38	1.0	53
Finnish	0.4	1.0	53
Finnish	0.42	1.0	53
Finnish	0.44	1.0	53
Finnish	0.46	1.0	53
Finnish	0.48	1.0	53
Finnish	0.5	1.0	53
Finnish	0.52	1.0	53
Finnish	0.54	1.0	53
Finnish	0.56	1.0	53
Finnish	0.58	1.0	53
Finnish	0.6	1.0	53
Finnish	0.62	1.0	53
Finnish	0.64	1.0	53
Finnish	0.66	1.0	53
Finnish	0.68	1.0	53
Finnish	0.7	1.0	53
Finnish	0.72	1.0	53
Finnish	0.74	1.0	53
Finnish	0.76	1.0	53
Finnish	0.78	1.0	53
Finnish	0.8	1.0	53
Finnish	0.82	1.0	53
Finnish	0.84	1.0	53
Finnish	0.86	1.0	53
Finnish	0.88	1.0	53
Finnish	0.9	1.0	53
Finnish	0.92	1.0	53
Finnish	0.94	1.0	53
Finnish	0.96	1.0	53
Finnish	0.98	1.0	53
French	0.0	0.979591846466	49
French	0.02	1.0	49
French	0.04	1.0	49
French	0.06	1.0	49
French	0.08	1.0	49
French	0.1	1.0	49
French	0.12	1.0	49
French	0.14	1.0	49
French	0.16	1.0	49
French	0.18	1.0	49
French	0.2	1.0	49
French	0.22	1.0	49
French	0.24	1.0	49
French	0.26	1.0	49
French	0.28	1.0	49
French	0.3	1.0	49
French	0.32	1.0	49
French	0.34	1.0	49
French	0.36	1.0	49
French	0.38	1.0	49
French	0.4	1.0	49
French	0.42	1.0	49
French	0.44	1.0	49
French	0.46	1.0	49
French	0.48	1.0	49
French	0.5	1.0	49
French	0.52	1.0	49
French	0.54	1.0	49
French	0.56	1.0	49
French	0.58	1.0	49
French	0.6	1.0	49
French	0.62	1.0	49
French	0.64	1.0	49
French	0.66	1.0	49
French	0.68	1.0	49
French	0.7	1.0	49
French	0.72	1.0	49
French	0.74	1.0	49
French	0.76	1.0	49
French	0.78	1.0	49
French	0.8	1.0	49
French	0.82	1.0	49
French	0.84	1.0	49
French	0.86	1.0	49
French	0.88	1.0	49
French	0.9	1.0	49
French	0.92	1.0	49
French	0.94	1.0	49
French	0.96	1.0	49
French	0.98	1.0	49
Galician	0.0	0.938775539398	49
Galician	0.02	0.959183692932	49
Galician	0.04	0.979591846466	49
Galician	0.06	1.0	49
Galician	0.08	1.0	49
Galician	0.1	1.0	49
Galician	0.12	1.0	49
Galician	0.14	1.0	49
Galician	0.16	1.0	49
Galician	0.18	1.0	49
Galician	0.2	1.0	49
Galician	0.22	1.0	49
Galician	0.24	1.0	49
Galician	0.26	1.0	49
Galician	0.28	1.0	49
