"","Language","Model","Type","Surprisal","Pars","SurprisalGround","ParsGround","EffGround"
"1","Afrikaans","1069531","manual_output_funchead_RANDOM",6.52617541717284,0.929804922067583,6.41879916094985,0.955697368068029,6.73261661292289
"2","Afrikaans","1082594","manual_output_funchead_RANDOM",6.51108134891324,0.917326465298649,6.41879916094985,0.955697368068029,6.73261661292289
"3","Afrikaans","1095608","manual_output_funchead_RANDOM",6.51238147720184,1.06189122766306,6.41879916094985,0.955697368068029,6.73261661292289
"4","Afrikaans","1120050","manual_output_funchead_RANDOM",6.61766007741292,1.04018840124325,6.41879916094985,0.955697368068029,6.73261661292289
"5","Afrikaans","1185089","manual_output_funchead_RANDOM",6.54627168882154,1.05166485176705,6.41879916094985,0.955697368068029,6.73261661292289
"6","Afrikaans","1246831","manual_output_funchead_RANDOM",6.63056058043079,0.987094523059747,6.41879916094985,0.955697368068029,6.73261661292289
"7","Afrikaans","1253453","manual_output_funchead_RANDOM",6.56209386135669,1.03632215880316,6.41879916094985,0.955697368068029,6.73261661292289
"8","Afrikaans","136446","manual_output_funchead_RANDOM",6.45672006607056,0.96693667700009,6.41879916094985,0.955697368068029,6.73261661292289
"9","Afrikaans","1706438","manual_output_funchead_RANDOM",6.4039591903333,1.00345990106389,6.41879916094985,0.955697368068029,6.73261661292289
"10","Afrikaans","2434181","manual_output_funchead_RANDOM",6.5514961548533,1.06956155308074,6.41879916094985,0.955697368068029,6.73261661292289
"11","Afrikaans","2527064","manual_output_funchead_RANDOM",6.59684988568315,0.995454840671996,6.41879916094985,0.955697368068029,6.73261661292289
"12","Afrikaans","2691885","manual_output_funchead_RANDOM",6.48092665495696,0.988093085772979,6.41879916094985,0.955697368068029,6.73261661292289
"13","Afrikaans","3132100","manual_output_funchead_RANDOM",6.57020494297293,1.03587809026539,6.41879916094985,0.955697368068029,6.73261661292289
"14","Afrikaans","3133633","manual_output_funchead_RANDOM",6.57438620441977,0.959787852305938,6.41879916094985,0.955697368068029,6.73261661292289
"15","Afrikaans","361569","manual_output_funchead_RANDOM",6.4018330318827,1.0397727671459,6.41879916094985,0.955697368068029,6.73261661292289
"16","Afrikaans","3679528","manual_output_funchead_RANDOM",6.5971987295959,0.949755013980802,6.41879916094985,0.955697368068029,6.73261661292289
"17","Afrikaans","371439","manual_output_funchead_RANDOM",6.45509463205603,0.903010997171212,6.41879916094985,0.955697368068029,6.73261661292289
"18","Afrikaans","3729822","manual_output_funchead_RANDOM",6.54802559854625,0.979716611334964,6.41879916094985,0.955697368068029,6.73261661292289
