Language	Model	Type	UAS	Pars
Urdu	4273985	manual_output_funchead_two_coarse_final	0.820265206111	0.8118621030160349
Belarusian	4632634	manual_output_funchead_two_coarse_final	0.658555729984	1.7718255314011027
Belarusian	4632634	manual_output_funchead_two_coarse_final	0.667974882261	1.8350172761470969
Belarusian	4632634	manual_output_funchead_two_coarse_final	0.665620094192	1.7832296384934165
Ancient_Greek	9925487	manual_output_funchead_two_coarse_final	0.777581826334	1.0865673175433206
Finnish	7619247	manual_output_funchead_two_coarse_final	0.745515541558	1.0768058711407071
Russian	2425686	manual_output_funchead_two_coarse_final	0.766877276867	1.0106180939522562
Ukrainian	5816839	manual_output_funchead_two_coarse_final	0.810353053435	0.9245105997325127
Danish	6336254	manual_output_funchead_two_coarse_final	0.832570088239	0.7967280110580008
Danish	6336254	manual_output_funchead_two_coarse_final	0.832681782643	0.7927505197331158
Danish	6336254	manual_output_funchead_two_coarse_final	0.828549089691	0.8192655074320784
Serbian	2181490	manual_output_funchead_two_coarse_final	0.786062322946	1.0305469956816762
Marathi	8117780	manual_output_funchead_two_coarse_final	0.687134502924	1.6228570045783506
Finnish	8884491	manual_output_funchead_two_coarse_final	0.741304943174	1.1105906063096256
Finnish	8884491	manual_output_funchead_two_coarse_final	0.74171573326	1.115474918599359
Finnish	8884491	manual_output_funchead_two_coarse_final	0.742948103519	1.1160712420764924
Chinese	6459005	manual_output_funchead_two_coarse_final	0.746556473829	1.321150456052838
Chinese	6459005	manual_output_funchead_two_coarse_final	0.746005509642	1.3194660262080702
English	2044700	manual_output_funchead_two_coarse_final	0.860441005411	0.7166693793784106
English	2044700	manual_output_funchead_two_coarse_final	0.857355990492	0.7361370367140025
English	2044700	manual_output_funchead_two_coarse_final	0.861730642796	0.7247276369666725
English	2044700	manual_output_funchead_two_coarse_final	0.861351337683	0.7301875311772595
English	2044700	manual_output_funchead_two_coarse_final	0.860946745562	0.7405579079741177
English	2044700	manual_output_funchead_two_coarse_final	0.852273301977	0.772756458173595
Slovenian	3505440	manual_output_funchead_two_coarse_final	0.821111673027	0.901412382558167
Slovenian	3505440	manual_output_funchead_two_coarse_final	0.824881614638	0.8710096811671119
Danish	5732199	manual_output_funchead_two_coarse_final	0.828884172903	0.7569956390881397
Spanish	6663536	manual_output_funchead_two_coarse_final	0.835902360135	0.7489630558655135
Marathi	180853	manual_output_funchead_two_coarse_final	0.678362573099	1.8164599569220292
Belarusian	3905956	manual_output_funchead_two_coarse_final	0.609105180534	1.8908140431019351
Belarusian	3905956	manual_output_funchead_two_coarse_final	0.591836734694	1.9284165332231267
Belarusian	3905956	manual_output_funchead_two_coarse_final	0.654631083203	1.766493911084425
Bulgarian	2032643	manual_output_funchead_two_coarse_final	0.854891186465	0.6620245765134833
Polish	984303	manual_output_funchead_two_coarse_final	0.874229203025	0.5446610176126371
Polish	984303	manual_output_funchead_two_coarse_final	0.876090750436	0.5459277138868136
Polish	984303	manual_output_funchead_two_coarse_final	0.873182082606	0.5508840546766085
Polish	984303	manual_output_funchead_two_coarse_final	0.878301337987	0.5297283226421505
Polish	984303	manual_output_funchead_two_coarse_final	0.874229203025	0.537110130671778
German	8402992	manual_output_funchead_two_coarse_final	0.864174512911	0.6392933947598599
German	8402992	manual_output_funchead_two_coarse_final	0.862030390603	0.6450329524468118
German	8402992	manual_output_funchead_two_coarse_final	0.862589726857	0.6354157730174373
French	5849203	manual_output_funchead_two_coarse_final	0.853926809211	0.6567694909135753
French	5849203	manual_output_funchead_two_coarse_final	0.850675884046	0.6662258110935861
Czech	3892398	manual_output_funchead_two_coarse_final	0.841363583564	0.7063840446120434
Indonesian	9391953	manual_output_funchead_two_coarse_final	0.833724753405	0.9395782530503746
Indonesian	9391953	manual_output_funchead_two_coarse_final	0.834758102395	0.932154764564679
Indonesian	9391953	manual_output_funchead_two_coarse_final	0.836167214655	0.9216719613942029
Portuguese	521903	manual_output_funchead_two_coarse_final	0.859958811415	0.5944447894497341
Portuguese	521903	manual_output_funchead_two_coarse_final	0.859076198882	0.5937883054018627
Turkish	541246	manual_output_funchead_two_coarse_final	0.618308482034	1.9076922144699842
Russian	4252414	manual_output_funchead_two_coarse_final	0.764505540376	1.0409602302035545
Russian	4252414	manual_output_funchead_two_coarse_final	0.764363236187	1.0374654731586006
Vietnamese	9203471	manual_output_funchead_two_coarse_final	0.646050897293	1.5438850430969435
Vietnamese	9203471	manual_output_funchead_two_coarse_final	0.645746730204	1.4877284098672272
Vietnamese	9203471	manual_output_funchead_two_coarse_final	0.634492547906	1.545450024898258
Vietnamese	9203471	manual_output_funchead_two_coarse_final	0.641792558045	1.4885897177851226
Chinese	598645	manual_output_funchead_two_coarse_final	0.75261707989	1.3212016802955047
Italian	7473864	manual_output_funchead_two_coarse_final	0.862175393785	0.6694555922378475
Italian	7473864	manual_output_funchead_two_coarse_final	0.86398467433	0.673905722779472
Italian	7473864	manual_output_funchead_two_coarse_final	0.860738612175	0.6623561608919493
Italian	7473864	manual_output_funchead_two_coarse_final	0.862015751384	0.6610610390128786
Galician	8788243	manual_output_funchead_two_coarse_final	0.808846544576	1.082259514988989
Hebrew	2796120	manual_output_funchead_two_coarse_final	0.833217649975	0.8730390224116358
Korean	5341761	manual_output_funchead_two_coarse_final	0.668373567423	1.8074505240909648
Korean	5341761	manual_output_funchead_two_coarse_final	0.669989027067	1.8038477536324495
Latin	1011566	manual_output_funchead_two_coarse_final	0.716123412951	1.3828117139598783
Latin	1011566	manual_output_funchead_two_coarse_final	0.722320860273	1.3681754822535497
Latin	1011566	manual_output_funchead_two_coarse_final	0.719171887039	1.377890186205425
Latin	1011566	manual_output_funchead_two_coarse_final	0.720846872802	1.3387680179485504
Romanian	9994885	manual_output_funchead_two_coarse_final	0.709738205801	1.205999627176882
Romanian	9994885	manual_output_funchead_two_coarse_final	0.707853825964	1.210936909753964
Romanian	9994885	manual_output_funchead_two_coarse_final	0.713372366916	1.2138930855436612
Swedish	2023984	manual_output_funchead_two_coarse_final	0.787219607344	0.9675729733050661
Swedish	2023984	manual_output_funchead_two_coarse_final	0.779629394055	0.9897472246434353
Spanish	5378898	manual_output_funchead_two_coarse_final	0.86654116339	0.6411695778620302
Spanish	5378898	manual_output_funchead_two_coarse_final	0.867400313337	0.628657508717354
Spanish	5378898	manual_output_funchead_two_coarse_final	0.865858897256	0.6370202470379709
Spanish	5378898	manual_output_funchead_two_coarse_final	0.86589680093	0.6308188850582835
Italian	6437247	manual_output_funchead_two_coarse_final	0.867656449553	0.6277482961405587
Italian	6437247	manual_output_funchead_two_coarse_final	0.875159642401	0.6223248260134571
Arabic	9426948	manual_output_funchead_two_coarse_final	0.815888880566	0.8846712400863386
Slovak	2941880	manual_output_funchead_two_coarse_final	0.809488022546	0.8012494433144551
Estonian	4380805	manual_output_funchead_two_coarse_final	0.750143529682	1.0546275104675902
Turkish	2201784	manual_output_funchead_two_coarse_final	0.618797360059	1.906852238599609
Turkish	2201784	manual_output_funchead_two_coarse_final	0.618308482034	1.880196815013769
Portuguese	1181701	manual_output_funchead_two_coarse_final	0.839685468988	0.6465542918022977
Old_Church_Slavonic	2533653	manual_output_funchead_two_coarse_final	0.813861386139	1.0251735645237536
Danish	6153946	manual_output_funchead_two_coarse_final	0.818608287725	0.8173292921493004
Danish	6153946	manual_output_funchead_two_coarse_final	0.824416396739	0.8065274129243559
Estonian	950590	manual_output_funchead_two_coarse_final	0.761625904237	1.054757384957423
Estonian	950590	manual_output_funchead_two_coarse_final	0.763807555402	1.075975254135272
Estonian	950590	manual_output_funchead_two_coarse_final	0.760018371799	1.0763648570589965
Estonian	950590	manual_output_funchead_two_coarse_final	0.761166609255	1.0727558489959486
