Language	Model	Type	UAS	Pars	LAS	ParsU
Ancient_Greek	2464717213	manual_output_funchead_two_coarse_lambda09_best_large	0.738574204155	1.2500670071835476	0.667314302795	0.8311104466109475
Portuguese	5008733344	manual_output_funchead_two_coarse_lambda09_best_large	0.881221749712	0.5586212166920079	0.851828077777	0.4090200299216521
Hebrew	5764264925	manual_output_funchead_two_coarse_lambda09_best_large	0.850371839365	0.8060251112319954	0.805751115518	0.5463417960915402
Romanian	576616091	manual_output_funchead_two_coarse_lambda09_best_large	0.817484352917	0.9462416924235878	0.766000403796	0.6386425090402523
Tamil	8711707313	manual_output_funchead_two_coarse_lambda09_best_large	0.62343470483	2.148603148451858	0.543828264758	1.4693461381472075
French	1804798267	manual_output_funchead_two_coarse_lambda09_best_large	0.890650699013	0.5413654480413052	0.861148231908	0.3788458446188566
Estonian	1640027993	manual_output_funchead_two_coarse_lambda09_best_large	0.754047537031	1.1941186623905102	0.682167872316	0.8093137009975516
Spanish	6766058353	manual_output_funchead_two_coarse_lambda09_best_large	0.864229039268	0.644949697448319	0.83006519432	0.45801190763855765
Irish	6195122992	manual_output_funchead_two_coarse_lambda09_best_large	0.457124908387	3.0417231012671273	0.380902523296	2.138224125807104
Swedish	7609961975	manual_output_funchead_two_coarse_lambda09_best_large	0.804859432642	0.9582943616819024	0.759869397447	0.6832372372687149
Norwegian	7046681945	manual_output_funchead_two_coarse_lambda09_best_large	0.869991563062	0.6732642985537016	0.83724669288	0.43248643672691245
Latvian	3902501904	manual_output_funchead_two_coarse_lambda09_best_large	0.679196370706	1.6191965419929808	0.601240625868	1.0877223900209676
Basque	657083143	manual_output_funchead_two_coarse_lambda09_best_large	0.773215002006	1.1949734910515672	0.686421981548	0.7385315782918397
Vietnamese	9864186953	manual_output_funchead_two_coarse_lambda09_best_large	0.614620298084	1.7520121688546895	0.553279935111	1.2345699406559734
Korean	7169100329	manual_output_funchead_two_coarse_lambda09_best_large	0.731681297245	1.2835176362479148	0.636064374543	0.8348698167030882
Ancient_Greek	542477161	manual_output_funchead_two_coarse_lambda09_best_large	0.748826782245	1.2030120845226548	0.681333134061	0.7980174920730323
English	4910096554	manual_output_funchead_two_coarse_lambda09_best_large	0.847140039448	0.7998684049255538	0.808956658069	0.544637142873557
Slovenian	1131642226	manual_output_funchead_two_coarse_lambda09_best_large	0.809250149418	0.9982643164606961	0.765803871086	0.68358164675567
Dutch	5266995269	manual_output_funchead_two_coarse_lambda09_best_large	0.849738493724	0.7465387686510341	0.811976987448	0.5172402316916765
Catalan	5306277338	manual_output_funchead_two_coarse_lambda09_best_large	0.856170029045	0.6366655923889948	0.827400109899	0.48831821105358353
Swedish	5945751659	manual_output_funchead_two_coarse_lambda09_best_large	0.802781664759	0.9708085771063552	0.763940126362	0.7043529127982782
Danish	5500305980	manual_output_funchead_two_coarse_lambda09_best_large	0.793365352396	0.9874214164294385	0.758181615101	0.74855623993676
German	3150957569	manual_output_funchead_two_coarse_lambda09_best_large	0.86035238184	0.6690217939037818	0.825673534073	0.4508589527861341
Indonesian	3375856929	manual_output_funchead_two_coarse_lambda09_best_large	0.7695631752	1.1984978688384738	0.725129168624	0.8431917667724874
Bulgarian	6688858397	manual_output_funchead_two_coarse_lambda09_best_large	0.875135565035	0.6064512743262784	0.827127467284	0.40314210067127354
Spanish	3508122133	manual_output_funchead_two_coarse_lambda09_best_large	0.86189164603	0.6559795467359497	0.829104967908	0.47030202478438493
Polish	6951943963	manual_output_funchead_two_coarse_lambda09_best_large	0.81198371146	0.7880503792621286	0.775916230366	0.608168452898384
Hindi	2868111645	manual_output_funchead_two_coarse_lambda09_best_large	0.894893889109	0.4849413151725493	0.865724811984	0.36099535007045314
Italian	3185031035	manual_output_funchead_two_coarse_lambda09_best_large	0.856268624947	0.70063257267839	0.819178373776	0.4775851269245858
Afrikaans	2869394950	manual_output_funchead_two_coarse_lambda09_best_large	0.787853577371	1.0638798334931772	0.754367720466	0.8245952134818682
Dutch	6955889391	manual_output_funchead_two_coarse_lambda09_best_large	0.83859832636	0.7865509871989644	0.799790794979	0.5498323753713844
Polish	5790044463	manual_output_funchead_two_coarse_lambda09_best_large	0.814543339151	0.7627350476538463	0.783827806864	0.5892759238567513
Old_Church_Slavonic	4613178219	manual_output_funchead_two_coarse_lambda09_best_large	0.770099009901	1.1183393318818347	0.711782178218	0.7448710519429481
Catalan	7875549067	manual_output_funchead_two_coarse_lambda09_best_large	0.866041290525	0.6143455684783928	0.837722741188	0.46899855719395733
Irish	4619624644	manual_output_funchead_two_coarse_lambda09_best_large	0.497748926814	2.82084044146046	0.410532928489	1.9140666489475822
