Language	Model	Type	UAS	Pars	LAS	ParsU
Serbian	6540054	manual_output_funchead_RANDOM	0.72328611898	1.3142307947715348	0.650651558074	0.9335788240513788
Portuguese	6231403	manual_output_funchead_RANDOM	0.809890609538	0.867989613626681	0.764529674503	0.634766489437129
Indonesian	1550386	manual_output_funchead_RANDOM	0.664913104744	1.5185309421069861	0.622451855331	1.1405831987166863
Ancient_Greek	6207048	manual_output_funchead_RANDOM	0.632341951876	1.6956549139411936	0.537707368106	1.1224878333979988
Ancient_Greek	6909776	manual_output_funchead_RANDOM	0.637333731879	1.7132050649055433	0.53932147661	1.1252827209272542
Latin	1101535	manual_output_funchead_RANDOM	0.626545174366	1.9624661961287406	0.501524237044	1.176123410425395
Hebrew	9010571	manual_output_funchead_RANDOM	0.800594942985	1.0256405678017635	0.743083787804	0.666820165918319
Catalan	650252	manual_output_funchead_RANDOM	0.788032812623	0.8836922783134674	0.750706491875	0.6824930869004857
Gothic	3566582	manual_output_funchead_RANDOM	0.672335376706	1.609286347137083	0.544591655132	0.9996868282267763
Ancient_Greek	3647766	manual_output_funchead_RANDOM	0.653026453445	1.653320591732305	0.557375579136	1.0787740116713738
Marathi	6035819	manual_output_funchead_RANDOM	0.698830409357	1.6904961881581804	0.581871345029	0.984253274069892
Persian	2599790	manual_output_funchead_RANDOM	0.65222498618	1.300458677751442	0.625138197899	1.075652357901309
Polish	4813059	manual_output_funchead_RANDOM	0.769051774287	0.9259855298679744	0.71250727167	0.6750002915807904
Telugu	240743	manual_output_funchead_RANDOM	0.857418111753	0.9184604021855173	0.751445086705	0.45531061779786625
Afrikaans	986758	manual_output_funchead_RANDOM	0.702787021631	1.3510712337573236	0.667221297837	1.061266295376316
Irish	2500188	manual_output_funchead_RANDOM	0.476704010051	2.5833807314095005	0.408962412313	1.861393413722434
Estonian	9496546	manual_output_funchead_RANDOM	0.67458950511	1.5162528867370595	0.557813755885	0.9882490158856141
Portuguese	2593069	manual_output_funchead_RANDOM	0.810291797053	0.8584439151823806	0.770280028886	0.6281057657327371
Latvian	4071286	manual_output_funchead_RANDOM	0.623738542728	1.941990010308597	0.51245255069	1.241612421689282
Chinese	9941860	manual_output_funchead_RANDOM	0.562626262626	1.9449785052142743	0.499357208448	1.4295551558390356
Belarusian	9855562	manual_output_funchead_RANDOM	0.580062794349	2.0373745743109257	0.512558869702	1.4662951405044629
Swedish	8596854	manual_output_funchead_RANDOM	0.728406055209	1.2542214161242782	0.674044862825	0.8912866012020805
German	3332467	manual_output_funchead_RANDOM	0.798825393866	0.9333293352776519	0.749417358068	0.6197271366827062
Bulgarian	6159828	manual_output_funchead_RANDOM	0.798785337286	0.8644744048847068	0.740944255658	0.6356992834380233
