Language	Model	Type	UAS	Pars	LAS
Turkish	2788901	manual_output_funchead_RANDOM	0.542899046688	1.9906033343366643	0.466878513811
Old_Church_Slavonic	4450349	manual_output_funchead_RANDOM	0.79504950495	0.9907582226956245	0.743366336634
Hindi	7568152	manual_output_funchead_RANDOM	0.909569771336	0.3897474458470573	0.891696860823
Old_Church_Slavonic	5521087	manual_output_funchead_RANDOM	0.813465346535	0.9286010101290032	0.771683168317
Serbian	7454441	manual_output_funchead_RANDOM	0.755240793201	1.0449357121929568	0.732011331445
Croatian	2175574	manual_output_funchead_RANDOM	0.771379924154	0.9683666784930696	0.746381858989
Greek	8160082	manual_output_funchead_RANDOM	0.790621012335	0.9220096259510603	0.770735857082
Serbian	3865581	manual_output_funchead_RANDOM	0.781416430595	1.0163372124355845	0.750368271955
Norwegian	1324451	manual_output_funchead_RANDOM	0.862509750235	0.6456949670411494	0.841130868049
Czech	1759611	manual_output_funchead_RANDOM	0.870556156729	0.5462253356942447	0.846340076665
Dutch	3566675	manual_output_funchead_RANDOM	0.869560669456	0.6794853179774025	0.831642259414
Galician	7890732	manual_output_funchead_RANDOM	0.722742373905	1.3617776178331078	0.688394058373
Swedish	5305017	manual_output_funchead_RANDOM	0.803078488742	0.9197354018928309	0.76953737862
Slovenian	3597197	manual_output_funchead_RANDOM	0.79619327847	0.9725119354346611	0.755367569307
Latvian	4009105	manual_output_funchead_RANDOM	0.665864271827	1.5380783917291132	0.600777705768
Ukrainian	9693144	manual_output_funchead_RANDOM	0.746898854962	1.2112056894498018	0.700858778626
Telugu	5331743	manual_output_funchead_RANDOM	0.83429672447	1.1279868872868533	0.73795761079
Japanese	1634318	manual_output_funchead_RANDOM	0.886304661221	0.4470672011833704	0.871407976934
Persian	5693391	manual_output_funchead_RANDOM	0.82504145937	0.78443453254589	0.806453841902
Korean	6350508	manual_output_funchead_RANDOM	0.681815410875	1.3439479254529523	0.61978785662
Latin	3645397	manual_output_funchead_RANDOM	0.782151351714	1.1215452205427552	0.710126963921
Finnish	5818753	manual_output_funchead_RANDOM	0.78580720252	0.9546971610620645	0.733739559085
Korean	6758647	manual_output_funchead_RANDOM	0.669227017801	1.396611057783272	0.609515971714
Urdu	8731676	manual_output_funchead_RANDOM	0.801095416547	0.8570165543605698	0.778466416835
Dutch	6643281	manual_output_funchead_RANDOM	0.840742677824	0.6898932464685774	0.820606694561
Polish	4896339	manual_output_funchead_RANDOM	0.827457824316	0.6807341632557303	0.800116346713
Romanian	9936132	manual_output_funchead_RANDOM	0.788141866882	0.9355910446531672	0.762702739081
French	2192373	manual_output_funchead_RANDOM	0.877903988487	0.5211636390349668	0.863653885691
Czech	7435170	manual_output_funchead_RANDOM	0.868330796178	0.5436213694584858	0.852313091111
Finnish	9774893	manual_output_funchead_RANDOM	0.782178556757	0.9465675801099954	0.73319183897
Old_Church_Slavonic	2606498	manual_output_funchead_RANDOM	0.81198019802	0.9345263043724664	0.765247524752
Serbian	9899786	manual_output_funchead_RANDOM	0.776203966006	1.024198038436198	0.739943342776
Croatian	4489080	manual_output_funchead_RANDOM	0.781131491371	0.9894127749352344	0.753115083972
Chinese	1371976	manual_output_funchead_RANDOM	0.717447199265	1.2249016734632032	0.67116620753
Estonian	1377977	manual_output_funchead_RANDOM	0.760477666781	1.0009543899827853	0.7277528993
Irish	2656745	manual_output_funchead_RANDOM	0.465710396817	2.9492150265163755	0.399120510941
Bulgarian	9826531	manual_output_funchead_RANDOM	0.857421733786	0.6422588607208407	0.813896319861
English	2138590	manual_output_funchead_RANDOM	0.837278106509	0.7635724319097323	0.804404996713
English	6285151	manual_output_funchead_RANDOM	0.824836898801	0.7997559485320695	0.793961462601
German	4097333	manual_output_funchead_RANDOM	0.859233709332	0.6270239664344294	0.839097604176
Arabic	3738591	manual_output_funchead_RANDOM	0.804770516538	0.872869960491811	0.775760040236
Turkish	1421943	manual_output_funchead_RANDOM	0.535199217795	2.0164494894698093	0.468345147886
Croatian	6433428	manual_output_funchead_RANDOM	0.770064236514	0.9861185222428221	0.727110904729
Russian	1654583	manual_output_funchead_RANDOM	0.815478901032	0.8109662005838695	0.779798497268
Italian	6009863	manual_output_funchead_RANDOM	0.872871434653	0.6181947915299795	0.842645806726
Gothic	8945601	manual_output_funchead_RANDOM	0.800375716828	0.9436603019259677	0.744710302551
Portuguese	4161536	manual_output_funchead_RANDOM	0.880767070529	0.5182812265214229	0.853111877825
Danish	604444	manual_output_funchead_RANDOM	0.793030269184	0.8969374537321492	0.759857031163
Telugu	214896	manual_output_funchead_RANDOM	0.78612716763	1.208301180359945	0.724470134875
Irish	8959913	manual_output_funchead_RANDOM	0.4429902628	3.0579733492603927	0.369280703591
Hebrew	7767975	manual_output_funchead_RANDOM	0.814675260288	0.8566125382984636	0.787010411502
Japanese	3792904	manual_output_funchead_RANDOM	0.845747236905	0.5684196951582935	0.837193656896
Slovak	7617770	manual_output_funchead_RANDOM	0.783560356975	0.8834586359291023	0.763926726163
Romanian	7801873	manual_output_funchead_RANDOM	0.781344639612	1.0233096575639122	0.736388720641
Greek	4359966	manual_output_funchead_RANDOM	0.800935772012	0.8865081586770837	0.778285835815
Slovak	9374684	manual_output_funchead_RANDOM	0.802536402067	0.8630051546446199	0.780554250822
Galician	8452358	manual_output_funchead_RANDOM	0.74701408528	1.270358427886479	0.710853628401
Persian	3180425	manual_output_funchead_RANDOM	0.810737976783	0.8074165781503755	0.778606965174
Ukrainian	8375462	manual_output_funchead_RANDOM	0.693583015267	1.30802506088983	0.64635019084
Latin	8369834	manual_output_funchead_RANDOM	0.779973870222	1.1456067709901865	0.713912431744
Tamil	3433166	manual_output_funchead_RANDOM	0.567084078712	2.2692378629298884	0.491949910555
Basque	9026455	manual_output_funchead_RANDOM	0.769504612916	1.0477688468983744	0.725932611312
Catalan	3272188	manual_output_funchead_RANDOM	0.884115707669	0.5191086708168209	0.865001177486
Telugu	3591418	manual_output_funchead_RANDOM	0.838150289017	1.0444856282603534	0.736030828516
Danish	1469568	manual_output_funchead_RANDOM	0.774488998101	0.9652260209972681	0.745783536245
Galician	671385	manual_output_funchead_RANDOM	0.775404299717	1.1732755228609084	0.734933142967
Ukrainian	6928366	manual_output_funchead_RANDOM	0.704198473282	1.3214823912459475	0.658993320611
Slovenian	2400203	manual_output_funchead_RANDOM	0.793296859914	0.9427362201934649	0.766309594961
Coptic	294567	manual_output_funchead_RANDOM	0.766934557979	1.1265752290885567	0.733639494834
French	7590584	manual_output_funchead_RANDOM	0.893644634046	0.4917870198265806	0.872944078947
Indonesian	5279689	manual_output_funchead_RANDOM	0.703710662283	1.3296357529775924	0.671113198685
Hungarian	7906427	manual_output_funchead_RANDOM	0.674952390498	1.489510905399726	0.631552570913
Hungarian	2312178	manual_output_funchead_RANDOM	0.684574521399	1.5918059326597047	0.612107848051
Telugu	6722645	manual_output_funchead_RANDOM	0.816955684008	1.0516885378916598	0.736030828516
Estonian	7870040	manual_output_funchead_RANDOM	0.74865082099	1.0920920114263162	0.710873808704
Portuguese	7383574	manual_output_funchead_RANDOM	0.880499612185	0.5091574802744044	0.860654203108
Danish	3909061	manual_output_funchead_RANDOM	0.772143415615	0.8882035517258496	0.755724338211
Korean	4226165	manual_output_funchead_RANDOM	0.667123872226	1.4286880575645495	0.599183126067
Estonian	5270640	manual_output_funchead_RANDOM	0.759444253072	1.017141804833105	0.715237111035
Tamil	2525220	manual_output_funchead_RANDOM	0.525939177102	2.4320868021260433	0.444543828265
Greek	5262629	manual_output_funchead_RANDOM	0.81890684815	0.8260516410480404	0.797320289239
Chinese	2859078	manual_output_funchead_RANDOM	0.715426997245	1.1995060658104602	0.682277318641
Latvian	4504611	manual_output_funchead_RANDOM	0.711230441626	1.4248755184790236	0.656605869827
Finnish	6431782	manual_output_funchead_RANDOM	0.774544707654	0.9852042149558029	0.723812132001
Arabic	2023383	manual_output_funchead_RANDOM	0.817237209601	0.8474505747023727	0.786225641794
Telugu	7360002	manual_output_funchead_RANDOM	0.838150289017	1.2264217797501697	0.676300578035
Irish	601315753	manual_output_funchead_RANDOM	0.401528635745	3.1866643867896074	0.351586221338
Coptic	1266165	manual_output_funchead_RANDOM	0.792192881745	0.9532932986074419	0.769230769231
Ukrainian	7412692	manual_output_funchead_RANDOM	0.688096374046	1.3073065410161975	0.641102099237
Galician	9077	manual_output_funchead_RANDOM	0.725213475742	1.3045040537696253	0.694736553088
Old_Church_Slavonic	3516001	manual_output_funchead_RANDOM	0.811683168317	0.9597742045633864	0.752871287129
Latin	4331579	manual_output_funchead_RANDOM	0.73129878396	1.2348343009928924	0.682891695421
Japanese	1441803	manual_output_funchead_RANDOM	0.90350792888	0.425436194254652	0.889283998078
Chinese	5466874	manual_output_funchead_RANDOM	0.740404040404	1.1620154039481017	0.690449954086
Bulgarian	3755973	manual_output_funchead_RANDOM	0.884245535392	0.5276082024321915	0.855686501338
Korean	9579769	manual_output_funchead_RANDOM	0.679102657888	1.3567265581972743	0.619879297732
Marathi	6144808	manual_output_funchead_RANDOM	0.637426900585	2.1340615428679173	0.514619883041
Latvian	6868371	manual_output_funchead_RANDOM	0.705027312286	1.4996097528783274	0.627719655587
Irish	2000687	manual_output_funchead_RANDOM	0.503612187206	2.947835898975991	0.418385509371
Catalan	6910916	manual_output_funchead_RANDOM	0.875421932648	0.5699391058494883	0.851636706178
Indonesian	7469332	manual_output_funchead_RANDOM	0.713762329732	1.3052687199253497	0.689525598873
Vietnamese	4623228	manual_output_funchead_RANDOM	0.623339754639	1.6641915223787755	0.552874378992
Estonian	8384977	manual_output_funchead_RANDOM	0.753014123321	1.1217605414959577	0.681823401079
Italian	4629945	manual_output_funchead_RANDOM	0.844508301405	0.6709569667110346	0.824765857812
Romanian	8539039	manual_output_funchead_RANDOM	0.786257487045	0.9853784150162362	0.752607847096
Tamil	1962296	manual_output_funchead_RANDOM	0.627906976744	2.1758896131634926	0.52862254025
Spanish	8835445	manual_output_funchead_RANDOM	0.887059685652	0.5274531121123611	0.868512154445
Chinese	3267783	manual_output_funchead_RANDOM	0.690082644628	1.3489023745662034	0.640220385675
Indonesian	8332400	manual_output_funchead_RANDOM	0.711131986848	1.318510374344252	0.673649600752
Lithuanian	4215553	manual_output_funchead_RANDOM	0.493771234428	3.1220107915582367	0.386183465459
Latvian	4600986	manual_output_funchead_RANDOM	0.674474585687	1.589561924295573	0.609758355708
Marathi	6045903	manual_output_funchead_RANDOM	0.637426900585	2.4598332287972435	0.485380116959
Arabic	10024	manual_output_funchead_RANDOM	0.767819880363	1.0010661764897997	0.731500604608
Persian	7872290	manual_output_funchead_RANDOM	0.810599778883	0.7949254298865828	0.79553620785
Marathi	233722	manual_output_funchead_RANDOM	0.593567251462	2.332058097883972	0.459064327485
Indonesian	3069481	manual_output_funchead_RANDOM	0.686707374354	1.3755028363850936	0.657116016909
Swedish	4919893	manual_output_funchead_RANDOM	0.819743035237	0.893624481210392	0.783784929822
Estonian	3234863	manual_output_funchead_RANDOM	0.776667814904	1.0332999325367322	0.723389596969
Vietnamese	7979724	manual_output_funchead_RANDOM	0.560985501369	1.7796855852254128	0.532191016932
Chinese	3135880	manual_output_funchead_RANDOM	0.705785123967	1.2436326554765167	0.677685950413
Irish	198042346	manual_output_funchead_RANDOM	0.465291592503	2.93705279035052	0.396712386138
Serbian	436963	manual_output_funchead_RANDOM	0.770878186969	1.0178737711028405	0.742776203966
Russian	4953955	manual_output_funchead_RANDOM	0.801960003036	0.8648147335643278	0.763443002429
Catalan	8673048	manual_output_funchead_RANDOM	0.864176936965	0.5925496328857218	0.847338880603
Finnish	4028077	manual_output_funchead_RANDOM	0.748767629741	1.0202046371838271	0.702827605094
Tamil	9723700	manual_output_funchead_RANDOM	0.532200357782	2.2024887098609227	0.475849731664
Swedish	4399820	manual_output_funchead_RANDOM	0.798965356401	0.9272009922904791	0.760208624857
Latin	7858272	manual_output_funchead_RANDOM	0.770560450236	1.136117462666445	0.722186861412
Persian	5082736	manual_output_funchead_RANDOM	0.849295190713	0.7664486755976827	0.811498065229
Irish	9849996	manual_output_funchead_RANDOM	0.467176211915	3.1012489177359175	0.405402575647
Ancient_Greek	9765128	manual_output_funchead_RANDOM	0.776864444777	1.0383531766931247	0.728291735167
Belarusian	2522456	manual_output_funchead_RANDOM	0.593406593407	2.3035205484746575	0.515698587127
Greek	1018939	manual_output_funchead_RANDOM	0.81582305402	0.8631867104796641	0.791152700978
Old_Church_Slavonic	983555	manual_output_funchead_RANDOM	0.798811881188	0.9643939303289546	0.752376237624
Turkish	2612262	manual_output_funchead_RANDOM	0.519432901491	2.1354028221754304	0.425079442679
Korean	3872515	manual_output_funchead_RANDOM	0.671055840039	1.3793197804923407	0.620214581809
Croatian	3758835	manual_output_funchead_RANDOM	0.729355313056	1.1171640665499236	0.701958052782
Hebrew	1294564	manual_output_funchead_RANDOM	0.801388200297	0.920324812847964	0.778879524046
Arabic	2529055	manual_output_funchead_RANDOM	0.804642104249	0.8881870114513875	0.767049406628
Urdu	6083217	manual_output_funchead_RANDOM	0.815148457769	0.8186719145236011	0.783006630153
English	750969	manual_output_funchead_RANDOM	0.841248166692	0.7377742049934976	0.808703787994
Russian	119122	manual_output_funchead_RANDOM	0.806134259259	0.832744603316143	0.779305176078
Ukrainian	8863917	manual_output_funchead_RANDOM	0.708134541985	1.254899134045424	0.672709923664
Czech	4040036	manual_output_funchead_RANDOM	0.859472149368	0.5714142536529991	0.840678857241
French	8462168	manual_output_funchead_RANDOM	0.88818359375	0.511506688556964	0.868048416941
Dutch	8115492	manual_output_funchead_RANDOM	0.859361924686	0.6615675373431529	0.835721757322
Basque	3564781	manual_output_funchead_RANDOM	0.781187324509	1.082844596363625	0.713247091857
Russian	4674823	manual_output_funchead_RANDOM	0.799199301761	0.877443703866898	0.766289086217
Polish	3421878	manual_output_funchead_RANDOM	0.816055846422	0.6539008599370632	0.799418266434
Greek	2088069	manual_output_funchead_RANDOM	0.791152700978	0.886671709968708	0.774670353041
Hebrew	8163176	manual_output_funchead_RANDOM	0.809122459098	0.888174776411553	0.771839365394
Romanian	5880437	manual_output_funchead_RANDOM	0.802005518541	0.9207094694757952	0.763779527559
Swedish	3504455	manual_output_funchead_RANDOM	0.792520035619	0.9642593364034583	0.754865793156
Swedish	1289001	manual_output_funchead_RANDOM	0.811728787686	0.8990890435153825	0.777975660433
Slovenian	8183389	manual_output_funchead_RANDOM	0.767918716381	1.0510419185646847	0.726403383752
Irish	4443173	manual_output_funchead_RANDOM	0.41377866192	3.116027096231225	0.341849021045
Ancient_Greek	3220102	manual_output_funchead_RANDOM	0.786788222986	1.053989742245086	0.733522642355
Telugu	8802510	manual_output_funchead_RANDOM	0.826589595376	1.191009449820987	0.655105973025
Spanish	1647382	manual_output_funchead_RANDOM	0.857722241876	0.6262400178946879	0.836357204225
Hungarian	5399698	manual_output_funchead_RANDOM	0.682068758144	1.4778374014964644	0.639871704921
Romanian	2108238	manual_output_funchead_RANDOM	0.810485227808	0.9154739605882253	0.779864055455
Bulgarian	5183226	manual_output_funchead_RANDOM	0.852143735088	0.5918816763997362	0.828935001085
Japanese	2491061	manual_output_funchead_RANDOM	0.869581931764	0.5043527963183236	0.850840941855
Afrikaans	8369645	manual_output_funchead_RANDOM	0.754367720466	1.0911608761340728	0.737104825291
Russian	4509905	manual_output_funchead_RANDOM	0.796647313297	0.8570345297904485	0.771155889496
