Language	Model	Type	UAS	Pars	LAS
Latin	5893160314	manual_output_funchead_langmod_coarse_best_balanced	0.791196274832	1.2610504836565861	0.661820374527
Serbian	6540054	manual_output_funchead_RANDOM	0.743909348442	1.163757677186312	0.683626062323
Portuguese	6231403	manual_output_funchead_RANDOM	0.848484848485	0.692171996865531	0.802588996764
Norwegian	1583012	manual_output_funchead_RANDOM	0.823365542272	0.7970942029942291	0.79246724717
Indonesian	1550386	manual_output_funchead_RANDOM	0.698449976515	1.3409622705503492	0.662658525129
Ancient_Greek	6207048	manual_output_funchead_RANDOM	0.730354207144	1.2406469453843858	0.652787326259
Ancient_Greek	6909776	manual_output_funchead_RANDOM	0.745269765356	1.186134438948716	0.659183978479
Latin	1101535	manual_output_funchead_RANDOM	0.741583196543	1.3924227258930741	0.626076178352
Hebrew	9010571	manual_output_funchead_RANDOM	0.818046603867	0.8958845420585863	0.770649479425
Basque	1798476	manual_output_funchead_RANDOM	0.719263939029	1.2229370172906964	0.648215002006
Gothic	4165603	manual_output_funchead_RANDOM	0.752521257663	1.204300593688645	0.664623294443
Catalan	650252	manual_output_funchead_RANDOM	0.830245702174	0.6756427776171092	0.811543292252
Italian	8560492	manual_output_funchead_RANDOM	0.824180502341	0.7742052476523265	0.787409535973
Latvian	6872334	manual_output_funchead_RANDOM	0.644107027127	1.7145837324657391	0.558651976669
Arabic	8932075	manual_output_funchead_RANDOM	0.721045704074	1.1800672733085553	0.688739312352
Gothic	3566582	manual_output_funchead_RANDOM	0.739865532925	1.2103032716206465	0.655428119438
Arabic	1046153	manual_output_funchead_RANDOM	0.734967736412	1.1324215778770104	0.699001594453
Ancient_Greek	3647766	manual_output_funchead_RANDOM	0.760394559857	1.112366338995536	0.688895531311
Marathi	6035819	manual_output_funchead_RANDOM	0.69298245614	1.6834665460196154	0.570175438596
Persian	2599790	manual_output_funchead_RANDOM	0.723811498065	1.0463442652511492	0.696310116086
Polish	4813059	manual_output_funchead_RANDOM	0.829784758581	0.6443834694268191	0.801047120419
Telugu	240743	manual_output_funchead_RANDOM	0.843930635838	1.0361710485925104	0.71676300578
Galician	880883	manual_output_funchead_RANDOM	0.718788610966	1.3042021978333833	0.680678729305
Afrikaans	986758	manual_output_funchead_RANDOM	0.781405990017	0.9338249127301519	0.756447587354
Irish	2500188	manual_output_funchead_RANDOM	0.508009632499	2.4873996482396197	0.427389802115
Estonian	9496546	manual_output_funchead_RANDOM	0.74865082099	1.1007191838681842	0.676082213802
Portuguese	2593069	manual_output_funchead_RANDOM	0.833373452085	0.7205425176933197	0.799539971649
Serbian	6275325	manual_output_funchead_RANDOM	0.757960339943	1.1497097534363399	0.706288951841
Latvian	4071286	manual_output_funchead_RANDOM	0.670400888807	1.5342663086053343	0.597815017128
Polish	7814312	manual_output_funchead_RANDOM	0.826294357184	0.6562920061983016	0.798138452589
Chinese	9941860	manual_output_funchead_RANDOM	0.620936639118	1.6301774206678181	0.564279155188
Belarusian	9855562	manual_output_funchead_RANDOM	0.580847723705	1.957569790036188	0.53453689168
Swedish	8596854	manual_output_funchead_RANDOM	0.773141669847	1.0387901341411412	0.733452062927
German	3332467	manual_output_funchead_RANDOM	0.845250302974	0.6622771760607695	0.814020695441
Afrikaans	5858407	manual_output_funchead_RANDOM	0.817179700499	0.8810580724388509	0.782445923461
Bulgarian	9053822	manual_output_funchead_RANDOM	0.851131516159	0.5910047669617906	0.820475742896
Bulgarian	6159828	manual_output_funchead_RANDOM	0.83551442412	0.6580339396495931	0.803846431928
Indonesian	4347028	manual_output_funchead_RANDOM	0.708877407233	1.2650008054225308	0.683231564115
Hindi	8238226	manual_output_funchead_RANDOM	0.793471972719	0.7773639326775346	0.752336875438
Persian	1804651	manual_output_funchead_RANDOM	0.755389718076	0.9743654543751178	0.728302929795
Persian	1308028	manual_output_funchead_RANDOM	0.67281647319	1.1840667847508946	0.647526257601
Norwegian	5688226	manual_output_funchead_RANDOM	0.832280042662	0.807431332359368	0.792674190929
Arabic	5432375	manual_output_funchead_RANDOM	0.629979989085	1.428741067244506	0.595972134533
Romanian	4865017	manual_output_funchead_RANDOM	0.71734302443	1.2531608893240884	0.667608856585
Latin	222926	manual_output_funchead_RANDOM	0.704968007772	1.451368337444139	0.612843790828
Croatian	7402429	manual_output_funchead_RANDOM	0.708923457937	1.209639326502559	0.6606299822
Basque	5133517	manual_output_funchead_RANDOM	0.714651022864	1.2585957211827448	0.633824709186
Serbian	8246536	manual_output_funchead_RANDOM	0.724079320113	1.2297923274756153	0.667875354108
Vietnamese	557265	manual_output_funchead_RANDOM	0.590591098043	1.6704703379049632	0.533509074318
Galician	6975120	manual_output_funchead_RANDOM	0.728014057824	1.268346516102334	0.690453309904
Swedish	8005853	manual_output_funchead_RANDOM	0.780180638596	1.0155869786853995	0.73586905822
Swedish	2352668	manual_output_funchead_RANDOM	0.779078149514	0.9975126935432508	0.741296696773
Irish	988178492	manual_output_funchead_RANDOM	0.413464558685	2.961840014696845	0.347712281436
Hebrew	378197	manual_output_funchead_RANDOM	0.761229548835	1.0493430992134976	0.705701536936
Ukrainian	8433366	manual_output_funchead_RANDOM	0.712428435115	1.1925525173601759	0.687261450382
German	1517665	manual_output_funchead_RANDOM	0.824088748019	0.7693708613077326	0.786986109816
Greek	727978	manual_output_funchead_RANDOM	0.774457677584	0.9710233059399993	0.745640153126
Irish	31142791	manual_output_funchead_RANDOM	0.470212543189	2.6375457417489394	0.428541513978
Gothic	7700882	manual_output_funchead_RANDOM	0.745699031046	1.2039847602621707	0.656219102235
Hungarian	6423369	manual_output_funchead_RANDOM	0.680966222311	1.3680309326433402	0.644482309311
Irish	620020926	manual_output_funchead_RANDOM	0.470003141032	2.639124883280888	0.424667574076
Afrikaans	5099457	manual_output_funchead_RANDOM	0.798460898502	0.9087010839219498	0.774126455907
English	37277	manual_output_funchead_RANDOM	0.788802913063	0.9169699220256307	0.746017296313
Arabic	9293143	manual_output_funchead_RANDOM	0.637973654079	1.4014242069169678	0.606790869886
French	7646094	manual_output_funchead_RANDOM	0.840499074836	0.6726710087666441	0.818050986842
Czech	4085254	manual_output_funchead_RANDOM	0.809688877477	0.7990645071812693	0.768868184069
Belarusian	3886159	manual_output_funchead_RANDOM	0.593406593407	2.0372252688864525	0.558869701727
Urdu	7516619	manual_output_funchead_RANDOM	0.753387143269	1.0021176422216185	0.719515710579
Old_Church_Slavonic	8517884	manual_output_funchead_RANDOM	0.739702970297	1.1356283053195122	0.672178217822
Hungarian	225670	manual_output_funchead_RANDOM	0.688683973138	1.3621287588677928	0.64398115666
Belarusian	3533155	manual_output_funchead_RANDOM	0.548665620094	1.9932742635346656	0.509419152276
Polish	5614060	manual_output_funchead_RANDOM	0.868993600931	0.623003917825021	0.808609656777
Japanese	8416264	manual_output_funchead_RANDOM	0.723690533397	1.008187648208596	0.676982220086
Spanish	9679847	manual_output_funchead_RANDOM	0.817304290696	0.7916173854513404	0.785679991914
Norwegian	1459695	manual_output_funchead_RANDOM	0.845524443242	0.7689219467252592	0.806045941515
Arabic	1640369	manual_output_funchead_RANDOM	0.677481835012	1.2824254485811728	0.637278087513
Japanese	9439753	manual_output_funchead_RANDOM	0.792888034599	0.8702343325498069	0.738971648246
Hebrew	1441211	manual_output_funchead_RANDOM	0.800198314328	0.9694959776674572	0.734258800198
Persian	5423613	manual_output_funchead_RANDOM	0.765132669983	0.9390705130652475	0.744748479823
Swedish	5928472	manual_output_funchead_RANDOM	0.772632828733	1.089120702384027	0.71568502735
Portuguese	6141669	manual_output_funchead_RANDOM	0.841932119072	0.6579240417565917	0.819786568242
Latvian	2611045	manual_output_funchead_RANDOM	0.677992778446	1.606125796738515	0.570317563189
Croatian	4844745	manual_output_funchead_RANDOM	0.718675025153	1.1398633014822732	0.687485488739
Tamil	5382477	manual_output_funchead_RANDOM	0.603756708408	1.92058519301986	0.533094812165
Hebrew	3140882	manual_output_funchead_RANDOM	0.774417451661	1.052625954866291	0.71908775409
Bulgarian	7768185	manual_output_funchead_RANDOM	0.865085677102	0.5914398718704225	0.81563155231
