"","Language","Model","Type","Surprisal","UAS","Pars","SurprisalGround","ParsGround","EffGround"
"1","Afrikaans","1069531_nondet","manual_output_funchead_RANDOM_nondet",6.72135856858287,0.732737104825,1.23261708184804,6.34065053164768,1.00502424628881,6.71160972477173
"2","Afrikaans","1082594_nondet","manual_output_funchead_RANDOM_nondet",6.87841764917731,0.725873544093,1.19721438523735,6.34065053164768,1.00502424628881,6.71160972477173
"3","Afrikaans","1095608_nondet","manual_output_funchead_RANDOM_nondet",6.87040700510886,0.715058236273,1.29044622445662,6.34065053164768,1.00502424628881,6.71160972477173
"4","Afrikaans","1120050_nondet","manual_output_funchead_RANDOM_nondet",6.61318170268558,0.712770382696,1.26323029711322,6.34065053164768,1.00502424628881,6.71160972477173
"5","Afrikaans","1185089_nondet","manual_output_funchead_RANDOM_nondet",6.77403662475845,0.716722129784,1.24179219331797,6.34065053164768,1.00502424628881,6.71160972477173
"6","Afrikaans","1246831_nondet","manual_output_funchead_RANDOM_nondet",6.77096479847678,0.734816971714,1.19732080139654,6.34065053164768,1.00502424628881,6.71160972477173
"7","Afrikaans","1253453_nondet","manual_output_funchead_RANDOM_nondet",6.82363798583676,0.723169717138,1.21686875031712,6.34065053164768,1.00502424628881,6.71160972477173
"8","Afrikaans","136446_nondet","manual_output_funchead_RANDOM_nondet",6.84656615222958,0.746256239601,1.19873723452182,6.34065053164768,1.00502424628881,6.71160972477173
"9","Afrikaans","1706438_nondet","manual_output_funchead_RANDOM_nondet",6.71274332287621,0.735024958403,1.2373281444567,6.34065053164768,1.00502424628881,6.71160972477173
"10","Afrikaans","2434181_nondet","manual_output_funchead_RANDOM_nondet",6.83532382582891,0.72462562396,1.25169508895541,6.34065053164768,1.00502424628881,6.71160972477173
"11","Afrikaans","2527064_nondet","manual_output_funchead_RANDOM_nondet",6.67888669240014,0.707986688852,1.27630365797367,6.34065053164768,1.00502424628881,6.71160972477173
"12","Afrikaans","2691885_nondet","manual_output_funchead_RANDOM_nondet",6.88856800265626,0.709234608985,1.26593714208651,6.34065053164768,1.00502424628881,6.71160972477173
"13","Afrikaans","3132100_nondet","manual_output_funchead_RANDOM_nondet",6.80663148257039,0.728161397671,1.26452701232596,6.34065053164768,1.00502424628881,6.71160972477173
"14","Afrikaans","3133633_nondet","manual_output_funchead_RANDOM_nondet",6.63204708488786,0.751039933444,1.14840507065992,6.34065053164768,1.00502424628881,6.71160972477173
"15","Afrikaans","361569_nondet","manual_output_funchead_RANDOM_nondet",6.61725365937646,0.722961730449,1.29799026543408,6.34065053164768,1.00502424628881,6.71160972477173
"16","Afrikaans","3679528_nondet","manual_output_funchead_RANDOM_nondet",6.88535082094683,0.738144758735,1.20677672284415,6.34065053164768,1.00502424628881,6.71160972477173
"17","Afrikaans","371439_nondet","manual_output_funchead_RANDOM_nondet",6.60971847210983,0.715682196339,1.33448909552839,6.34065053164768,1.00502424628881,6.71160972477173
"18","Afrikaans","3729822_nondet","manual_output_funchead_RANDOM_nondet",7.11982580359733,0.716306156406,1.20526358847213,6.34065053164768,1.00502424628881,6.71160972477173
"19","Afrikaans","3742980_nondet","manual_output_funchead_RANDOM_nondet",6.64293924022146,0.715682196339,1.24583127826899,6.34065053164768,1.00502424628881,6.71160972477173
"20","Afrikaans","3958396_nondet","manual_output_funchead_RANDOM_nondet",6.70299184856894,0.6903078203,1.30781331519517,6.34065053164768,1.00502424628881,6.71160972477173
"21","Afrikaans","4329895_nondet","manual_output_funchead_RANDOM_nondet",6.78743875210256,0.73003327787,1.23971673999967,6.34065053164768,1.00502424628881,6.71160972477173
"22","Afrikaans","4361425_nondet","manual_output_funchead_RANDOM_nondet",6.76041679889769,0.71381031614,1.27586087217545,6.34065053164768,1.00502424628881,6.71160972477173
"23","Afrikaans","4372443_nondet","manual_output_funchead_RANDOM_nondet",6.71576343352253,0.706738768719,1.36719256708904,6.34065053164768,1.00502424628881,6.71160972477173
"24","Afrikaans","4448951_nondet","manual_output_funchead_RANDOM_nondet",6.74612012162361,0.692179700499,1.34025553925065,6.34065053164768,1.00502424628881,6.71160972477173
"25","Afrikaans","4910676_nondet","manual_output_funchead_RANDOM_nondet",6.73301934800165,0.727953410982,1.26145880105293,6.34065053164768,1.00502424628881,6.71160972477173
"26","Afrikaans","5062984_nondet","manual_output_funchead_RANDOM_nondet",6.75546559307025,0.742304492512,1.18992538896456,6.34065053164768,1.00502424628881,6.71160972477173
"27","Afrikaans","5099457_nondet","manual_output_funchead_RANDOM_nondet",6.68017444958268,0.735024958403,1.18760665001568,6.34065053164768,1.00502424628881,6.71160972477173
"28","Afrikaans","5109039_nondet","manual_output_funchead_RANDOM_nondet",6.87946313547303,0.686980033278,1.37965857050383,6.34065053164768,1.00502424628881,6.71160972477173
"29","Afrikaans","528344_nondet","manual_output_funchead_RANDOM_nondet",6.60083682273086,0.723169717138,1.21348657604065,6.34065053164768,1.00502424628881,6.71160972477173
"30","Afrikaans","5508516_nondet","manual_output_funchead_RANDOM_nondet",6.90172992189648,0.732737104825,1.19394843823303,6.34065053164768,1.00502424628881,6.71160972477173
"31","Afrikaans","5750220_nondet","manual_output_funchead_RANDOM_nondet",6.70243667469966,0.714226289517,1.28856006482873,6.34065053164768,1.00502424628881,6.71160972477173
"32","Afrikaans","5763978_nondet","manual_output_funchead_RANDOM_nondet",6.82605200299445,0.735648918469,1.15397553024395,6.34065053164768,1.00502424628881,6.71160972477173
"33","Afrikaans","5858407_nondet","manual_output_funchead_RANDOM_nondet",6.65252322956995,0.749168053245,1.15844280549175,6.34065053164768,1.00502424628881,6.71160972477173
"34","Afrikaans","6256931_nondet","manual_output_funchead_RANDOM_nondet",6.92515820172219,0.72275374376,1.24059466504416,6.34065053164768,1.00502424628881,6.71160972477173
"35","Afrikaans","7312334_nondet","manual_output_funchead_RANDOM_nondet",6.60470708345621,0.707154742097,1.35257084179242,6.34065053164768,1.00502424628881,6.71160972477173
"36","Afrikaans","7455212_nondet","manual_output_funchead_RANDOM_nondet",6.64454205454291,0.722961730449,1.24380303703608,6.34065053164768,1.00502424628881,6.71160972477173
"37","Afrikaans","7910984_nondet","manual_output_funchead_RANDOM_nondet",6.7146644780161,0.722129783694,1.22476046955129,6.34065053164768,1.00502424628881,6.71160972477173
"38","Afrikaans","8004203_nondet","manual_output_funchead_RANDOM_nondet",6.78826019204629,0.715890183028,1.26010932199372,6.34065053164768,1.00502424628881,6.71160972477173
"39","Afrikaans","8017977_nondet","manual_output_funchead_RANDOM_nondet",6.8474446027521,0.764767054908,1.13667743312142,6.34065053164768,1.00502424628881,6.71160972477173
"40","Afrikaans","8267837_nondet","manual_output_funchead_RANDOM_nondet",6.66929274838265,0.709650582363,1.29079269133074,6.34065053164768,1.00502424628881,6.71160972477173
"41","Afrikaans","8369645_nondet","manual_output_funchead_RANDOM_nondet",6.75535818158764,0.707986688852,1.27961305125978,6.34065053164768,1.00502424628881,6.71160972477173
"42","Afrikaans","8438804_nondet","manual_output_funchead_RANDOM_nondet",6.79805998257141,0.703202995008,1.29512099269623,6.34065053164768,1.00502424628881,6.71160972477173
"43","Afrikaans","8495320_nondet","manual_output_funchead_RANDOM_nondet",6.62838939073924,0.733985024958,1.23142553625408,6.34065053164768,1.00502424628881,6.71160972477173
"44","Afrikaans","9180557_nondet","manual_output_funchead_RANDOM_nondet",6.62381941461093,0.704866888519,1.32905594089662,6.34065053164768,1.00502424628881,6.71160972477173
"45","Afrikaans","9311446_nondet","manual_output_funchead_RANDOM_nondet",6.65879057536501,0.680532445923,1.4128993612756,6.34065053164768,1.00502424628881,6.71160972477173
"46","Afrikaans","9425921_nondet","manual_output_funchead_RANDOM_nondet",6.78647796118885,0.711730449251,1.31044363291212,6.34065053164768,1.00502424628881,6.71160972477173
"47","Afrikaans","9473101_nondet","manual_output_funchead_RANDOM_nondet",6.65351322339228,0.686356073211,1.33383064986069,6.34065053164768,1.00502424628881,6.71160972477173
"48","Afrikaans","9505671_nondet","manual_output_funchead_RANDOM_nondet",6.68434887588125,0.724001663894,1.26195574786124,6.34065053164768,1.00502424628881,6.71160972477173
"49","Afrikaans","9615405_nondet","manual_output_funchead_RANDOM_nondet",6.89884360237227,0.73918469218,1.16827932233223,6.34065053164768,1.00502424628881,6.71160972477173
"50","Afrikaans","9682095_nondet","manual_output_funchead_RANDOM_nondet",6.7260631683401,0.73003327787,1.24795074297267,6.34065053164768,1.00502424628881,6.71160972477173
"51","Afrikaans","986758_nondet","manual_output_funchead_RANDOM_nondet",6.79483118664006,0.702787021631,1.35107123375732,6.34065053164768,1.00502424628881,6.71160972477173
"52","Afrikaans","9883558_nondet","manual_output_funchead_RANDOM_nondet",6.68210979956423,0.724833610649,1.20458704515821,6.34065053164768,1.00502424628881,6.71160972477173
"53","Afrikaans","9899799_nondet","manual_output_funchead_RANDOM_nondet",6.7254793716385,0.721713810316,1.21155748401029,6.34065053164768,1.00502424628881,6.71160972477173
"54","Afrikaans","9950877_nondet","manual_output_funchead_RANDOM_nondet",6.73491202212395,0.754159733777,1.14752146269438,6.34065053164768,1.00502424628881,6.71160972477173
"55","Ancient_Greek","1063796_nondet","manual_output_funchead_RANDOM_nondet",7.59425764678944,0.64101031236,1.7129583344084,7.34541315224909,1.71624827158325,8.32712010860743
"56","Ancient_Greek","1844718_nondet","manual_output_funchead_RANDOM_nondet",7.57219896967548,0.66958601106,1.60276384957969,7.34541315224909,1.71624827158325,8.32712010860743
"57","Ancient_Greek","1931146_nondet","manual_output_funchead_RANDOM_nondet",7.60899301649663,0.637154386489,1.71632520683926,7.34541315224909,1.71624827158325,8.32712010860743
"58","Ancient_Greek","2039748_nondet","manual_output_funchead_RANDOM_nondet",7.68180046585056,0.62621431774,1.72224801379529,7.34541315224909,1.71624827158325,8.32712010860743
"59","Ancient_Greek","2076645_nondet","manual_output_funchead_RANDOM_nondet",7.55836951894507,0.666567030339,1.63249472241964,7.34541315224909,1.71624827158325,8.32712010860743
"60","Ancient_Greek","2456213_nondet","manual_output_funchead_RANDOM_nondet",7.5364367182854,0.656224779555,1.62939452627567,7.34541315224909,1.71624827158325,8.32712010860743
"61","Ancient_Greek","2825953_nondet","manual_output_funchead_RANDOM_nondet",7.564398050394,0.638529367808,1.69048390409156,7.34541315224909,1.71624827158325,8.32712010860743
"62","Ancient_Greek","288647_nondet","manual_output_funchead_RANDOM_nondet",7.62765385066753,0.655866088776,1.63235721147002,7.34541315224909,1.71624827158325,8.32712010860743
"63","Ancient_Greek","3091780_nondet","manual_output_funchead_RANDOM_nondet",7.56152301566271,0.678852189508,1.57740577061496,7.34541315224909,1.71624827158325,8.32712010860743
"64","Ancient_Greek","3144874_nondet","manual_output_funchead_RANDOM_nondet",7.61545867751578,0.624630100135,1.75163352138489,7.34541315224909,1.71624827158325,8.32712010860743
"65","Ancient_Greek","3182108_nondet","manual_output_funchead_RANDOM_nondet",7.61665354972043,0.647347182783,1.68872359048766,7.34541315224909,1.71624827158325,8.32712010860743
"66","Ancient_Greek","3220102_nondet","manual_output_funchead_RANDOM_nondet",7.76690098986582,0.630817516066,1.74103380414763,7.34541315224909,1.71624827158325,8.32712010860743
"67","Ancient_Greek","3246592_nondet","manual_output_funchead_RANDOM_nondet",7.53511039569405,0.671289792258,1.60453799281522,7.34541315224909,1.71624827158325,8.32712010860743
"68","Ancient_Greek","3315951_nondet","manual_output_funchead_RANDOM_nondet",7.6197911491754,0.660977432372,1.62839148074874,7.34541315224909,1.71624827158325,8.32712010860743
"69","Ancient_Greek","3394585_nondet","manual_output_funchead_RANDOM_nondet",7.53193371048376,0.652548199073,1.6624771729978,7.34541315224909,1.71624827158325,8.32712010860743
"70","Ancient_Greek","3433328_nondet","manual_output_funchead_RANDOM_nondet",7.53994842949037,0.631564788522,1.70269193543819,7.34541315224909,1.71624827158325,8.32712010860743
"71","Ancient_Greek","3526078_nondet","manual_output_funchead_RANDOM_nondet",7.57816369662336,0.644567329248,1.69972921364904,7.34541315224909,1.71624827158325,8.32712010860743
"72","Ancient_Greek","3647766_nondet","manual_output_funchead_RANDOM_nondet",7.55764524769327,0.653026453445,1.65332059173231,7.34541315224909,1.71624827158325,8.32712010860743
"73","Ancient_Greek","4125321_nondet","manual_output_funchead_RANDOM_nondet",7.55229752480117,0.626184426842,1.73195674142537,7.34541315224909,1.71624827158325,8.32712010860743
"74","Ancient_Greek","4246850_nondet","manual_output_funchead_RANDOM_nondet",7.55862777554623,0.657779106262,1.64427305296244,7.34541315224909,1.71624827158325,8.32712010860743
"75","Ancient_Greek","4540601_nondet","manual_output_funchead_RANDOM_nondet",7.58471707965534,0.641398894037,1.67865109755807,7.34541315224909,1.71624827158325,8.32712010860743
"76","Ancient_Greek","4582552_nondet","manual_output_funchead_RANDOM_nondet",7.57272266573905,0.662173068301,1.65944480520427,7.34541315224909,1.71624827158325,8.32712010860743
"77","Ancient_Greek","4696398_nondet","manual_output_funchead_RANDOM_nondet",7.56781923788781,0.632700642654,1.74268942412338,7.34541315224909,1.71624827158325,8.32712010860743
"78","Ancient_Greek","4833375_nondet","manual_output_funchead_RANDOM_nondet",7.52818064793719,0.635480496189,1.70725878855338,7.34541315224909,1.71624827158325,8.32712010860743
"79","Ancient_Greek","5028464_nondet","manual_output_funchead_RANDOM_nondet",7.56418568259984,0.626602899417,1.73320616911816,7.34541315224909,1.71624827158325,8.32712010860743
"80","Ancient_Greek","515705_nondet","manual_output_funchead_RANDOM_nondet",7.62850659962811,0.635839186968,1.7341781113932,7.34541315224909,1.71624827158325,8.32712010860743
"81","Ancient_Greek","5243666_nondet","manual_output_funchead_RANDOM_nondet",7.56080495792762,0.6353011508,1.71372561020766,7.34541315224909,1.71624827158325,8.32712010860743
"82","Ancient_Greek","5752770_nondet","manual_output_funchead_RANDOM_nondet",7.51046276475542,0.630189807204,1.74481587168383,7.34541315224909,1.71624827158325,8.32712010860743
"83","Ancient_Greek","6168342_nondet","manual_output_funchead_RANDOM_nondet",7.53718455191793,0.674219100284,1.60996170478665,7.34541315224909,1.71624827158325,8.32712010860743
"84","Ancient_Greek","6207048_nondet","manual_output_funchead_RANDOM_nondet",7.56219727932978,0.632341951876,1.69565491394119,7.34541315224909,1.71624827158325,8.32712010860743
"85","Ancient_Greek","6569190_nondet","manual_output_funchead_RANDOM_nondet",7.5494592945534,0.622597519055,1.72001076108083,7.34541315224909,1.71624827158325,8.32712010860743
"86","Ancient_Greek","6572613_nondet","manual_output_funchead_RANDOM_nondet",7.55077992373094,0.657958451651,1.64451606936064,7.34541315224909,1.71624827158325,8.32712010860743
"87","Ancient_Greek","663595_nondet","manual_output_funchead_RANDOM_nondet",7.54198647009704,0.629771334629,1.70600096080143,7.34541315224909,1.71624827158325,8.32712010860743
"88","Ancient_Greek","6773295_nondet","manual_output_funchead_RANDOM_nondet",7.69899529122759,0.665431176207,1.59661864915106,7.34541315224909,1.71624827158325,8.32712010860743
"89","Ancient_Greek","6909776_nondet","manual_output_funchead_RANDOM_nondet",7.57836855406968,0.637333731879,1.71320506490554,7.34541315224909,1.71624827158325,8.32712010860743
"90","Ancient_Greek","7307328_nondet","manual_output_funchead_RANDOM_nondet",7.56387749839055,0.660080705425,1.63151759851889,7.34541315224909,1.71624827158325,8.32712010860743
"91","Ancient_Greek","7327094_nondet","manual_output_funchead_RANDOM_nondet",7.55317636857412,0.636855477507,1.73103275344682,7.34541315224909,1.71624827158325,8.32712010860743
"92","Ancient_Greek","7412033_nondet","manual_output_funchead_RANDOM_nondet",7.6003221958345,0.627439844567,1.68654282572308,7.34541315224909,1.71624827158325,8.32712010860743
"93","Ancient_Greek","7540142_nondet","manual_output_funchead_RANDOM_nondet",7.56525754930018,0.679210880287,1.57265671167187,7.34541315224909,1.71624827158325,8.32712010860743
"94","Ancient_Greek","7921475_nondet","manual_output_funchead_RANDOM_nondet",7.53766554099017,0.65260798087,1.69299001613908,7.34541315224909,1.71624827158325,8.32712010860743
"95","Ancient_Greek","7980612_nondet","manual_output_funchead_RANDOM_nondet",7.63885695782834,0.608160215214,1.82938667215978,7.34541315224909,1.71624827158325,8.32712010860743
"96","Ancient_Greek","8050679_nondet","manual_output_funchead_RANDOM_nondet",7.59006337928217,0.638469586011,1.72700178347046,7.34541315224909,1.71624827158325,8.32712010860743
"97","Ancient_Greek","8052666_nondet","manual_output_funchead_RANDOM_nondet",7.57142473248656,0.64101031236,1.73563876586758,7.34541315224909,1.71624827158325,8.32712010860743
"98","Ancient_Greek","8077600_nondet","manual_output_funchead_RANDOM_nondet",7.62044862516234,0.660529068899,1.62453888023831,7.34541315224909,1.71624827158325,8.32712010860743
"99","Ancient_Greek","8208634_nondet","manual_output_funchead_RANDOM_nondet",7.60594796224503,0.661575250336,1.67002761427053,7.34541315224909,1.71624827158325,8.32712010860743
"100","Ancient_Greek","845425_nondet","manual_output_funchead_RANDOM_nondet",7.59468459179891,0.648632491406,1.65314298500628,7.34541315224909,1.71624827158325,8.32712010860743
"101","Ancient_Greek","8657852_nondet","manual_output_funchead_RANDOM_nondet",7.5880476164825,0.630937079659,1.71551126570752,7.34541315224909,1.71624827158325,8.32712010860743
"102","Ancient_Greek","8916365_nondet","manual_output_funchead_RANDOM_nondet",7.58514602299368,0.639097294874,1.68370089695568,7.34541315224909,1.71624827158325,8.32712010860743
"103","Ancient_Greek","916483_nondet","manual_output_funchead_RANDOM_nondet",7.58039240392175,0.628755044089,1.74226175333741,7.34541315224909,1.71624827158325,8.32712010860743
"104","Ancient_Greek","925566_nondet","manual_output_funchead_RANDOM_nondet",7.48965081265883,0.634105514871,1.71886295442035,7.34541315224909,1.71624827158325,8.32712010860743
"105","Ancient_Greek","9328376_nondet","manual_output_funchead_RANDOM_nondet",7.57728294181292,0.668420266029,1.61885971791398,7.34541315224909,1.71624827158325,8.32712010860743
"106","Ancient_Greek","9364325_nondet","manual_output_funchead_RANDOM_nondet",7.60454448169846,0.641398894037,1.6898234380626,7.34541315224909,1.71624827158325,8.32712010860743
