Language	FileName	ModelName	Counter	Model	Temperature	OriginalCounter	AverageLengthPerWord	AverageLengthPerSentence	OriginalLoss	Type
Indonesian	6413278	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	946117	Infinity	50550	2.4370816	42.5944071588	NA	manual_output_funchead_two_coarse_final
Bulgarian	8061028	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	4089252	Infinity	251110	2.59130656599	28.5349438202	NA	manual_output_funchead_two_coarse_final
Indonesian	8698176	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	6072063	Infinity	200550	2.36226728936	41.3026845638	NA	manual_output_funchead_two_coarse_final
Ancient_Greek	6227962	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	9483137	Infinity	152150	3.07076592242	34.7228723404	NA	manual_output_funchead_two_coarse_final
Marathi	1094228	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	727526	Infinity	100040	2.12255859375	11.7486486486	NA	manual_output_funchead_two_coarse_final
Slovak	9849549	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	6981540	Infinity	51060	2.56612615162	17.1128537736	NA	manual_output_funchead_two_coarse_final
Bulgarian	2529589	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	3814279	Infinity	251110	2.45961008472	27.0750561798	NA	manual_output_funchead_two_coarse_final
Finnish	5180816	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	5735086	Infinity	203230	2.58156714966	20.9877896285	NA	manual_output_funchead_two_coarse_final
Finnish	4713663	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	1916092	Infinity	253230	2.43268817593	19.7802868702	NA	manual_output_funchead_two_coarse_final
Tamil	3392408	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	5537522	Infinity	50080	2.89038753799	38.0375	NA	manual_output_funchead_two_coarse_final
Coptic	1395229	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	7774002	Infinity	100040	3.12885187388	73.05	NA	manual_output_funchead_two_coarse_final
Hindi	3877563	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	5951285	Infinity	101650	2.59035389412	48.4742857143	NA	manual_output_funchead_two_coarse_final
Gothic	9447212	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	6664575	Infinity	250980	3.41101748606	31.8576923077	NA	manual_output_funchead_two_coarse_final
Old_Church_Slavonic	1640340	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	5232766	Infinity	251070	2.55865384615	20.667961165	NA	manual_output_funchead_two_coarse_final
Hebrew	4596410	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	9223292	Infinity	50480	3.4439515238	77.3351145038	NA	manual_output_funchead_two_coarse_final
Portuguese	2833432	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	7633728	Infinity	201770	2.56507914979	54.6647026126	NA	manual_output_funchead_two_coarse_final
Japanese	2626502	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	3386929	Infinity	250510	2.19439271299	42.2938547486	NA	manual_output_funchead_two_coarse_final
Persian	4376424	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	6854088	Infinity	200590	3.89754421271	85.7158663883	NA	manual_output_funchead_two_coarse_final
Norwegian	2438970	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	4451149	Infinity	204630	2.29463277327	30.9488115166	NA	manual_output_funchead_two_coarse_final
Swedish	4469930	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	9836512	Infinity	101410	2.74127187277	37.1177556818	NA	manual_output_funchead_two_coarse_final
Ukrainian	969305	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	4046359	Infinity	100570	2.23743199901	28.0588888889	NA	manual_output_funchead_two_coarse_final
English	4655145	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	2607779	Infinity	503070	2.6556602624	38.3233880422	NA	manual_output_funchead_two_coarse_final
Catalan	7049828	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	3699031	Infinity	101700	3.88897446727	107.373932927	NA	manual_output_funchead_two_coarse_final
Afrikaans	2720496	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	7566073	Infinity	100190	2.9391162141	65.8519083969	NA	manual_output_funchead_two_coarse_final
Turkish	7225404	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	5620355	Infinity	250970	2.29834133566	17.1701086957	NA	manual_output_funchead_two_coarse_final
Galician	8973367	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	352352	Infinity	51260	2.64603250153	78.775708502	NA	manual_output_funchead_two_coarse_final
Hebrew	5967678	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	1677300	Infinity	100480	2.46578904876	55.370610687	NA	manual_output_funchead_two_coarse_final
Portuguese	52566	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	3030184	Infinity	251770	2.90702654484	61.9523068371	NA	manual_output_funchead_two_coarse_final
Hebrew	3409573	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	4076628	Infinity	50480	2.77849838925	62.3820610687	NA	manual_output_funchead_two_coarse_final
Slovenian	89628	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	8093707	Infinity	151810	2.56246339641	33.7013280212	NA	manual_output_funchead_two_coarse_final
Tamil	1271918	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	5605276	Infinity	50080	2.84726443769	37.47	NA	manual_output_funchead_two_coarse_final
Estonian	4842210	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	562181	Infinity	50850	2.25886592678	20.3824460432	NA	manual_output_funchead_two_coarse_final
Latvian	7656885	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	5776997	Infinity	250980	2.32065617959	26.747815534	NA	manual_output_funchead_two_coarse_final
Croatian	7979230	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	7804417	Infinity	250600	3.30301996246	60.496875	NA	manual_output_funchead_two_coarse_final
Catalan	3894289	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	1896998	Infinity	201700	2.80558108977	77.465472561	NA	manual_output_funchead_two_coarse_final
Danish	6759722	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	7885170	Infinity	150560	2.73832251299	40.5415525114	NA	manual_output_funchead_two_coarse_final
Serbian	175550	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	132785	Infinity	150460	2.69925211717	50.2576791809	NA	manual_output_funchead_two_coarse_final
Serbian	8694689	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	1120212	Infinity	200460	3.10046180912	57.742662116	NA	manual_output_funchead_two_coarse_final
English	175635	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	1511957	Infinity	253070	2.25836735523	32.5868112544	NA	manual_output_funchead_two_coarse_final
Romanian	5538162	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	9590463	Infinity	50750	2.67582665998	49.8899538106	NA	manual_output_funchead_two_coarse_final
Tamil	1076095	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	8722399	Infinity	50080	2.7733662614	36.4975	NA	manual_output_funchead_two_coarse_final
Bulgarian	3472389	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	352351	Infinity	151110	2.44691665476	26.9375280899	NA	manual_output_funchead_two_coarse_final
Hungarian	8871540	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	5239755	Infinity	100440	3.07676335878	55.3648351648	NA	manual_output_funchead_two_coarse_final
Bulgarian	8897488	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	7137688	Infinity	251110	2.37669429248	26.1639325843	NA	manual_output_funchead_two_coarse_final
Slovenian	5284879	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	7617949	Infinity	51810	2.85844246322	37.5966799469	NA	manual_output_funchead_two_coarse_final
Galician	5817747	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	7520869	Infinity	101260	3.44221064516	102.453846154	NA	manual_output_funchead_two_coarse_final
Ancient_Greek	3279249	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	910005	Infinity	252150	2.58904468615	29.2751899696	NA	manual_output_funchead_two_coarse_final
Hungarian	1766823	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	8750891	Infinity	50440	3.17374045802	57.1098901099	NA	manual_output_funchead_two_coarse_final
Coptic	3289861	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	7264980	Infinity	50040	2.89049611476	67.1638888889	NA	manual_output_funchead_two_coarse_final
Arabic	6683119	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	9854384	Infinity	102890	3.00414751977	97.9129460201	NA	manual_output_funchead_two_coarse_final
Polish	5887537	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	4045063	Infinity	101020	2.42144153487	18.3727868852	NA	manual_output_funchead_two_coarse_final
English	6994094	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	6461551	Infinity	103070	3.6567931725	52.7686400938	NA	manual_output_funchead_two_coarse_final
Russian	1680511	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	2679272	Infinity	107160	3.21676359449	44.0836498291	NA	manual_output_funchead_two_coarse_final
Korean	7012819	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	6229775	Infinity	253010	2.25444738834	23.4686245896	NA	manual_output_funchead_two_coarse_final
Catalan	3830156	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	8239775	Infinity	251700	3.60206481533	99.4576219512	NA	manual_output_funchead_two_coarse_final
Dutch	1232673	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	6420912	Infinity	251510	2.48748863337	29.4318405243	NA	manual_output_funchead_two_coarse_final
Gothic	1049298	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	5612084	Infinity	100980	3.10813890911	29.0482248521	NA	manual_output_funchead_two_coarse_final
Persian	3507017	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	5644372	Infinity	200590	2.93730356922	64.582045929	NA	manual_output_funchead_two_coarse_final
Norwegian	9364690	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	4793788	Infinity	104630	2.87469934545	38.7724472715	NA	manual_output_funchead_two_coarse_final
Vietnamese	7543795	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	1319099	Infinity	50800	2.49405847218	28.3342857143	NA	manual_output_funchead_two_coarse_final
Gothic	3585080	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	5310205	Infinity	200980	3.18069847703	29.7207100592	NA	manual_output_funchead_two_coarse_final
Norwegian	2082528	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	3299551	Infinity	254630	2.57114560244	34.6782725142	NA	manual_output_funchead_two_coarse_final
Galician	1515533	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	763996	Infinity	101260	2.76387056407	82.2659919028	NA	manual_output_funchead_two_coarse_final
Finnish	5722762	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	6101461	Infinity	53230	2.63179465837	21.3966164031	NA	manual_output_funchead_two_coarse_final
Marathi	5563130	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	6577429	Infinity	50040	2.06423357664	11.4648648649	NA	manual_output_funchead_two_coarse_final
Slovak	172307	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	9493630	Infinity	251060	2.50383785505	16.6948113208	NA	manual_output_funchead_two_coarse_final
French	6460982	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	5783215	Infinity	103230	2.70055224386	62.8279220779	NA	manual_output_funchead_two_coarse_final
Russian	444217	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	4672466	Infinity	257160	2.27229571413	31.1414546145	NA	manual_output_funchead_two_coarse_final
Greek	9046768	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	3469715	Infinity	100400	2.88205592602	63.2680722892	NA	manual_output_funchead_two_coarse_final
Greek	8923942	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	6366714	Infinity	100400	3.584120101	78.6692771084	NA	manual_output_funchead_two_coarse_final
Lithuanian	8156055	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	2178200	Infinity	50050	2.65817867933	41.06	NA	manual_output_funchead_two_coarse_final
Ancient_Greek	5364799	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	2855794	Infinity	202150	2.92114255762	33.030775076	NA	manual_output_funchead_two_coarse_final
Polish	9358807	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	1634526	Infinity	101020	2.92647567194	22.2047540984	NA	manual_output_funchead_two_coarse_final
Tamil	9916196	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	1259037	Infinity	50080	2.87082066869	37.78	NA	manual_output_funchead_two_coarse_final
Urdu	4404418	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	1604319	Infinity	50550	3.96574159199	97.1636138614	NA	manual_output_funchead_two_coarse_final
Finnish	9229297	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	7393348	Infinity	253230	2.72680477655	22.1714600956	NA	manual_output_funchead_two_coarse_final
Persian	8283051	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	1378904	Infinity	100590	3.09396017783	67.9947807933	NA	manual_output_funchead_two_coarse_final
Basque	8763825	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	667373	Infinity	101790	2.15828276424	22.105380334	NA	manual_output_funchead_two_coarse_final
Finnish	921760	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	5363739	Infinity	253230	2.65736714703	21.6005148952	NA	manual_output_funchead_two_coarse_final
Indonesian	7628768	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	5440965	Infinity	250550	2.65240976958	46.3791946309	NA	manual_output_funchead_two_coarse_final
Gothic	327087	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	2266777	Infinity	100980	3.58086372847	33.4609467456	NA	manual_output_funchead_two_coarse_final
Latin	4057757	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	7770930	Infinity	252560	2.91595933634	33.9722131415	NA	manual_output_funchead_two_coarse_final
German	2645136	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	8117099	Infinity	100790	2.57432853015	40.1293265749	NA	manual_output_funchead_two_coarse_final
Vietnamese	6844262	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	4093884	Infinity	150800	2.21559258095	25.1707142857	NA	manual_output_funchead_two_coarse_final
Ukrainian	5559877	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	8750314	Infinity	250570	3.18505842924	39.9144444444	NA	manual_output_funchead_two_coarse_final
Lithuanian	2287656	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	1193160	Infinity	50050	3.03421727973	47.2933333333	NA	manual_output_funchead_two_coarse_final
Irish	8413783	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	9324831	Infinity	50450	4.32113821138	97.4416666667	NA	manual_output_funchead_two_coarse_final
Latvian	1390626	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	1894125	Infinity	200980	2.40182802266	27.6810679612	NA	manual_output_funchead_two_coarse_final
Hebrew	2233887	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	4769357	Infinity	100480	2.70893670542	60.8332061069	NA	manual_output_funchead_two_coarse_final
Telugu	4182660	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	1813257	Infinity	50130	1.5710316082	4.30761904762	NA	manual_output_funchead_two_coarse_final
Chinese	2196040	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	4396583	Infinity	250500	2.79436706902	56.5701754386	NA	manual_output_funchead_two_coarse_final
English	279498	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	6501730	Infinity	253070	2.31258683306	33.3687573271	NA	manual_output_funchead_two_coarse_final
Portuguese	4440818	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	3183722	Infinity	251770	2.74078285726	58.4135630906	NA	manual_output_funchead_two_coarse_final
Afrikaans	5502706	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	1389586	Infinity	100190	2.7962622549	62.7045801527	NA	manual_output_funchead_two_coarse_final
Arabic	6047528	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	2646226	Infinity	152890	3.48997768139	113.737191217	NA	manual_output_funchead_two_coarse_final
Czech	5403410	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	5271175	Infinity	161310	2.53424298066	35.5393436256	NA	manual_output_funchead_two_coarse_final
Ancient_Greek	6289125	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	2785776	Infinity	252150	2.71251864995	30.6691869301	NA	manual_output_funchead_two_coarse_final
Galician	6818469	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	5762153	Infinity	51260	2.58316336243	76.9113360324	NA	manual_output_funchead_two_coarse_final
German	3779810	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	9465178	Infinity	50790	3.53849797966	55.1682838523	NA	manual_output_funchead_two_coarse_final
