acl	acl	Ancient_Greek	3813	0.870180959874
acl	acl	Arabic	4779	0.997907512032
acl	acl	Basque	915	0.0448087431694
acl	acl	Belarusian	45	0.8
acl	acl	Bulgarian	1438	0.989568845619
acl	acl	Catalan	8587	0.99627343659
acl	acl	Chinese	4951	0.305392849929
acl	acl	Coptic	262	0.988549618321
acl	acl	Croatian	3546	0.991539763113
acl	acl	Czech	28231	0.994119939074
acl	acl	Dutch	1346	0.738484398217
acl	acl	English	2823	0.925965285158
acl	acl	Estonian	1221	0.166257166257
acl	acl	Finnish	5918	0.326630618452
acl	acl	French	13277	0.928372373277
acl	acl	Galician	404	0.982673267327
acl	acl	German	2629	0.949410422214
acl	acl	Gothic	712	0.897471910112
acl	acl	Greek	377	0.846153846154
acl	acl	Hebrew	286	1.0
acl	acl	Hindi	2861	0.271583362461
acl	acl	Hungarian	248	0.983870967742
acl	acl	Indonesian	3027	0.980839114635
acl	acl	Italian	4182	0.974892395983
acl	acl	Japanese	9013	0.0
acl	acl	Korean	19951	0.000200491203448
acl	acl	Latin	14050	0.935871886121
acl	acl	Latvian	2216	0.920126353791
acl	acl	Lithuanian	30	0.8
acl	acl	Marathi	9	0.0
acl	acl	Norwegian	3321	0.972598614875
acl	acl	Old_Church_Slavonic	717	0.881450488145
acl	acl	Polish	355	1.0
acl	acl	Portuguese	2771	0.947311439913
acl	acl	Romanian	4595	0.993688792165
acl	acl	Russian	11490	0.751784160139
acl	acl	Serbian	1478	0.990527740189
acl	acl	Slovak	824	0.993932038835
acl	acl	Slovenian	2337	0.996576807873
acl	acl	Spanish	15066	0.96468870304
acl	acl	Swedish	863	1.0
acl	acl	Tamil	31	0.709677419355
acl	acl	Telugu	24	0.0
acl	acl	Turkish	1206	0.00580431177446
acl	acl	Ukrainian	1187	0.996630160067
acl	acl	Urdu	749	0.411214953271
acl	acl:cleft	French	2	1.0
acl	acl:inf	Hebrew	261	1.0
acl	acl:inf	Portuguese	56	0.982142857143
acl	acl:part	Portuguese	2576	0.930124223602
acl	acl:relcl	Belarusian	47	1.0
acl	acl:relcl	Chinese	1609	0.00248601615911
acl	acl:relcl	Danish	1633	0.967544396816
acl	acl:relcl	Dutch	2542	0.999606608969
acl	acl:relcl	English	3172	0.998738965952
acl	acl:relcl	Estonian	758	0.990765171504
acl	acl:relcl	Finnish	1892	0.998942917548
acl	acl:relcl	French	8499	0.998705730086
acl	acl:relcl	Greek	740	1.0
acl	acl:relcl	Hebrew	2736	1.0
acl	acl:relcl	Hindi	1081	0.657724329325
acl	acl:relcl	Irish	264	1.0
acl	acl:relcl	Italian	3894	0.998715973292
acl	acl:relcl	Korean	2735	0.00255941499086
acl	acl:relcl	Lithuanian	36	0.916666666667
acl	acl:relcl	Marathi	3	0.0
acl	acl:relcl	Norwegian	7411	0.999055458103
acl	acl:relcl	Persian	1279	0.998436278342
acl	acl:relcl	Portuguese	5350	0.998878504673
acl	acl:relcl	Russian	6811	0.998972250771
acl	acl:relcl	Spanish	5150	0.998834951456
acl	acl:relcl	Swedish	1898	0.99841938883
