dependency	satisfiedFraction	posteriorMean	posteriorSD	posteriorOpposite
acl	0.48469387755102	-0.0918644215279614	0.165724993960309	0.7127
advcl	0.530612244897959	0.0847832860624337	0.157098749778738	0.2796
advmod	0.21078431372549	-1.44645693001449	0.321638550940253	1
amod	0.46078431372549	-0.157221874600291	0.112126785351367	0.9241
appos	0.542553191489362	0.166686025289918	0.148953217731049	0.1193
aux	0.160714285714286	-2.58213458710544	0.554039884645404	0.9999
ccomp	0.698979591836735	0.915097237932808	0.264191889517611	2e-04
compound	0.477272727272727	-0.0883820020419447	0.156201675483325	0.7233
conj	0.43	-0.267042407033458	0.147370159111207	0.9649
csubj	0.585106382978723	0.218960275812431	0.240738093092506	0.1701
dep	0.490131578947368	-0.0992314884317817	0.177131658464197	0.7145
det	0.519607843137255	0.0805169030115109	0.111848421558134	0.2364
discourse	0.378571428571429	-0.46324987391505	0.214886910987558	0.9795
dislocated	0.592105263157895	0.321632679925721	0.427147525864724	0.2075
expl	0.526041666666667	0.419981125548983	0.748145083089228	0.2616
fixed	0.453125	-0.124658180016976	0.17294370106895	0.7821
flat	0.563888888888889	0.270236263172999	0.12768184563424	0.0147
goeswith	0.477941176470588	-0.0762927232763476	0.271989628651325	0.6282
iobj	0.72554347826087	1.10474284538353	0.454291337976787	0.0201
lifted_case	0.470588235294118	-0.0856166033410909	0.123667677425187	0.7678
lifted_cc	0.465686274509804	-0.157509478463345	0.129556958934336	0.8953
lifted_cop	0.526595744680851	0.104408461186401	0.115708400634523	0.1823
lifted_mark	0.590686274509804	0.368281212022206	0.122719387152879	0.0029
list	0.533333333333333	0.137659358249529	0.254625429629779	0.2735
nmod	0.54656862745098	0.224124520568718	0.153417332117894	0.0586
nsubj	0.507352941176471	0.0975419474271562	0.283539490448077	0.3635
nummod	0.502450980392157	0.015631121120528	0.110475221821954	0.443
obl	0.718137254901961	1.09216205610629	0.368387611855361	0.0093
orphan	0.56640625	0.286477658532158	0.235193690247422	0.1002
parataxis	0.423295454545455	-0.317974686452525	0.14437593465951	0.9877
reparandum	0.5375	0.18731041436463	0.56045381274059	0.3233
vocative	0.555555555555556	0.394157887266198	0.300749355105657	0.0838
xcomp	0.778061224489796	1.40330039909986	0.478990928727178	0.0033
