Language	Model	Type	BigramCE
Lithuanian	2791028	manual_output_funchead_RANDOM	7.10089520052
Lithuanian	323859	manual_output_funchead_RANDOM	7.14217275077
Lithuanian	397989	manual_output_funchead_RANDOM2	7.18756662004
Lithuanian	420644	manual_output_funchead_RANDOM2	7.13256846682
Lithuanian	4215553	manual_output_funchead_RANDOM	7.16541010884
Lithuanian	4476473	manual_output_funchead_RANDOM2	7.10524639094
Lithuanian	4794511304	manual_output_funchead_langmod_coarse_best_balanced	7.06958454429
Lithuanian	4799235779	manual_output_funchead_two_coarse_parser_best_balanced	7.12675201021
Lithuanian	4816905	manual_output_funchead_RANDOM2	7.11157414703
Lithuanian	5160005496	manual_output_funchead_two_coarse_lambda09_best_large	7.12729587637
Lithuanian	5342711	manual_output_funchead_ground_coarse_final	7.16532473947
Lithuanian	5990049	manual_output_funchead_RANDOM2	7.1741464508
Lithuanian	6539835	manual_output_funchead_RANDOM2	7.18711457873
Lithuanian	6885701	manual_output_funchead_RANDOM2	7.15792181646
Lithuanian	7840447	manual_output_funchead_RANDOM2	7.16454535109
Lithuanian	8050552	manual_output_funchead_RANDOM	7.16351800631
Lithuanian	8111856	manual_output_funchead_RANDOM	7.08285720082
Lithuanian	8412273	manual_output_funchead_RANDOM2	7.14467565074
Lithuanian	9028680	manual_output_funchead_RANDOM	7.12231066076
Lithuanian	9238300	manual_output_funchead_RANDOM	7.16969234704
Lithuanian	970902	manual_output_funchead_coarse_depl	7.16042245783
Marathi	1604148	manual_output_funchead_coarse_depl	4.8296516103
Marathi	18465	manual_output_funchead_RANDOM	4.87820771854
Marathi	233722	manual_output_funchead_RANDOM	4.85088262182
Marathi	2460805	manual_output_funchead_RANDOM2	4.6775729687
Marathi	3114572312	manual_output_funchead_two_coarse_lambda09_best_large	4.86865012241
Marathi	3276545	manual_output_funchead_RANDOM2	4.84251876212
Marathi	3887207	manual_output_funchead_RANDOM2	5.02587303545
Marathi	4081765	manual_output_funchead_RANDOM2	4.7938458128
Marathi	4236718	manual_output_funchead_RANDOM	4.8425680253
Marathi	4315863726	manual_output_funchead_langmod_coarse_best_balanced	4.84379020216
Marathi	4903759	manual_output_funchead_RANDOM2	4.85127469449
Marathi	5216703	manual_output_funchead_RANDOM	4.93639639503
Marathi	5456841289	manual_output_funchead_two_coarse_parser_best_balanced	4.94674825063
Marathi	5529731670	manual_output_funchead_two_coarse_lambda09_best_large	4.73957054595
Marathi	5825529	manual_output_funchead_RANDOM2	4.78668200766
Marathi	6035819	manual_output_funchead_RANDOM	4.82410797848
Marathi	6045903	manual_output_funchead_RANDOM	4.82178785083
Marathi	6144808	manual_output_funchead_RANDOM	4.83133947527
Marathi	6186108	manual_output_funchead_RANDOM2	4.62921864163
Marathi	6413291	manual_output_funchead_RANDOM2	4.90600185322
Marathi	6734866	manual_output_funchead_ground_coarse_final	4.74856916346
Marathi	7369171	manual_output_funchead_RANDOM2	4.81647477709
Marathi	8101989	manual_output_funchead_RANDOM2	4.73568074416
Marathi	8604827	manual_output_funchead_RANDOM	4.84609914832
Marathi	8997772	manual_output_funchead_RANDOM	4.74863879611
Marathi	9275859	manual_output_funchead_RANDOM	4.86522826431
Marathi	9552091	manual_output_funchead_RANDOM2	4.93116337042
Norwegian	1014686	manual_output_funchead_RANDOM2	6.32983525323
Norwegian	1324451	manual_output_funchead_RANDOM	6.31790409188
Norwegian	1459695	manual_output_funchead_RANDOM	6.33266720962
Norwegian	1583012	manual_output_funchead_RANDOM	6.33252419483
Norwegian	1844330	manual_output_funchead_RANDOM2	6.39450734761
Norwegian	2541451	manual_output_funchead_coarse_depl	6.21655110832
Norwegian	2576966	manual_output_funchead_RANDOM	6.38795598053
Norwegian	393463	manual_output_funchead_RANDOM2	6.36818138869
Norwegian	4098986604	manual_output_funchead_two_coarse_lambda09_best_large	6.21611711653
Norwegian	5444616	manual_output_funchead_RANDOM2	6.32681546621
Norwegian	5648267	manual_output_funchead_ground_coarse_final	6.18562940895
Norwegian	5688226	manual_output_funchead_RANDOM	6.3582506944
Norwegian	605028	manual_output_funchead_RANDOM2	6.35921736098
Norwegian	6121729	manual_output_funchead_RANDOM2	6.32844522234
Norwegian	6143872	manual_output_funchead_RANDOM2	6.34606841423
Norwegian	6575353	manual_output_funchead_RANDOM2	6.29891241273
Norwegian	6869766	manual_output_funchead_RANDOM2	6.35501903405
Norwegian	7046681945	manual_output_funchead_two_coarse_lambda09_best_large	6.200703613
Norwegian	7433961	manual_output_funchead_RANDOM	6.3319497455
Norwegian	789696	manual_output_funchead_RANDOM2	6.31395808419
Norwegian	839137900	manual_output_funchead_two_coarse_parser_best_balanced	6.2685093037
Norwegian	8465037986	manual_output_funchead_langmod_coarse_best_balanced	6.18404276462
Norwegian	8909299	manual_output_funchead_RANDOM	6.32876086139
Norwegian	948010	manual_output_funchead_RANDOM	6.32502168307
Norwegian	9920757	manual_output_funchead_RANDOM2	6.38547628195
Old_Church_Slavonic	1246468	manual_output_funchead_coarse_depl	5.26988168605
Old_Church_Slavonic	1640771	manual_output_funchead_RANDOM	5.3522810928
Old_Church_Slavonic	2606498	manual_output_funchead_RANDOM	5.32951463584
Old_Church_Slavonic	3339919	manual_output_funchead_RANDOM2	5.371315067
Old_Church_Slavonic	3516001	manual_output_funchead_RANDOM	5.36763803978
Old_Church_Slavonic	3901401544	manual_output_funchead_two_coarse_lambda09_best_large	5.32250690023
Old_Church_Slavonic	4214867	manual_output_funchead_RANDOM2	5.3244133384
Old_Church_Slavonic	4450349	manual_output_funchead_RANDOM	5.36376584172
Old_Church_Slavonic	4613178219	manual_output_funchead_two_coarse_lambda09_best_large	5.31464496751
Old_Church_Slavonic	5142427	manual_output_funchead_RANDOM2	5.36229322516
Old_Church_Slavonic	5198584	manual_output_funchead_RANDOM	5.34722828802
Old_Church_Slavonic	5423474	manual_output_funchead_RANDOM2	5.39329003354
Old_Church_Slavonic	5521087	manual_output_funchead_RANDOM	5.37453170998
Old_Church_Slavonic	6323897	manual_output_funchead_RANDOM2	5.38479501848
Old_Church_Slavonic	6736621	manual_output_funchead_RANDOM2	5.329588904
Old_Church_Slavonic	6819098	manual_output_funchead_RANDOM	5.31847424883
Old_Church_Slavonic	7043806087	manual_output_funchead_two_coarse_parser_best_balanced	5.33046716697
Old_Church_Slavonic	7047647	manual_output_funchead_RANDOM	5.33571469644
Old_Church_Slavonic	718383	manual_output_funchead_RANDOM2	5.3263967617
Old_Church_Slavonic	7207203	manual_output_funchead_RANDOM2	5.32382733991
Old_Church_Slavonic	7624663	manual_output_funchead_RANDOM2	5.39588003969
Old_Church_Slavonic	821316	manual_output_funchead_RANDOM	5.35123472032
Old_Church_Slavonic	8517884	manual_output_funchead_RANDOM	5.36763236618
Old_Church_Slavonic	8735902	manual_output_funchead_ground_coarse_final	5.26022551146
Old_Church_Slavonic	9132102	manual_output_funchead_RANDOM2	5.35369231208
Old_Church_Slavonic	9533885	manual_output_funchead_RANDOM2	5.38282272459
Old_Church_Slavonic	9724758322	manual_output_funchead_langmod_coarse_best_balanced	5.2990356794
Old_Church_Slavonic	983555	manual_output_funchead_RANDOM	5.37801419284
Persian	1219040	manual_output_funchead_ground_coarse_final	6.5038503489
Persian	1308028	manual_output_funchead_RANDOM	6.7040716275
Persian	149784	manual_output_funchead_RANDOM2	6.6147915061
Persian	1681609021	manual_output_funchead_two_coarse_lambda09_best_large	6.49216081352
Persian	1804651	manual_output_funchead_RANDOM	6.61912954667
Persian	1916111	manual_output_funchead_RANDOM2	6.63402609758
Persian	2356170	manual_output_funchead_RANDOM2	6.5893845929
Persian	2599790	manual_output_funchead_RANDOM	6.65788343618
Persian	3180425	manual_output_funchead_RANDOM	6.67443902746
Persian	3552621256	manual_output_funchead_two_coarse_parser_best_balanced	6.59555617446
Persian	47429	manual_output_funchead_RANDOM2	6.71876018804
Persian	4755190	manual_output_funchead_RANDOM2	6.61201545432
Persian	4831626	manual_output_funchead_coarse_depl	6.53214697552
Persian	5082736	manual_output_funchead_RANDOM	6.60603213869
Persian	5136961867	manual_output_funchead_two_coarse_lambda09_best_large	6.47822537739
Persian	521913	manual_output_funchead_RANDOM2	6.57448373823
Persian	5256241782	manual_output_funchead_langmod_coarse_best_balanced	6.51957615497
Persian	5423613	manual_output_funchead_RANDOM	6.63243150107
Persian	5693391	manual_output_funchead_RANDOM	6.58858288921
Persian	5751809	manual_output_funchead_RANDOM2	6.59649915309
Persian	6143518	manual_output_funchead_RANDOM2	6.68815512591
Persian	6825524	manual_output_funchead_RANDOM2	6.64527224631
Persian	7862341	manual_output_funchead_RANDOM2	6.66654161225
Persian	7872290	manual_output_funchead_RANDOM	6.64076792598
Persian	8244222	manual_output_funchead_RANDOM2	6.59596411479
Persian	8934797	manual_output_funchead_RANDOM2	6.6119477769
Polish	1413236	manual_output_funchead_RANDOM2	6.90820071841
Polish	1460649719	manual_output_funchead_two_coarse_parser_best_balanced	6.87604143686
Polish	1587273	manual_output_funchead_RANDOM	6.86904779338
Polish	1830518	manual_output_funchead_ground_coarse_final	6.88530148652
Polish	194781	manual_output_funchead_RANDOM2	6.95651080799
Polish	1968808	manual_output_funchead_RANDOM2	6.89158562519
Polish	2666927	manual_output_funchead_RANDOM	6.87180456782
Polish	3230670	manual_output_funchead_RANDOM	6.90444673175
Polish	3421878	manual_output_funchead_RANDOM	6.94025708853
Polish	3672544	manual_output_funchead_RANDOM2	6.91309818936
Polish	4349938573	manual_output_funchead_langmod_coarse_best_balanced	6.85480859074
Polish	4466759	manual_output_funchead_RANDOM2	6.89277674568
Polish	4597851	manual_output_funchead_RANDOM2	6.8935571052
Polish	4813059	manual_output_funchead_RANDOM	6.88365140603
Polish	4896339	manual_output_funchead_RANDOM	6.92641407219
Polish	5172620	manual_output_funchead_coarse_depl	6.87235304644
Polish	5219254	manual_output_funchead_RANDOM	6.86436607389
Polish	5360600	manual_output_funchead_RANDOM	6.8533689845
Polish	5614060	manual_output_funchead_RANDOM	6.85898216451
Polish	5790044463	manual_output_funchead_two_coarse_lambda09_best_large	6.86433216399
Polish	5847437	manual_output_funchead_RANDOM	6.9426328564
Polish	6951943963	manual_output_funchead_two_coarse_lambda09_best_large	6.85990284324
Polish	7814312	manual_output_funchead_RANDOM	6.91820200567
Polish	8178563	manual_output_funchead_RANDOM2	6.88903049299
Polish	8471309	manual_output_funchead_RANDOM2	6.90390557658
Polish	8682181	manual_output_funchead_RANDOM2	6.85477743196
Polish	9736899	manual_output_funchead_RANDOM2	6.88983046392
Polish	9754982	manual_output_funchead_RANDOM2	6.90504331485
Portuguese	1840767	manual_output_funchead_RANDOM	5.96378165593
Portuguese	2239079	manual_output_funchead_RANDOM	5.97244162365
Portuguese	2304437	manual_output_funchead_RANDOM2	6.05133258296
Portuguese	2593069	manual_output_funchead_RANDOM	5.95494858327
Portuguese	2914809	manual_output_funchead_RANDOM	6.11967133041
Portuguese	3266598	manual_output_funchead_coarse_depl	5.85873601252
Portuguese	3466829	manual_output_funchead_RANDOM2	6.13128596258
Portuguese	3832112	manual_output_funchead_RANDOM2	6.05927335613
Portuguese	4161536	manual_output_funchead_RANDOM	6.04164116508
Portuguese	4176516	manual_output_funchead_ground_coarse_final	5.85024418231
Portuguese	4535723	manual_output_funchead_RANDOM2	6.03338935511
Portuguese	4625696	manual_output_funchead_RANDOM2	6.08167229738
Portuguese	5008733344	manual_output_funchead_two_coarse_lambda09_best_large	5.93339350495
Portuguese	5245130517	manual_output_funchead_two_coarse_lambda09_best_large	5.92418249183
Portuguese	6095384	manual_output_funchead_RANDOM2	6.00966824173
Portuguese	6141669	manual_output_funchead_RANDOM	6.00457545782
Portuguese	6231403	manual_output_funchead_RANDOM	5.99941112535
Portuguese	6638465	manual_output_funchead_RANDOM2	6.14131400839
Portuguese	6777674	manual_output_funchead_RANDOM2	6.06346323502
Portuguese	709947	manual_output_funchead_RANDOM2	5.96673743921
Portuguese	7383574	manual_output_funchead_RANDOM	5.98220645467
Portuguese	7686804	manual_output_funchead_RANDOM	6.04243057502
Portuguese	7802202	manual_output_funchead_RANDOM2	6.01433266481
Portuguese	7936960	manual_output_funchead_RANDOM2	6.03239974438
Portuguese	8015625621	manual_output_funchead_langmod_coarse_best_balanced	5.88353321335
Portuguese	8291610	manual_output_funchead_RANDOM	6.06305308127
Portuguese	8382174320	manual_output_funchead_two_coarse_parser_best_balanced	5.91957136369
Portuguese	9355664	manual_output_funchead_RANDOM	6.02553106939
Portuguese	9641132	manual_output_funchead_RANDOM2	6.17416344854
Romanian	1126019	manual_output_funchead_RANDOM2	6.99527116607
Romanian	1984006	manual_output_funchead_RANDOM	7.03464147808
Romanian	2009868706	manual_output_funchead_two_coarse_parser_best_balanced	6.87326269267
Romanian	2108238	manual_output_funchead_RANDOM	6.95629326574
Romanian	2185023806	manual_output_funchead_langmod_coarse_best_balanced	6.83967063733
Romanian	2990666	manual_output_funchead_RANDOM	6.93835157724
Romanian	3285927	manual_output_funchead_RANDOM2	6.89659028138
Romanian	373551	manual_output_funchead_RANDOM2	7.002193783
Romanian	3887999	manual_output_funchead_RANDOM	7.01893204206
Romanian	4119230459	manual_output_funchead_two_coarse_lambda09_best_large	6.83193546354
Romanian	4588041	manual_output_funchead_RANDOM	6.99296025726
Romanian	4865017	manual_output_funchead_RANDOM	7.02137518553
Romanian	4879774	manual_output_funchead_RANDOM2	6.9970543172
Romanian	5039715	manual_output_funchead_RANDOM2	7.01702307216
Romanian	5254907	manual_output_funchead_RANDOM2	6.93302933129
Romanian	5631856	manual_output_funchead_RANDOM	6.99751296175
Romanian	576616091	manual_output_funchead_two_coarse_lambda09_best_large	6.88304985212
Romanian	5810878	manual_output_funchead_RANDOM2	7.00656299317
Romanian	5880437	manual_output_funchead_RANDOM	7.00857686638
Romanian	643506	manual_output_funchead_ground_coarse_final	6.81364678756
Romanian	6710533	manual_output_funchead_RANDOM2	7.02324479346
Romanian	6741331	manual_output_funchead_RANDOM2	6.97594487898
Romanian	7040208	manual_output_funchead_RANDOM2	6.95407896674
Romanian	7349060	manual_output_funchead_coarse_depl	6.86858454715
Romanian	7801873	manual_output_funchead_RANDOM	6.96298595573
Romanian	7926223	manual_output_funchead_RANDOM2	6.97253548621
Romanian	8539039	manual_output_funchead_RANDOM	6.98748314473
Romanian	9936132	manual_output_funchead_RANDOM	6.98805639071
Russian	119122	manual_output_funchead_RANDOM	7.84039021819
Russian	1207423	manual_output_funchead_RANDOM2	7.87443590936
Russian	1241688	manual_output_funchead_RANDOM	7.84831867857
Russian	1654461679	manual_output_funchead_two_coarse_lambda09_best_large	7.76824970456
Russian	1654583	manual_output_funchead_RANDOM	7.8813158357
Russian	1935936	manual_output_funchead_ground_coarse_final	7.72678233292
Russian	2273815	manual_output_funchead_RANDOM	7.8238855346
Russian	2700935	manual_output_funchead_RANDOM2	7.82535380503
Russian	4052951187	manual_output_funchead_langmod_coarse_best_balanced	7.74025136097
Russian	4262316	manual_output_funchead_RANDOM2	7.88861923074
Russian	4509905	manual_output_funchead_RANDOM	7.8760210789
Russian	4674823	manual_output_funchead_RANDOM	7.85750504072
Russian	4920079	manual_output_funchead_RANDOM2	7.79745423926
Russian	4953955	manual_output_funchead_RANDOM	7.83566163281
Russian	4984733	manual_output_funchead_RANDOM	7.8230309237
Russian	5457228368	manual_output_funchead_two_coarse_lambda09_best_large	7.74253257595
Russian	5527159	manual_output_funchead_RANDOM2	7.83716483095
Russian	6361932	manual_output_funchead_RANDOM	7.86667281945
Russian	7245681	manual_output_funchead_coarse_depl	7.72845868693
Russian	7499745	manual_output_funchead_RANDOM2	7.88913948436
Russian	8424117	manual_output_funchead_RANDOM2	7.87035684085
Russian	8564291	manual_output_funchead_RANDOM2	7.86049702916
Russian	8905886	manual_output_funchead_RANDOM2	7.81714706663
Russian	9125867	manual_output_funchead_two_coarse_parser_best_balanced	7.74790520341
Russian	9145333	manual_output_funchead_RANDOM	7.78908513324
Russian	9488773	manual_output_funchead_RANDOM2	7.87519308093
Russian	9704704	manual_output_funchead_RANDOM2	7.81557670799
Russian	9864600	manual_output_funchead_RANDOM	7.78492661633
Serbian	1065044	manual_output_funchead_RANDOM2	6.97741232533
Serbian	1239530	manual_output_funchead_RANDOM2	7.03831182318
Serbian	130696	manual_output_funchead_RANDOM2	7.02243985508
Serbian	1746279	manual_output_funchead_RANDOM2	7.04757738304
Serbian	2674200	manual_output_funchead_RANDOM2	7.00096825446
Serbian	2854903	manual_output_funchead_RANDOM	7.05313610894
Serbian	294441	manual_output_funchead_ground_coarse_final	6.86719437368
Serbian	3865581	manual_output_funchead_RANDOM	6.92556235698
Serbian	436963	manual_output_funchead_RANDOM	7.05008718975
Serbian	5239516	manual_output_funchead_RANDOM	6.97363447233
Serbian	5570886	manual_output_funchead_RANDOM2	6.95966392241
Serbian	5649355	manual_output_funchead_RANDOM2	7.00743836296
Serbian	5826996	manual_output_funchead_coarse_depl	6.91139732934
Serbian	6209852	manual_output_funchead_RANDOM2	6.99070148706
Serbian	6275325	manual_output_funchead_RANDOM	7.00586831879
Serbian	6540054	manual_output_funchead_RANDOM	6.98622343198
Serbian	7051701	manual_output_funchead_RANDOM2	7.07910601892
Serbian	7392364811	manual_output_funchead_two_coarse_lambda09_best_large	6.88035665146
Serbian	7403297293	manual_output_funchead_langmod_coarse_best_balanced	6.90500028427
Serbian	7454441	manual_output_funchead_RANDOM	6.96751505147
Serbian	8246536	manual_output_funchead_RANDOM	7.01091269813
Serbian	8298185581	manual_output_funchead_two_coarse_parser_best_balanced	6.92363466412
Serbian	8679738	manual_output_funchead_RANDOM2	6.95975843333
Serbian	8779005273	manual_output_funchead_two_coarse_lambda09_best_large	6.89284485526
Serbian	9626862	manual_output_funchead_RANDOM2	7.02357976068
Serbian	972079	manual_output_funchead_RANDOM	7.0005729782
Serbian	9899786	manual_output_funchead_RANDOM	7.01468105864
Slovak	2671962	manual_output_funchead_RANDOM2	7.87774606306
Slovak	2713340704	manual_output_funchead_two_coarse_parser_best_balanced	7.8862203255
Slovak	2764684	manual_output_funchead_RANDOM	7.89965927788
Slovak	3302853	manual_output_funchead_RANDOM2	7.91782032913
Slovak	3835516	manual_output_funchead_RANDOM2	7.89387927871
Slovak	4487977	manual_output_funchead_RANDOM2	7.8884011911
Slovak	5561302	manual_output_funchead_RANDOM2	7.90835730461
Slovak	6583884	manual_output_funchead_RANDOM2	7.86766339892
Slovak	693888951	manual_output_funchead_langmod_coarse_best_balanced	7.82696506832
Slovak	7284773621	manual_output_funchead_two_coarse_lambda09_best_large	7.8666799003
Slovak	7368232	manual_output_funchead_RANDOM	7.89775453327
Slovak	7598341	manual_output_funchead_RANDOM2	7.8853169391
Slovak	7617770	manual_output_funchead_RANDOM	7.86054074201
Slovak	8032370	manual_output_funchead_RANDOM	7.89019887345
Slovak	8035392	manual_output_funchead_RANDOM2	7.93223376558
Slovak	8058440	manual_output_funchead_ground_coarse_final	7.92447954034
Slovak	8224848	manual_output_funchead_RANDOM	7.86542416475
Slovak	8295973	manual_output_funchead_RANDOM2	7.91697189346
Slovak	8359291	manual_output_funchead_RANDOM	7.83770759149
Slovak	8459479	manual_output_funchead_RANDOM	7.89876348944
Slovak	8585104	manual_output_funchead_RANDOM	7.86662295449
Slovak	8768895670	manual_output_funchead_two_coarse_lambda09_best_large	7.84481138001
Slovak	9129928	manual_output_funchead_RANDOM	7.85363990944
Slovak	9266442	manual_output_funchead_RANDOM2	7.8781004711
Slovak	9374684	manual_output_funchead_RANDOM	7.8884682955
Slovak	9472847	manual_output_funchead_RANDOM2	7.8800477135
Slovak	9493108	manual_output_funchead_coarse_depl	7.90366234148
Slovenian	1131642226	manual_output_funchead_two_coarse_lambda09_best_large	6.75255590446
Slovenian	1421536	manual_output_funchead_RANDOM2	6.82653750536
Slovenian	1595967	manual_output_funchead_RANDOM2	6.81352327475
Slovenian	1636524	manual_output_funchead_RANDOM2	6.83197992898
Slovenian	201514	manual_output_funchead_RANDOM2	6.84065660555
Slovenian	2065567	manual_output_funchead_RANDOM2	6.79385266579
Slovenian	2265959	manual_output_funchead_RANDOM2	6.79195149583
Slovenian	2400203	manual_output_funchead_RANDOM	6.83199908277
Slovenian	2424823	manual_output_funchead_RANDOM	6.81093757947
Slovenian	2436250560	manual_output_funchead_two_coarse_parser_best_balanced	6.82776674753
Slovenian	25393398	manual_output_funchead_two_coarse_lambda09_best_large	6.76058804235
Slovenian	3597197	manual_output_funchead_RANDOM	6.78512339803
Slovenian	3694258	manual_output_funchead_RANDOM2	6.8257735049
Slovenian	4049150	manual_output_funchead_RANDOM2	6.86808291819
Slovenian	4137314	manual_output_funchead_RANDOM2	6.81032350801
Slovenian	4568938	manual_output_funchead_RANDOM	6.80209291833
Slovenian	4595943	manual_output_funchead_RANDOM2	6.80073174738
Slovenian	4596982	manual_output_funchead_RANDOM	6.83065211002
Slovenian	4728781	manual_output_funchead_coarse_depl	6.74032500694
Slovenian	5286272	manual_output_funchead_RANDOM2	6.7993161692
Slovenian	5788559	manual_output_funchead_RANDOM	6.81997705015
Slovenian	5939582	manual_output_funchead_RANDOM	6.81253247129
Slovenian	7035781	manual_output_funchead_RANDOM	6.82829204376
Slovenian	7335440	manual_output_funchead_ground_coarse_final	6.77507300083
Slovenian	8183389	manual_output_funchead_RANDOM	6.8273126013
Slovenian	9638263698	manual_output_funchead_langmod_coarse_best_balanced	6.71417880518
Slovenian	9687263	manual_output_funchead_RANDOM	6.87021816942
Spanish	1127237	manual_output_funchead_RANDOM2	6.35586113218
Spanish	1165665	manual_output_funchead_RANDOM2	6.36606285368
Spanish	1647382	manual_output_funchead_RANDOM	6.31150968645
Spanish	2056300	manual_output_funchead_RANDOM	6.26880116239
Spanish	2174665	manual_output_funchead_RANDOM	6.29321766659
Spanish	2526955	manual_output_funchead_RANDOM2	6.40188965088
Spanish	3021568	manual_output_funchead_RANDOM	6.29451930669
Spanish	3111535	manual_output_funchead_RANDOM2	6.29621797678
Spanish	3508122133	manual_output_funchead_two_coarse_lambda09_best_large	6.13316883859
Spanish	3696527	manual_output_funchead_RANDOM2	6.27987516576
Spanish	3866756	manual_output_funchead_RANDOM	6.3253204807
Spanish	4047513575	manual_output_funchead_langmod_coarse_best_balanced	6.1465604731
Spanish	4206968	manual_output_funchead_coarse_depl	6.12127057076
Spanish	4303719988	manual_output_funchead_two_coarse_parser_best_balanced	6.19646611082
Spanish	4326519	manual_output_funchead_RANDOM	6.2804832431
Spanish	4594419	manual_output_funchead_ground_coarse_final	6.11747321718
Spanish	517971	manual_output_funchead_RANDOM	6.31676073193
Spanish	5226932	manual_output_funchead_RANDOM2	6.3054532654
Spanish	5679299	manual_output_funchead_RANDOM2	6.35045494523
Spanish	6766058353	manual_output_funchead_two_coarse_lambda09_best_large	6.11725940286
Spanish	7105378	manual_output_funchead_RANDOM	6.28332271085
Spanish	7156847	manual_output_funchead_RANDOM	6.42281633842
Spanish	7603125	manual_output_funchead_RANDOM2	6.41717618518
Spanish	8128962	manual_output_funchead_RANDOM2	6.29049956284
Spanish	8277205	manual_output_funchead_RANDOM2	6.39704767137
Spanish	8835445	manual_output_funchead_RANDOM	6.28982893336
Spanish	9204108	manual_output_funchead_RANDOM2	6.33979762384
Spanish	9679847	manual_output_funchead_RANDOM	6.34579755489
Swedish	1190734	manual_output_funchead_RANDOM2	6.57637802451
Swedish	1289001	manual_output_funchead_RANDOM	6.54352409316
Swedish	2352668	manual_output_funchead_RANDOM	6.60111797982
Swedish	2486520636	manual_output_funchead_langmod_coarse_best_balanced	6.51011839917
Swedish	2542697	manual_output_funchead_RANDOM2	6.52623960787
Swedish	3504455	manual_output_funchead_RANDOM	6.61132812159
Swedish	3553361	manual_output_funchead_RANDOM2	6.58933547001
Swedish	4399820	manual_output_funchead_RANDOM	6.57613475947
Swedish	4797689	manual_output_funchead_RANDOM2	6.60911405268
Swedish	4799515	manual_output_funchead_RANDOM2	6.55456594177
Swedish	4902096	manual_output_funchead_RANDOM2	6.6029821524
Swedish	4919893	manual_output_funchead_RANDOM	6.55013340514
Swedish	5035985	manual_output_funchead_RANDOM2	6.57020172748
Swedish	5305017	manual_output_funchead_RANDOM	6.61890028097
Swedish	5928472	manual_output_funchead_RANDOM	6.61078942481
Swedish	5945751659	manual_output_funchead_two_coarse_lambda09_best_large	6.51276585741
Swedish	6330696	manual_output_funchead_RANDOM2	6.59333991661
Swedish	691847957	manual_output_funchead_two_coarse_parser_best_balanced	6.53122409924
Swedish	7060514	manual_output_funchead_RANDOM	6.56503645794
Swedish	7251671	manual_output_funchead_RANDOM2	6.60366806608
Swedish	7266257	manual_output_funchead_RANDOM2	6.57315423308
Swedish	7609961975	manual_output_funchead_two_coarse_lambda09_best_large	6.47944237174
Swedish	8005853	manual_output_funchead_RANDOM	6.60517128824
Swedish	8596854	manual_output_funchead_RANDOM	6.60408629279
Swedish	8725567	manual_output_funchead_ground_coarse_final	6.4659870196
Swedish	9141734	manual_output_funchead_coarse_depl	6.48881865983
Swedish	9443005	manual_output_funchead_RANDOM2	6.61298465674
Tamil	1107378819	manual_output_funchead_two_coarse_parser_best_balanced	7.1854713259
Tamil	1962296	manual_output_funchead_RANDOM	7.22200237339
Tamil	1976591	manual_output_funchead_RANDOM	7.18559459221
Tamil	2137969	manual_output_funchead_RANDOM2	7.17723131115
Tamil	2279960	manual_output_funchead_RANDOM2	7.21182401455
Tamil	2363465	manual_output_funchead_RANDOM2	7.18777452194
Tamil	2525220	manual_output_funchead_RANDOM	7.20954731121
Tamil	285608	manual_output_funchead_RANDOM2	7.20306199968
Tamil	3234472513	manual_output_funchead_langmod_coarse_best_balanced	7.18887706327
Tamil	3433166	manual_output_funchead_RANDOM	7.21147235382
Tamil	4192998455	manual_output_funchead_two_coarse_lambda09_best_large	7.2080680156
Tamil	5040810	manual_output_funchead_RANDOM2	7.14712327739
Tamil	5098545	manual_output_funchead_ground_coarse_final	7.07122544839
Tamil	5292550	manual_output_funchead_RANDOM	7.16329200899
Tamil	5382477	manual_output_funchead_RANDOM	7.20248260406
Tamil	5437593	manual_output_funchead_RANDOM2	7.18223547909
Tamil	7340130	manual_output_funchead_RANDOM2	7.19609244025
Tamil	7415326	manual_output_funchead_RANDOM	7.23129756542
Tamil	7668504	manual_output_funchead_RANDOM	7.19906215237
Tamil	785076	manual_output_funchead_RANDOM	7.18582480206
Tamil	800383	manual_output_funchead_coarse_depl	7.18127550676
Tamil	8399284	manual_output_funchead_RANDOM2	7.23521742217
Tamil	8711707313	manual_output_funchead_two_coarse_lambda09_best_large	7.21607358921
Tamil	9344861	manual_output_funchead_RANDOM2	7.15631825396
Tamil	9547996	manual_output_funchead_RANDOM2	7.11993069332
Tamil	9651250	manual_output_funchead_RANDOM2	7.16172103806
Tamil	9723700	manual_output_funchead_RANDOM	7.20908332536
Telugu	1206641	manual_output_funchead_RANDOM	4.38244422384
Telugu	186127	manual_output_funchead_RANDOM2	4.37836490536
Telugu	2100047	manual_output_funchead_RANDOM2	4.41699807945
Telugu	2115251	manual_output_funchead_RANDOM2	4.42939484919
Telugu	214896	manual_output_funchead_RANDOM	4.40139403709
Telugu	240743	manual_output_funchead_RANDOM	4.37945808178
Telugu	3215079	manual_output_funchead_RANDOM2	4.41965962565
Telugu	3475905	manual_output_funchead_RANDOM2	4.37378869731
Telugu	3591418	manual_output_funchead_RANDOM	4.40123309993
Telugu	3645273	manual_output_funchead_RANDOM2	4.43718307606
Telugu	3951998013	manual_output_funchead_two_coarse_lambda09_best_large	4.39612876418
Telugu	4818092	manual_output_funchead_coarse_depl	4.30038810881
Telugu	5199296536	manual_output_funchead_two_coarse_parser_best_balanced	4.45120201384
Telugu	5331743	manual_output_funchead_RANDOM	4.4353566373
Telugu	5631934	manual_output_funchead_RANDOM2	4.37624956267
