Language	Model	Type	BigramCE
Finnish	3884796	manual_output_funchead_RANDOM	7.45898416495
Finnish	4028077	manual_output_funchead_RANDOM	7.49739363406
Finnish	4777088	manual_output_funchead_RANDOM	7.54628803252
Finnish	5818753	manual_output_funchead_RANDOM	7.5132650761
Finnish	5993401	manual_output_funchead_coarse_depl	7.45600256782
Finnish	6265190	manual_output_funchead_RANDOM2	7.51885964325
Finnish	6431782	manual_output_funchead_RANDOM	7.49457588917
Finnish	6543769	manual_output_funchead_RANDOM2	7.53119164381
Finnish	7201779	manual_output_funchead_RANDOM2	7.50269539408
Finnish	7474527	manual_output_funchead_RANDOM2	7.49792123838
Finnish	7570029	manual_output_funchead_RANDOM2	7.53620337432
Finnish	8566505	manual_output_funchead_RANDOM	7.5302238741
Finnish	8612658986	manual_output_funchead_two_coarse_parser_best_balanced	7.50408723879
Finnish	9055655	manual_output_funchead_RANDOM2	7.54504519082
Finnish	9092059	manual_output_funchead_RANDOM	7.49961656948
Finnish	944103956	manual_output_funchead_langmod_coarse_best_balanced	7.36238787129
Finnish	9774893	manual_output_funchead_RANDOM	7.5431289537
French	1195248	manual_output_funchead_RANDOM2	5.98208556493
French	1296609	manual_output_funchead_RANDOM2	5.95454679016
French	1804798267	manual_output_funchead_two_coarse_lambda09_best_large	5.70684741463
French	2095779	manual_output_funchead_RANDOM	5.98378910204
French	2192373	manual_output_funchead_RANDOM	5.84246907573
French	2904085	manual_output_funchead_RANDOM	5.97743331231
French	4079769	manual_output_funchead_RANDOM2	5.99765391454
French	4275016	manual_output_funchead_RANDOM2	5.86793757435
French	5419081	manual_output_funchead_RANDOM	5.83795803058
French	5684968	manual_output_funchead_RANDOM2	5.7779987684
French	6403044	manual_output_funchead_RANDOM2	5.86916936749
French	6711492589	manual_output_funchead_two_coarse_parser_best_balanced	5.79093474841
French	6748786	manual_output_funchead_RANDOM2	5.86187053626
French	6768370	manual_output_funchead_RANDOM2	5.92906507174
French	6912153951	manual_output_funchead_two_coarse_lambda09_best_large	5.74024069369
French	7350090	manual_output_funchead_RANDOM2	5.83416811832
French	7371714	manual_output_funchead_RANDOM	5.93865414067
French	7379588	manual_output_funchead_RANDOM2	5.97184582078
French	7590584	manual_output_funchead_RANDOM	5.98580044169
French	7646094	manual_output_funchead_RANDOM	5.98363793148
French	8074509	manual_output_funchead_RANDOM2	5.77323251255
French	8083539524	manual_output_funchead_langmod_coarse_best_balanced	5.679659089
French	8237174	manual_output_funchead_coarse_depl	5.73698668101
French	8462168	manual_output_funchead_RANDOM	5.83080351549
French	8846612	manual_output_funchead_RANDOM	5.88222911199
French	9269015	manual_output_funchead_ground_coarse_final	5.63381363023
Galician	1386664	manual_output_funchead_RANDOM2	6.22869881182
Galician	2284441	manual_output_funchead_ground_coarse_final	6.022589781
Galician	2679141	manual_output_funchead_RANDOM	6.2984829817
Galician	2954501	manual_output_funchead_coarse_depl	6.06325945996
Galician	3352105	manual_output_funchead_RANDOM2	6.15174901623
Galician	3635717	manual_output_funchead_RANDOM2	6.16224658009
Galician	3809034	manual_output_funchead_RANDOM2	6.18133638738
Galician	425182	manual_output_funchead_RANDOM2	6.29794764332
Galician	4442408	manual_output_funchead_RANDOM2	6.1262299871
Galician	5172519	manual_output_funchead_RANDOM	6.18816852922
Galician	5269691	manual_output_funchead_two_coarse_parser_best_balanced	6.13708280137
Galician	5770529	manual_output_funchead_RANDOM	6.11480513875
Galician	5829637116	manual_output_funchead_langmod_coarse_best_balanced	6.0615616228
Galician	671385	manual_output_funchead_RANDOM	6.18363410466
Galician	6844938	manual_output_funchead_RANDOM2	6.2376006147
Galician	6975120	manual_output_funchead_RANDOM	6.31410764655
Galician	7348421	manual_output_funchead_RANDOM	6.17653098292
Galician	737338	manual_output_funchead_RANDOM	6.2818005488
Galician	7866432	manual_output_funchead_RANDOM2	6.25927811397
Galician	7870060	manual_output_funchead_RANDOM2	6.16823310795
Galician	7890732	manual_output_funchead_RANDOM	6.20501112925
Galician	8284063	manual_output_funchead_RANDOM	6.17621841727
Galician	8452358	manual_output_funchead_RANDOM	6.18811115171
Galician	845646266	manual_output_funchead_two_coarse_lambda09_best_large	6.0813669273
Galician	8753749998	manual_output_funchead_two_coarse_lambda09_best_large	6.0701577528
Galician	880883	manual_output_funchead_RANDOM	6.18194372381
Galician	8843039	manual_output_funchead_RANDOM2	6.26825125335
Galician	9077	manual_output_funchead_RANDOM	6.22133814738
Galician	9339641	manual_output_funchead_RANDOM2	6.25873362627
German	127807	manual_output_funchead_RANDOM2	6.69693678773
German	1374342029	manual_output_funchead_two_coarse_parser_best_balanced	6.67206361276
German	1457018	manual_output_funchead_RANDOM	6.71768728985
German	1517665	manual_output_funchead_RANDOM	6.67171127344
German	165412	manual_output_funchead_RANDOM	6.71070343472
German	2359287	manual_output_funchead_RANDOM2	6.70355315075
German	2678929526	manual_output_funchead_langmod_coarse_best_balanced	6.6191424877
German	2706588	manual_output_funchead_RANDOM2	6.74462074803
German	3149012	manual_output_funchead_RANDOM2	6.71302169422
German	3150957569	manual_output_funchead_two_coarse_lambda09_best_large	6.64943404772
German	3332467	manual_output_funchead_RANDOM	6.68747878458
German	3413348	manual_output_funchead_RANDOM	6.73432204898
German	4060848	manual_output_funchead_RANDOM	6.75050940944
German	4097333	manual_output_funchead_RANDOM	6.74672333646
German	4348231	manual_output_funchead_RANDOM2	6.68877438622
German	4379567	manual_output_funchead_RANDOM2	6.75100873214
German	4385782	manual_output_funchead_RANDOM2	6.69594391763
German	4812864	manual_output_funchead_RANDOM2	6.70904300975
German	6258009	manual_output_funchead_RANDOM	6.7165889835
German	6522123	manual_output_funchead_ground_coarse_final	6.62298955035
German	6874951	manual_output_funchead_RANDOM	6.70135921755
German	7233494255	manual_output_funchead_two_coarse_lambda09_best_large	6.58101815541
German	7278095	manual_output_funchead_RANDOM	6.70696010125
German	7752488	manual_output_funchead_RANDOM	6.71786753046
German	7882210	manual_output_funchead_RANDOM2	6.71305959935
German	9103895	manual_output_funchead_coarse_depl	6.59382968993
German	9125700	manual_output_funchead_RANDOM2	6.74107068627
German	9268295	manual_output_funchead_RANDOM2	6.72287337502
German	9353584	manual_output_funchead_RANDOM	6.74304197715
Gothic	1084257	manual_output_funchead_RANDOM2	5.49631782746
Gothic	1096327	manual_output_funchead_ground_coarse_final	5.40553967854
Gothic	1235381	manual_output_funchead_RANDOM2	5.46770171845
Gothic	167687	manual_output_funchead_RANDOM2	5.4588064527
Gothic	1847471	manual_output_funchead_RANDOM	5.46015039881
Gothic	22929	manual_output_funchead_RANDOM	5.44055185557
Gothic	3236267	manual_output_funchead_RANDOM	5.48989270931
Gothic	3566582	manual_output_funchead_RANDOM	5.46778374405
Gothic	4165603	manual_output_funchead_RANDOM	5.47136870621
Gothic	4762537530	manual_output_funchead_two_coarse_lambda09_best_large	5.42389027103
Gothic	5219817	manual_output_funchead_RANDOM	5.49496113055
Gothic	5322140	manual_output_funchead_RANDOM	5.46308467183
Gothic	5385871	manual_output_funchead_RANDOM	5.46279127567
Gothic	561351	manual_output_funchead_RANDOM2	5.48549008196
Gothic	5743670	manual_output_funchead_RANDOM2	5.46655709562
Gothic	6737090998	manual_output_funchead_two_coarse_lambda09_best_large	5.43126215272
Gothic	6753351	manual_output_funchead_RANDOM2	5.48932922145
Gothic	6911921	manual_output_funchead_RANDOM2	5.45703191098
Gothic	6966870	manual_output_funchead_RANDOM2	5.45032947039
Gothic	7302065	manual_output_funchead_RANDOM2	5.44870827075
Gothic	7700882	manual_output_funchead_RANDOM	5.43940672285
Gothic	7898318	manual_output_funchead_RANDOM2	5.52378853057
Gothic	7907315126	manual_output_funchead_langmod_coarse_best_balanced	5.46151561494
Gothic	8240191	manual_output_funchead_RANDOM2	5.51236310841
Gothic	8945601	manual_output_funchead_RANDOM	5.44476733514
Gothic	9203610	manual_output_funchead_coarse_depl	5.4217707234
Gothic	9351871	manual_output_funchead_two_coarse_parser_best_balanced	5.41739651198
Greek	1018939	manual_output_funchead_RANDOM	6.77016079316
Greek	2088069	manual_output_funchead_RANDOM	6.61384840661
Greek	2209324319	manual_output_funchead_two_coarse_lambda09_best_large	6.57928454438
Greek	223509	manual_output_funchead_RANDOM2	6.77159953033
Greek	2378144	manual_output_funchead_RANDOM2	6.76217358964
Greek	2636052	manual_output_funchead_RANDOM2	6.76142530054
Greek	3016595	manual_output_funchead_RANDOM2	6.77388700102
Greek	3473327	manual_output_funchead_ground_coarse_final	6.59416876037
Greek	4247095	manual_output_funchead_RANDOM2	6.81105270326
Greek	4359966	manual_output_funchead_RANDOM	6.76727182758
Greek	4504500	manual_output_funchead_RANDOM2	6.83121226925
Greek	457138	manual_output_funchead_RANDOM2	6.80538865925
Greek	5070419	manual_output_funchead_RANDOM	6.63641156774
Greek	5262629	manual_output_funchead_RANDOM	6.67000749218
Greek	5612061	manual_output_funchead_RANDOM	6.79980857694
Greek	5980328342	manual_output_funchead_two_coarse_parser_best_balanced	6.69259553224
Greek	6010862	manual_output_funchead_RANDOM2	6.82945998824
Greek	6796608	manual_output_funchead_coarse_depl	6.69263307738
Greek	727978	manual_output_funchead_RANDOM	6.76816695109
Greek	7542940	manual_output_funchead_RANDOM	6.63549895313
Greek	7558825885	manual_output_funchead_langmod_coarse_best_balanced	6.5964111374
Greek	8160082	manual_output_funchead_RANDOM	6.63372310887
Greek	8446570	manual_output_funchead_RANDOM	6.74787123022
Greek	8881906	manual_output_funchead_RANDOM2	6.77762772491
Greek	9424475	manual_output_funchead_RANDOM2	6.62870701146
Greek	9656132	manual_output_funchead_RANDOM2	6.61015958693
Greek	9770309800	manual_output_funchead_two_coarse_lambda09_best_large	6.58990403416
Hebrew	1294564	manual_output_funchead_RANDOM	6.42629135861
Hebrew	1441211	manual_output_funchead_RANDOM	6.3202754122
Hebrew	2058634	manual_output_funchead_RANDOM2	6.35340704213
Hebrew	2403537206	manual_output_funchead_langmod_coarse_best_balanced	6.24871706843
Hebrew	3053545950	manual_output_funchead_two_coarse_parser_best_balanced	6.30433753295
Hebrew	3140882	manual_output_funchead_RANDOM	6.40479975749
Hebrew	3390282	manual_output_funchead_RANDOM2	6.4001832915
Hebrew	3400921	manual_output_funchead_coarse_depl	6.27531398467
Hebrew	3725641	manual_output_funchead_RANDOM2	6.32180067187
Hebrew	378197	manual_output_funchead_RANDOM	6.42782360015
Hebrew	3800486	manual_output_funchead_RANDOM2	6.43210031925
Hebrew	4095911	manual_output_funchead_RANDOM	6.36057870966
Hebrew	4575624	manual_output_funchead_RANDOM2	6.39128146143
Hebrew	4668070	manual_output_funchead_RANDOM2	6.3069157558
Hebrew	5306785	manual_output_funchead_RANDOM2	6.33360380939
Hebrew	5764264925	manual_output_funchead_two_coarse_lambda09_best_large	6.28143833955
Hebrew	643621124	manual_output_funchead_two_coarse_lambda09_best_large	6.24504546636
Hebrew	6604678	manual_output_funchead_RANDOM	6.35560078729
Hebrew	6648342	manual_output_funchead_RANDOM2	6.33212338327
Hebrew	7767975	manual_output_funchead_RANDOM	6.41802408777
Hebrew	7848309	manual_output_funchead_RANDOM	6.34384350433
Hebrew	8163176	manual_output_funchead_RANDOM	6.32751637502
Hebrew	8334981	manual_output_funchead_RANDOM	6.33222593175
Hebrew	8345414	manual_output_funchead_RANDOM2	6.33870578856
Hebrew	9010571	manual_output_funchead_RANDOM	6.33478115252
Hebrew	956211	manual_output_funchead_RANDOM2	6.35618466287
Hebrew	9783889	manual_output_funchead_ground_coarse_final	6.26436412908
Hebrew	9894899	manual_output_funchead_RANDOM2	6.35414688796
Hindi	198684	manual_output_funchead_RANDOM	5.62530015433
Hindi	1987011	manual_output_funchead_ground_coarse_final	5.41189682468
Hindi	2058436	manual_output_funchead_RANDOM2	5.65347189118
Hindi	2295746	manual_output_funchead_RANDOM2	5.77675382515
Hindi	2377597	manual_output_funchead_RANDOM2	5.76351547785
Hindi	2624977	manual_output_funchead_RANDOM2	5.69492359392
Hindi	2868111645	manual_output_funchead_two_coarse_lambda09_best_large	5.43309296993
Hindi	3231149	manual_output_funchead_RANDOM2	5.68890561522
Hindi	4405342	manual_output_funchead_RANDOM	5.66259975269
Hindi	514719	manual_output_funchead_RANDOM2	5.64639506336
Hindi	5208902332	manual_output_funchead_langmod_coarse_best_balanced	5.4911284893
Hindi	5356763	manual_output_funchead_RANDOM2	5.68855119362
Hindi	5467911	manual_output_funchead_RANDOM2	5.6995404015
Hindi	5469148	manual_output_funchead_RANDOM2	5.71846694526
Hindi	612057196	manual_output_funchead_two_coarse_lambda09_best_large	5.38683534183
Hindi	638179	manual_output_funchead_coarse_depl	5.43941177625
Hindi	6823438	manual_output_funchead_RANDOM2	5.71969581673
Hindi	720142	manual_output_funchead_RANDOM	5.77040404336
Hindi	7523854	manual_output_funchead_RANDOM	5.58986105793
Hindi	7568152	manual_output_funchead_RANDOM	5.63563294753
Hindi	7675472	manual_output_funchead_RANDOM	5.63642225213
Hindi	8238226	manual_output_funchead_RANDOM	5.68002002803
Hindi	8676522	manual_output_funchead_RANDOM2	5.64412770674
Hindi	8898506	manual_output_funchead_RANDOM	5.69984624872
Hindi	914237	manual_output_funchead_RANDOM	5.7501920079
Hindi	9548173	manual_output_funchead_RANDOM	5.75698788202
Hindi	9749585504	manual_output_funchead_two_coarse_parser_best_balanced	5.6100430784
Hungarian	1593345	manual_output_funchead_RANDOM2	7.88712463344
Hungarian	1920622	manual_output_funchead_ground_coarse_final	7.8155973877
Hungarian	225670	manual_output_funchead_RANDOM	7.86732901252
Hungarian	2312178	manual_output_funchead_RANDOM	7.93607641581
Hungarian	2364578	manual_output_funchead_RANDOM	7.85830936869
Hungarian	3174480	manual_output_funchead_RANDOM2	7.90454939174
Hungarian	3530187	manual_output_funchead_RANDOM	7.91447451927
Hungarian	4127596	manual_output_funchead_RANDOM2	7.86147899413
Hungarian	4696208851	manual_output_funchead_two_coarse_parser_best_balanced	7.93559684027
Hungarian	5101733	manual_output_funchead_RANDOM	7.88751321753
Hungarian	5132174	manual_output_funchead_RANDOM2	7.95247736007
Hungarian	5376928	manual_output_funchead_RANDOM2	7.89579874487
Hungarian	5399698	manual_output_funchead_RANDOM	7.89980642852
Hungarian	5786187046	manual_output_funchead_two_coarse_lambda09_best_large	7.90506866289
Hungarian	6423369	manual_output_funchead_RANDOM	7.92908868354
Hungarian	6523716726	manual_output_funchead_langmod_coarse_best_balanced	7.90870192177
Hungarian	6596261	manual_output_funchead_coarse_depl	7.8898831873
Hungarian	7886576	manual_output_funchead_RANDOM2	7.85591370115
Hungarian	7906427	manual_output_funchead_RANDOM	7.90196369348
Hungarian	8373282	manual_output_funchead_RANDOM2	7.85236214368
Hungarian	8447318	manual_output_funchead_RANDOM2	7.87618794758
Hungarian	8511116	manual_output_funchead_RANDOM2	7.90559419317
Hungarian	9070146	manual_output_funchead_RANDOM	7.9057117676
Hungarian	937466	manual_output_funchead_RANDOM2	7.92182080583
Hungarian	9551466	manual_output_funchead_RANDOM2	7.92152175916
Hungarian	9615205925	manual_output_funchead_two_coarse_lambda09_best_large	7.92561048302
Indonesian	1071848	manual_output_funchead_RANDOM	7.32323763456
Indonesian	145965	manual_output_funchead_RANDOM2	7.23870185044
Indonesian	1550386	manual_output_funchead_RANDOM	7.26048557476
Indonesian	172546	manual_output_funchead_RANDOM2	7.32347005113
Indonesian	2007155	manual_output_funchead_RANDOM	7.28839914295
Indonesian	241325047	manual_output_funchead_two_coarse_parser_best_balanced	7.18020566216
Indonesian	2876099	manual_output_funchead_RANDOM2	7.29269482876
Indonesian	3069481	manual_output_funchead_RANDOM	7.2517887907
Indonesian	3375856929	manual_output_funchead_two_coarse_lambda09_best_large	7.25190433321
Indonesian	3473260	manual_output_funchead_RANDOM2	7.30918214455
Indonesian	3564332	manual_output_funchead_ground_coarse_final	7.15443870229
Indonesian	4347028	manual_output_funchead_RANDOM	7.28182305713
Indonesian	4418369424	manual_output_funchead_two_coarse_lambda09_best_large	7.24543036053
Indonesian	4664742886	manual_output_funchead_langmod_coarse_best_balanced	7.2269120232
Indonesian	5279689	manual_output_funchead_RANDOM	7.25820401994
Indonesian	5408252	manual_output_funchead_coarse_depl	7.19124750434
Indonesian	5854236	manual_output_funchead_RANDOM2	7.26430925504
Indonesian	6171698	manual_output_funchead_RANDOM2	7.25900410246
Indonesian	6436040	manual_output_funchead_RANDOM	7.27182487464
Indonesian	6748199	manual_output_funchead_RANDOM	7.29303053315
Indonesian	7469332	manual_output_funchead_RANDOM	7.2740722862
Indonesian	7569083	manual_output_funchead_RANDOM2	7.32383167917
Indonesian	8241904	manual_output_funchead_RANDOM2	7.25282402119
Indonesian	8332400	manual_output_funchead_RANDOM	7.31813035394
Indonesian	8616895	manual_output_funchead_RANDOM	7.2692136255
Indonesian	9080836	manual_output_funchead_RANDOM2	7.36358617721
Indonesian	9210919	manual_output_funchead_RANDOM2	7.2348325641
Indonesian	9933441	manual_output_funchead_RANDOM2	7.25471828227
Irish	1580489262	manual_output_funchead_langmod_coarse_best_balanced	6.99274229456
Irish	1616842	manual_output_funchead_RANDOM2	6.93431346552
Irish	162808	manual_output_funchead_RANDOM2	6.92191404242
Irish	1990197	manual_output_funchead_RANDOM	6.95967254059
Irish	2000687	manual_output_funchead_RANDOM	6.92858729006
Irish	2102445	manual_output_funchead_RANDOM	6.94285436301
Irish	2500188	manual_output_funchead_RANDOM	6.9197945059
Irish	2656745	manual_output_funchead_RANDOM	6.92488865738
Irish	3178825	manual_output_funchead_RANDOM2	6.91101589329
Irish	3255777	manual_output_funchead_RANDOM2	6.96895721136
Irish	3404348	manual_output_funchead_RANDOM2	6.9175676928
Irish	3719763	manual_output_funchead_coarse_depl	6.93325825649
Irish	4090400	manual_output_funchead_RANDOM	6.99121624185
Irish	4182437	manual_output_funchead_RANDOM2	6.97358255806
Irish	4375942	manual_output_funchead_RANDOM2	6.89523946285
Irish	4443173	manual_output_funchead_RANDOM	6.90439184659
Irish	4619624644	manual_output_funchead_two_coarse_lambda09_best_large	6.97288745981
Irish	5715619308	manual_output_funchead_two_coarse_parser_best_balanced	6.94292633219
Irish	5766495	manual_output_funchead_RANDOM2	6.94328874246
Irish	6195122992	manual_output_funchead_two_coarse_lambda09_best_large	6.94990989823
Irish	633872	manual_output_funchead_RANDOM2	6.91545731927
Irish	6409189	manual_output_funchead_RANDOM	6.94510002734
Irish	670030	manual_output_funchead_RANDOM2	6.95283059398
Irish	6827777	manual_output_funchead_RANDOM2	6.9359334548
Irish	8959913	manual_output_funchead_RANDOM	6.9553983774
Irish	910807	manual_output_funchead_ground_coarse_final	6.89429242963
Irish	9310317	manual_output_funchead_RANDOM	6.90085098414
Irish	9568326	manual_output_funchead_RANDOM	6.9421558683
Irish	9783942	manual_output_funchead_RANDOM2	6.95720575311
Italian	1481257	manual_output_funchead_RANDOM2	6.17788344606
Italian	2586367	manual_output_funchead_coarse_depl	6.0268263142
Italian	2594725024	manual_output_funchead_langmod_coarse_best_balanced	5.99759301578
Italian	3137551	manual_output_funchead_RANDOM2	6.20739978541
Italian	3185031035	manual_output_funchead_two_coarse_lambda09_best_large	6.02079269031
Italian	3798371	manual_output_funchead_RANDOM	6.23380972057
Italian	4193693	manual_output_funchead_RANDOM2	6.25518792022
Italian	4391403	manual_output_funchead_RANDOM2	6.14750726454
Italian	4392378	manual_output_funchead_RANDOM	6.22192033088
Italian	4411633	manual_output_funchead_ground_coarse_final	6.00569678259
Italian	4433100	manual_output_funchead_RANDOM	6.24339986247
Italian	4629945	manual_output_funchead_RANDOM	6.23119602622
Italian	5141009	manual_output_funchead_RANDOM2	6.2253493893
Italian	5272100	manual_output_funchead_RANDOM2	6.14818811364
Italian	569499	manual_output_funchead_RANDOM	6.1916954452
Italian	5936490	manual_output_funchead_RANDOM2	6.22437317122
Italian	6009863	manual_output_funchead_RANDOM	6.20922707322
Italian	7740225	manual_output_funchead_RANDOM2	6.13311180343
Italian	7816457	manual_output_funchead_RANDOM2	6.19332490919
Italian	7952823	manual_output_funchead_RANDOM2	6.25226836336
Italian	8560492	manual_output_funchead_RANDOM	6.14418763771
Italian	9363890371	manual_output_funchead_two_coarse_lambda09_best_large	6.07725824905
Italian	936402650	manual_output_funchead_two_coarse_parser_best_balanced	6.07444606617
Italian	9704152	manual_output_funchead_RANDOM2	6.12717769812
Japanese	1309780	manual_output_funchead_RANDOM	6.17604271785
Japanese	1441803	manual_output_funchead_RANDOM	6.18828108563
Japanese	1461148279	manual_output_funchead_two_coarse_lambda09_best_large	5.97354414456
Japanese	1617144	manual_output_funchead_RANDOM2	6.20364368022
Japanese	1634318	manual_output_funchead_RANDOM	6.2421439635
Japanese	189216316	manual_output_funchead_langmod_coarse_best_balanced	6.11658378533
Japanese	2491061	manual_output_funchead_RANDOM	6.17905317539
Japanese	313937142	manual_output_funchead_two_coarse_lambda09_best_large	6.03080800479
Japanese	3679914	manual_output_funchead_ground_coarse_final	5.95533030065
Japanese	3792904	manual_output_funchead_RANDOM	6.17975044588
Japanese	4521564	manual_output_funchead_RANDOM2	6.22025580602
Japanese	5139599	manual_output_funchead_RANDOM2	6.13828178597
Japanese	5741797	manual_output_funchead_RANDOM2	6.22591146769
Japanese	6152468146	manual_output_funchead_two_coarse_parser_best_balanced	6.01194453649
Japanese	6167037	manual_output_funchead_RANDOM2	6.2063653652
Japanese	6836023	manual_output_funchead_RANDOM2	6.17767949307
Japanese	7123376	manual_output_funchead_RANDOM	6.19512498843
Japanese	7296019	manual_output_funchead_coarse_depl	5.9952692893
Japanese	7361008	manual_output_funchead_RANDOM2	6.16221614552
Japanese	7449510	manual_output_funchead_RANDOM	6.13781131286
Japanese	7556058	manual_output_funchead_RANDOM2	6.17077248846
Japanese	8416264	manual_output_funchead_RANDOM	6.25261377011
Japanese	8893198	manual_output_funchead_RANDOM2	6.18902237068
Japanese	9038029	manual_output_funchead_RANDOM2	6.1912786583
Japanese	9077650	manual_output_funchead_RANDOM2	6.1653982748
Japanese	9439753	manual_output_funchead_RANDOM	6.18110815435
Japanese	983555	manual_output_funchead_RANDOM2	6.1771000023
Korean	1996052	manual_output_funchead_RANDOM	9.01245669567
Korean	2203876	manual_output_funchead_RANDOM2	9.00703579626
Korean	314498	manual_output_funchead_coarse_depl	8.92505751542
Korean	3175764	manual_output_funchead_RANDOM	8.97760633462
Korean	3511541	manual_output_funchead_RANDOM	8.97391117721
Korean	3872515	manual_output_funchead_RANDOM	9.00667257794
Korean	4226165	manual_output_funchead_RANDOM	8.98139789503
Korean	4262227409	manual_output_funchead_two_coarse_parser_best_balanced	8.9393032397
Korean	4417633	manual_output_funchead_RANDOM2	8.99026209565
Korean	5361130	manual_output_funchead_RANDOM2	8.92626565605
Korean	5508717	manual_output_funchead_RANDOM2	8.9936333491
Korean	5850078	manual_output_funchead_RANDOM	8.9780796786
Korean	6046118	manual_output_funchead_RANDOM2	8.99941389304
Korean	6350508	manual_output_funchead_RANDOM	8.99080264046
Korean	6758647	manual_output_funchead_RANDOM	8.97704499479
Korean	6919521	manual_output_funchead_RANDOM2	9.00345530653
Korean	7169100329	manual_output_funchead_two_coarse_lambda09_best_large	8.90808309634
Korean	7608124	manual_output_funchead_RANDOM	9.01950729474
Korean	8074268	manual_output_funchead_RANDOM2	8.99529593762
Korean	8484480	manual_output_funchead_RANDOM2	9.01399192714
Korean	8498532	manual_output_funchead_ground_coarse_final	8.80102694151
Korean	8604925	manual_output_funchead_RANDOM2	8.98782500936
Korean	8621284411	manual_output_funchead_two_coarse_lambda09_best_large	8.90204661408
Korean	8927512	manual_output_funchead_RANDOM2	8.97858832675
Korean	9186542	manual_output_funchead_RANDOM	8.97896289444
Korean	9579769	manual_output_funchead_RANDOM	9.00130900742
Korean	9614101303	manual_output_funchead_langmod_coarse_best_balanced	8.83551670821
Korean	9668329	manual_output_funchead_RANDOM2	8.93131961496
Latin	1101535	manual_output_funchead_RANDOM	6.77972088926
Latin	1531454	manual_output_funchead_RANDOM2	6.76933667973
Latin	1542884737	manual_output_funchead_two_coarse_lambda09_best_large	6.66751373144
Latin	222926	manual_output_funchead_RANDOM	6.77736519016
Latin	2656191	manual_output_funchead_RANDOM2	6.76156798601
Latin	3645397	manual_output_funchead_RANDOM	6.77383753761
Latin	3982431	manual_output_funchead_RANDOM2	6.78432368497
Latin	3985777	manual_output_funchead_coarse_depl	6.67271904503
Latin	425892	manual_output_funchead_RANDOM2	6.74211845484
Latin	4331579	manual_output_funchead_RANDOM	6.75185464533
Latin	489098	manual_output_funchead_RANDOM2	6.74470735117
Latin	5053937	manual_output_funchead_RANDOM2	6.76917565814
Latin	5522546	manual_output_funchead_RANDOM	6.77595947405
Latin	5701465	manual_output_funchead_RANDOM	6.75324417124
Latin	5893160314	manual_output_funchead_langmod_coarse_best_balanced	6.68326903201
Latin	6801994	manual_output_funchead_ground_coarse_final	6.71081374439
Latin	7255633	manual_output_funchead_RANDOM2	6.74402471111
Latin	7604711832	manual_output_funchead_two_coarse_parser_best_balanced	6.70303167143
Latin	7858272	manual_output_funchead_RANDOM	6.74503565476
Latin	7928695	manual_output_funchead_RANDOM2	6.77993501486
Latin	8239276	manual_output_funchead_RANDOM2	6.7547578576
Latin	8298287341	manual_output_funchead_two_coarse_lambda09_best_large	6.73344100863
Latin	8369834	manual_output_funchead_RANDOM	6.76801505734
Latin	8858368	manual_output_funchead_RANDOM2	6.76946558969
Latin	9059505	manual_output_funchead_RANDOM2	6.73942193802
Latin	9511169	manual_output_funchead_RANDOM2	6.77669824273
Latin	9804217	manual_output_funchead_RANDOM	6.78925401184
Latvian	112566049	manual_output_funchead_two_coarse_parser_best_balanced	7.35592817822
Latvian	1362076	manual_output_funchead_RANDOM2	7.37067578401
Latvian	1764063	manual_output_funchead_RANDOM	7.37138074344
Latvian	2453933183	manual_output_funchead_two_coarse_lambda09_best_large	7.3573154361
Latvian	2611045	manual_output_funchead_RANDOM	7.41398843176
Latvian	2818837	manual_output_funchead_ground_coarse_final	7.38736231082
Latvian	3492553	manual_output_funchead_RANDOM2	7.38727892432
Latvian	3776714	manual_output_funchead_RANDOM2	7.39465775585
Latvian	3902501904	manual_output_funchead_two_coarse_lambda09_best_large	7.35136346666
Latvian	4009105	manual_output_funchead_RANDOM	7.4043229445
Latvian	4071286	manual_output_funchead_RANDOM	7.39296657095
Latvian	4504611	manual_output_funchead_RANDOM	7.37277374594
Latvian	4565099	manual_output_funchead_RANDOM2	7.37187144066
Latvian	4600986	manual_output_funchead_RANDOM	7.39063478993
Latvian	4861625	manual_output_funchead_RANDOM	7.37847434309
Latvian	5062141	manual_output_funchead_RANDOM2	7.39702516173
Latvian	5238843	manual_output_funchead_RANDOM2	7.36059574771
Latvian	6641557	manual_output_funchead_RANDOM2	7.40573034045
Latvian	6868371	manual_output_funchead_RANDOM	7.37331278988
Latvian	6872334	manual_output_funchead_RANDOM	7.36973634451
Latvian	6893232	manual_output_funchead_RANDOM2	7.40395235863
Latvian	7334438	manual_output_funchead_RANDOM2	7.37468754521
Latvian	7689457	manual_output_funchead_RANDOM	7.35405613035
Latvian	8353964	manual_output_funchead_coarse_depl	7.37163786062
Latvian	8746308	manual_output_funchead_RANDOM	7.38385402642
Latvian	8777560	manual_output_funchead_RANDOM2	7.40962333956
Latvian	9550416	manual_output_funchead_RANDOM2	7.37452691911
Latvian	9859590518	manual_output_funchead_langmod_coarse_best_balanced	7.36844385155
Lithuanian	1225633	manual_output_funchead_RANDOM2	7.15260919791
Lithuanian	2116044	manual_output_funchead_RANDOM	7.11063011899
Lithuanian	2201008	manual_output_funchead_RANDOM2	7.1259045878
Lithuanian	2442088	manual_output_funchead_RANDOM	7.16304154979
Lithuanian	257509430	manual_output_funchead_two_coarse_lambda09_best_large	7.14870956329
