Language	Model	Type	UAS	Pars
Swedish	4799515	manual_output_funchead_RANDOM2	0.797608446762	0.9800774337721403
Vietnamese	8876442	manual_output_funchead_RANDOM2	0.567778566359	1.7002257081493697
Basque	4634998	manual_output_funchead_RANDOM2	0.744434416366	1.2496400096069318
Slovak	8035392	manual_output_funchead_RANDOM2	0.790605918271	0.8473447732042964
Portuguese	709947	manual_output_funchead_RANDOM2	0.824333360079	0.7360981388449009
Basque	515964	manual_output_funchead_RANDOM2	0.70261732852	1.320540060157332
Latvian	8777560	manual_output_funchead_RANDOM2	0.638181649847	1.674903897154873
Hindi	3231149	manual_output_funchead_RANDOM2	0.833693633347	0.657467052459833
Finnish	7570029	manual_output_funchead_RANDOM2	0.730453238395	1.1166267051984722
Portuguese	4625696	manual_output_funchead_RANDOM2	0.832785043729	0.6486774880291881
Portuguese	4625696	manual_output_funchead_RANDOM2	0.830832597823	0.6609447176781854
Danish	5492605	manual_output_funchead_RANDOM2	0.795040768458	0.9070350519840935
German	4379567	manual_output_funchead_RANDOM2	0.853267455952	0.7023912025812655
Slovenian	1636524	manual_output_funchead_RANDOM2	0.798308123764	0.9758030392867023
Tamil	5437593	manual_output_funchead_RANDOM2	0.567084078712	2.005194522400448
German	9268295	manual_output_funchead_RANDOM2	0.83285168267	0.7040658823383859
Hungarian	8511116	manual_output_funchead_RANDOM2	0.697303798737	1.3569310188675807
Japanese	8893198	manual_output_funchead_RANDOM2	0.716962998558	1.0308195807852463
Afrikaans	8495320	manual_output_funchead_RANDOM2	0.767470881864	0.9750706398249069
Serbian	7051701	manual_output_funchead_RANDOM2	0.716147308782	1.158559622832128
Marathi	4081765	manual_output_funchead_RANDOM2	0.739766081871	1.550144502293994
Telugu	2100047	manual_output_funchead_RANDOM2	0.843930635838	0.8349054847379181
Russian	8905886	manual_output_funchead_RANDOM2	0.755417046145	1.088767920570413
German	4812864	manual_output_funchead_RANDOM2	0.828004101799	0.7594755362839805
Catalan	7387475	manual_output_funchead_RANDOM2	0.818117591648	0.7618502817825167
Serbian	8679738	manual_output_funchead_RANDOM2	0.770764872521	1.0834245570455665
Romanian	7040208	manual_output_funchead_RANDOM2	0.708190322364	1.2187799871493352
Serbian	1239530	manual_output_funchead_RANDOM2	0.740169971671	1.1911734969757772
Tamil	5040810	manual_output_funchead_RANDOM2	0.603756708408	1.947521904073589
Indonesian	5854236	manual_output_funchead_RANDOM2	0.67440112729	1.363803437574753
Old_Church_Slavonic	6736621	manual_output_funchead_RANDOM2	0.78900990099	1.0644158736077867
Slovak	4487977	manual_output_funchead_RANDOM2	0.7771723814	0.884707882472639
Telugu	9969321	manual_output_funchead_RANDOM2	0.809248554913	0.9083153687001193
Vietnamese	581652	manual_output_funchead_RANDOM2	0.607421676975	1.6476943700052258
Portuguese	7802202	manual_output_funchead_RANDOM2	0.849527936024	0.6405904592940742
Portuguese	3466829	manual_output_funchead_RANDOM2	0.828371981064	0.6871620116708986
Danish	9636456	manual_output_funchead_RANDOM2	0.797162962136	0.8978609272345316
Catalan	3537777	manual_output_funchead_RANDOM2	0.830755946307	0.7242108812927498
Czech	6060015	manual_output_funchead_RANDOM2	0.804058226192	0.80087801926424
Irish	9783942	manual_output_funchead_RANDOM2	0.460053262317	2.752529193177204
Russian	4920079	manual_output_funchead_RANDOM2	0.729223588342	1.137844369049525
Hindi	5469148	manual_output_funchead_RANDOM2	0.79344152483	0.7793617767941098
Greek	9656132	manual_output_funchead_RANDOM2	0.787324542748	0.8970603307527666
Afrikaans	3679528	manual_output_funchead_RANDOM2	0.80615640599	0.949755013980802
Ancient_Greek	3091780	manual_output_funchead_RANDOM2	0.777731280825	1.0425046033040413
Japanese	983555	manual_output_funchead_RANDOM2	0.710716001922	1.0425247361601573
