Language	Model	Type	Surp	FullSurp
Afrikaans	1069531	manual_output_funchead_RANDOM5	6.526175417172843	9.302910930857559
Afrikaans	1082594	manual_output_funchead_RANDOM5	6.511081348913237	9.14319147000647
Afrikaans	1095608	manual_output_funchead_RANDOM5	6.512381477201844	9.277305384024949
Afrikaans	1185089	manual_output_funchead_RANDOM5	6.546271688821545	9.247189422884036
Afrikaans	4361425	manual_output_funchead_RANDOM5	6.488071676954056	9.150375415232535
Afrikaans	5750220	manual_output_funchead_RANDOM5	6.461273820432898	9.1446394233985
Afrikaans	8004203	manual_output_funchead_RANDOM5	6.569567713633631	9.330037443500212
Afrikaans	8438804	manual_output_funchead_RANDOM5	6.49650964596397	9.200484619943719
Afrikaans	9311446	manual_output_funchead_RANDOM5	6.922130968369585	9.840302715972603
Afrikaans	9505671	manual_output_funchead_RANDOM5	6.4895945784634455	9.152013126910813
Afrikaans	9615405	manual_output_funchead_RANDOM5	6.436643104699754	9.141204849451563
Ancient_Greek	2039748	manual_output_funchead_RANDOM5	7.434470354318154	10.639830790688295
Ancient_Greek	3144874	manual_output_funchead_RANDOM5	7.377196023232766	10.519674462653597
Ancient_Greek	4125321	manual_output_funchead_RANDOM5	7.345817628138985	10.46692336695061
Ancient_Greek	4540601	manual_output_funchead_RANDOM5	7.350531294506744	10.442274053266656
Ancient_Greek	4582552	manual_output_funchead_RANDOM5	7.343307211553797	10.450316402292621
Ancient_Greek	5752770	manual_output_funchead_RANDOM5	7.3560929161933055	10.499806023890116
Ancient_Greek	7307328	manual_output_funchead_RANDOM5	7.370288390162008	10.547243059803407
Ancient_Greek	7327094	manual_output_funchead_RANDOM5	7.441931374978341	10.664999759541143
Ancient_Greek	7412033	manual_output_funchead_RANDOM5	7.326852241865817	10.486429580573358
Ancient_Greek	8208634	manual_output_funchead_RANDOM5	7.4171661071310995	10.570095586385252
Ancient_Greek	8657852	manual_output_funchead_RANDOM5	7.3782482607418105	10.52979099017341
Arabic	1822678	manual_output_funchead_RANDOM5	7.169958101878738	10.42694862370218
Arabic	1865607	manual_output_funchead_RANDOM5	7.140297164855663	10.290249406481351
Arabic	2087923	manual_output_funchead_RANDOM5	7.0530826498215315	10.287869544705936
Arabic	3669887	manual_output_funchead_RANDOM5	7.3469344490174615	10.627002548235685
Arabic	4144298	manual_output_funchead_RANDOM5	7.237910079578058	10.471004988614672
Arabic	48450	manual_output_funchead_RANDOM5	7.172819031313539	10.403510127342045
Arabic	5340771	manual_output_funchead_RANDOM5	7.129744486237685	10.36823848149162
Arabic	6281149	manual_output_funchead_RANDOM5	7.546505665712175	11.114186640923618
Arabic	7459069	manual_output_funchead_RANDOM5	7.238428417878911	10.40968705732679
Arabic	9345509	manual_output_funchead_RANDOM5	7.258342280352498	10.519465090705348
Arabic	9377512	manual_output_funchead_RANDOM5	7.245557462269405	10.512381029691337
Basque	1292181	manual_output_funchead_RANDOM5	8.513010293015686	8.513027875980667
Basque	1577881	manual_output_funchead_RANDOM5	8.413738274768583	8.413758837537442
Basque	3087646	manual_output_funchead_RANDOM5	8.39237152529759	8.392391939016784
Basque	3139519	manual_output_funchead_RANDOM5	8.329922686166027	8.329959468312614
Basque	3549060	manual_output_funchead_RANDOM5	8.370437434582737	8.37046688809801
