Language	Model	Type	UAS	Pars	LAS	ParsU
Belarusian	7359258414	manual_output_funchead_two_coarse_lambda09_best_large	0.679748822606	1.6040629659380232	0.631083202512	1.1091221280898929
Ancient_Greek	2464717213	manual_output_funchead_two_coarse_lambda09_best_large	0.837662531759	0.9063377555612847	0.754237034823	0.535998405253579
Portuguese	5008733344	manual_output_funchead_two_coarse_lambda09_best_large	0.882104362246	0.5642532671396053	0.834336302121	0.3753858469527264
Hebrew	5764264925	manual_output_funchead_two_coarse_lambda09_best_large	0.839762022806	0.8264979537430528	0.781755081805	0.5364610045040132
Croatian	3321068676	manual_output_funchead_two_coarse_lambda09_best_large	0.812630601347	0.8716760097241201	0.763872765266	0.6043325977496674
Slovak	8768895670	manual_output_funchead_two_coarse_lambda09_best_large	0.847158290277	0.6888847648677494	0.813433536872	0.4853194847751974
Romanian	576616091	manual_output_funchead_two_coarse_lambda09_best_large	0.811763914126	0.9372086627894611	0.752136752137	0.635606449042991
Tamil	8711707313	manual_output_funchead_two_coarse_lambda09_best_large	0.651890667093	1.76589682743	0.590160517775	1.158411349
French	1804798267	manual_output_funchead_two_coarse_lambda09_best_large	0.885767886513	0.546931999761	0.847553453947	0.3805381597822385
Marathi	3114572312	manual_output_funchead_two_coarse_lambda09_best_large	0.766081871345	1.420490540956196	0.669590643275	0.7284202589626201
Estonian	1640027993	manual_output_funchead_two_coarse_lambda09_best_large	0.804684808818	0.9071908447879069	0.731771730394	0.5914479460490668
Spanish	6766058353	manual_output_funchead_two_coarse_lambda09_best_large	0.870571587406	0.6293007326870818	0.827614090059	0.4300996555747719
Irish	6195122992	manual_output_funchead_two_coarse_lambda09_best_large	0.500575855931	2.4466145367363263	0.453460370642	1.792585489051203
Swedish	7609961975	manual_output_funchead_two_coarse_lambda09_best_large	0.849001399313	0.8254287245138827	0.792180808209	0.5251167595843972
Norwegian	7046681945	manual_output_funchead_two_coarse_lambda09_best_large	0.881484901065	0.6445723017398204	0.842579474363	0.3824513807121162
Latvian	3902501904	manual_output_funchead_two_coarse_lambda09_best_large	0.720859179706	1.4555052716073564	0.628275159707	0.9716288305031967
Hebrew	643621124	manual_output_funchead_two_coarse_lambda09_best_large	0.829350520575	0.875293653296195	0.764303420922	0.5613343580087105
Basque	657083143	manual_output_funchead_two_coarse_lambda09_best_large	0.767498997192	1.1345994927966352	0.672934215804	0.7129979094813925
