Language	Model	Type	Surp	FullSurp
Swedish	4799515	manual_output_funchead_RANDOM2	6.968242814072468	9.87681848100955
Vietnamese	8876442	manual_output_funchead_RANDOM2	7.6971452031913445	9.784438243178679
Basque	4634998	manual_output_funchead_RANDOM2	8.308266308759489	8.308290461859395
Slovak	8035392	manual_output_funchead_RANDOM2	9.309903673142433	13.691419788412558
Portuguese	709947	manual_output_funchead_RANDOM2	6.273167254884027	8.395715962498507
Basque	515964	manual_output_funchead_RANDOM2	8.399210606887523	8.399229480166612
Latvian	8777560	manual_output_funchead_RANDOM2	8.646261925442365	13.628745241930494
Hindi	3231149	manual_output_funchead_RANDOM2	5.942956973022932	7.49184943703893
Finnish	7570029	manual_output_funchead_RANDOM2	8.051016895812037	10.863368388204876
Portuguese	4625696	manual_output_funchead_RANDOM2	6.393416463007194	8.654991315594616
Danish	5492605	manual_output_funchead_RANDOM2	7.301613551563258	7.301632912910795
German	4379567	manual_output_funchead_RANDOM2	7.235289089180556	9.406560598059782
Slovenian	1636524	manual_output_funchead_RANDOM2	7.555888286315018	11.464964404185983
Tamil	5437593	manual_output_funchead_RANDOM2	9.053680918084488	13.011702324282078
German	9268295	manual_output_funchead_RANDOM2	7.333158071790936	9.507938686916832
Hungarian	8511116	manual_output_funchead_RANDOM2	8.604907629092853	8.604975264972003
Japanese	8893198	manual_output_funchead_RANDOM2	6.454996422587036	6.45500562042342
Afrikaans	8495320	manual_output_funchead_RANDOM2	6.43738996127657	9.057829541940126
Czech	4574913	manual_output_funchead_RANDOM2	7.1615926343345	10.931214268732711
Serbian	7051701	manual_output_funchead_RANDOM2	7.8381194023655985	7.8381368226853105
Marathi	4081765	manual_output_funchead_RANDOM2	7.342119048241855	7.3422765472308305
Telugu	2100047	manual_output_funchead_RANDOM2	7.8006269473474	9.572179427656156
Russian	8905886	manual_output_funchead_RANDOM2	7.366690169237168	7.572586935352388
German	4812864	manual_output_funchead_RANDOM2	7.222962052674579	9.34873403387921
Catalan	7387475	manual_output_funchead_RANDOM2	6.125864765678963	7.782382071331662
Serbian	8679738	manual_output_funchead_RANDOM2	7.677541478707769	7.677565026539746
Romanian	7040208	manual_output_funchead_RANDOM2	7.353101711812487	10.578903026800903
Serbian	1239530	manual_output_funchead_RANDOM2	7.7967247200623815	7.796749931926089
Tamil	5040810	manual_output_funchead_RANDOM2	9.03108419885789	12.807290140332817
Indonesian	5854236	manual_output_funchead_RANDOM2	7.876137703862056	7.87615789731465
Old_Church_Slavonic	6736621	manual_output_funchead_RANDOM2	7.033658979619745	9.058038313308145
Slovak	4487977	manual_output_funchead_RANDOM2	9.033739378979757	13.410982383702942
Telugu	9969321	manual_output_funchead_RANDOM2	8.523631201438533	10.179440737233579
Vietnamese	581652	manual_output_funchead_RANDOM2	7.652948865104396	9.739432039312112
Portuguese	7802202	manual_output_funchead_RANDOM2	6.303491827248475	8.524264926752767
Portuguese	3466829	manual_output_funchead_RANDOM2	6.327752566521872	8.60130480122734
Danish	9636456	manual_output_funchead_RANDOM2	7.290960902249244	7.290977353238501
Catalan	3537777	manual_output_funchead_RANDOM2	5.955089412070999	7.609351095872623
Czech	6060015	manual_output_funchead_RANDOM2	7.161495756816523	10.899618180529687
Irish	9783942	manual_output_funchead_RANDOM2	7.988033730725724	10.614222725999692
Russian	4920079	manual_output_funchead_RANDOM2	7.394415426600479	7.599260335314095
Hindi	5469148	manual_output_funchead_RANDOM2	6.052609003788004	7.68304180794462
Greek	9656132	manual_output_funchead_RANDOM2	7.241819476201393	9.099367231453531
Afrikaans	3679528	manual_output_funchead_RANDOM2	6.597198729595895	9.318906906095602
Ancient_Greek	3091780	manual_output_funchead_RANDOM2	7.34971107274352	10.443436405907976
Japanese	983555	manual_output_funchead_RANDOM2	6.4001242020226625	6.400141485486187
Romanian	5810878	manual_output_funchead_RANDOM2	7.387779188223691	10.68139591401071
Portuguese	9641132	manual_output_funchead_RANDOM2	6.476961077198583	8.796860819103445
Persian	8244222	manual_output_funchead_RANDOM2	7.043503416545861	8.908877184141168
Latin	7255633	manual_output_funchead_RANDOM2	7.748281517467589	11.650627592395542
Telugu	5631934	manual_output_funchead_RANDOM2	8.080652977656392	9.88421815668495
Latin	3982431	manual_output_funchead_RANDOM2	7.795845701170817	11.73626777217158
Ukrainian	5355931	manual_output_funchead_RANDOM2	8.938784432644345	13.109468928227372
Japanese	5139599	manual_output_funchead_RANDOM2	6.369609294288842	6.369627536821735
Catalan	5755238	manual_output_funchead_RANDOM2	6.124530720644013	7.757113746291422
Italian	5272100	manual_output_funchead_RANDOM2	6.541180182234081	8.451557500558287
Romanian	373551	manual_output_funchead_RANDOM2	7.3545995214420365	10.663781616362147
Irish	5766495	manual_output_funchead_RANDOM2	8.284526667777818	11.055936014939375
Arabic	3552718	manual_output_funchead_RANDOM2	7.170211286298215	10.401383570499494
Romanian	5039715	manual_output_funchead_RANDOM2	7.382631123367164	10.702191250607473
Estonian	1000765	manual_output_funchead_RANDOM2	8.454108308799398	10.193823857048626
Turkish	4307710	manual_output_funchead_RANDOM2	9.274850505164274	11.56041948405349
Persian	1916111	manual_output_funchead_RANDOM2	7.099818459363051	8.978742458652443
Coptic	875152	manual_output_funchead_RANDOM2	5.068199315912583	6.999641909879797
Czech	2367578	manual_output_funchead_RANDOM2	7.223608025177292	11.110026458646642
Greek	2378144	manual_output_funchead_RANDOM2	7.227664198754677	9.103426269211694
Korean	8927512	manual_output_funchead_RANDOM2	7.713965119956581	11.88948247179202
Serbian	9626862	manual_output_funchead_RANDOM2	7.7474753284858675	7.7475060233138775
Dutch	183327	manual_output_funchead_RANDOM2	6.907775985352071	9.561173342835968
French	6403044	manual_output_funchead_RANDOM2	6.048597827991105	6.10127079469368
Korean	4417633	manual_output_funchead_RANDOM2	7.734646324680679	11.900837032381347
Portuguese	7936960	manual_output_funchead_RANDOM2	6.284507878106181	8.457043633966926
Norwegian	9920757	manual_output_funchead_RANDOM2	6.944820984858931	6.944827891359541
Polish	9754982	manual_output_funchead_RANDOM2	8.33307752146879	12.133953510619031
Slovak	3835516	manual_output_funchead_RANDOM2	9.06727062232509	13.514727585390736
Gothic	167687	manual_output_funchead_RANDOM2	6.985496804106321	9.094214109033702
Hungarian	5376928	manual_output_funchead_RANDOM2	8.685923626840804	8.685965171978738
Portuguese	4535723	manual_output_funchead_RANDOM2	6.285592412358126	8.476019834113231
Bulgarian	4921369	manual_output_funchead_RANDOM2	7.391941892484258	10.782488234579251
Belarusian	3507643	manual_output_funchead_RANDOM2	9.036698642278553	11.086443370889144
Portuguese	3832112	manual_output_funchead_RANDOM2	6.239704004979617	8.433178701851972
Arabic	2365913	manual_output_funchead_RANDOM2	7.132202218783143	10.32066155666817
Afrikaans	2527064	manual_output_funchead_RANDOM2	6.596849885683153	9.353898599331508
Swedish	4797689	manual_output_funchead_RANDOM2	7.057066314561608	10.020536213833664
Belarusian	5961249	manual_output_funchead_RANDOM2	8.96797485219794	11.314727631669383
Latin	7928695	manual_output_funchead_RANDOM2	7.713875051693914	11.579005938649882
Lithuanian	6539835	manual_output_funchead_RANDOM2	9.23585075935729	11.82709274003728
Finnish	6265190	manual_output_funchead_RANDOM2	8.017327995527943	10.845865948641706
Old_Church_Slavonic	9533885	manual_output_funchead_RANDOM2	7.0126157625546295	9.030319891465405
Italian	4391403	manual_output_funchead_RANDOM2	6.6371274143140235	8.562505112550978
Persian	5751809	manual_output_funchead_RANDOM2	7.033887095119437	8.908090056499473
Ancient_Greek	8077600	manual_output_funchead_RANDOM2	7.381213681962437	10.555237218186369
Galician	7866432	manual_output_funchead_RANDOM2	6.505548704037415	9.480246567607649
English	8182900	manual_output_funchead_RANDOM2	6.598060845665557	8.934709103728549
Galician	9339641	manual_output_funchead_RANDOM2	6.531549844175969	9.493958012432744
Spanish	9204108	manual_output_funchead_RANDOM2	6.2767395190972355	7.273026765571269
Greek	8881906	manual_output_funchead_RANDOM2	7.154670690555951	9.002637455991948
Chinese	133935	manual_output_funchead_RANDOM2	7.8056109177070105	9.825753862645453
Galician	425182	manual_output_funchead_RANDOM2	6.367565497420921	9.23637816044563
French	4275016	manual_output_funchead_RANDOM2	6.170278485417044	6.224186884056532
Slovenian	1421536	manual_output_funchead_RANDOM2	7.539704849056725	11.404296455335766
Slovenian	5286272	manual_output_funchead_RANDOM2	7.435428116617484	11.271552733711681
Irish	3255777	manual_output_funchead_RANDOM2	8.036238153619774	10.593566437613484
Russian	9704704	manual_output_funchead_RANDOM2	7.351691352492329	7.551933406682663
Estonian	9635618	manual_output_funchead_RANDOM2	8.454418550214129	10.152140549888967
Hungarian	9551466	manual_output_funchead_RANDOM2	8.607132828470498	8.607204418274405
Latin	9511169	manual_output_funchead_RANDOM2	7.8052974047303465	11.747799925591904
Hungarian	5132174	manual_output_funchead_RANDOM2	8.618959657480673	8.619005414279407
Belarusian	7910563	manual_output_funchead_RANDOM2	8.881135044210952	10.987595063160276
Czech	7589946	manual_output_funchead_RANDOM2	7.190653520391123	10.980701063062027
Persian	521913	manual_output_funchead_RANDOM2	6.99671115132763	8.870866143068312
Czech	1220386	manual_output_funchead_RANDOM2	7.1366976591779485	10.864311539736207
Chinese	4995543	manual_output_funchead_RANDOM2	7.774125148748673	9.718408874287531
Spanish	1127237	manual_output_funchead_RANDOM2	6.290552391037094	7.3260024224526274
Danish	191246	manual_output_funchead_RANDOM2	7.317019018250196	7.3170426112119396
Korean	5361130	manual_output_funchead_RANDOM2	7.690794656797504	11.707419730885086
Spanish	8128962	manual_output_funchead_RANDOM2	6.2070633086987375	7.186275176957557
French	5684968	manual_output_funchead_RANDOM2	5.815565568401066	5.867242970974905
Basque	5198479	manual_output_funchead_RANDOM2	8.418706325305845	8.41872702440066
Croatian	3503660	manual_output_funchead_RANDOM2	7.950559756619469	7.950574903663084
Telugu	9608364	manual_output_funchead_RANDOM2	7.921082043832587	9.597982040671415
Indonesian	3473260	manual_output_funchead_RANDOM2	7.901625748842132	7.9016460246295726
Telugu	3215079	manual_output_funchead_RANDOM2	8.118224546111529	9.665735320380854
Serbian	6209852	manual_output_funchead_RANDOM2	7.758731825432572	7.758758284431549
Basque	4453318	manual_output_funchead_RANDOM2	8.528389821503403	8.52840787182815
Slovak	6583884	manual_output_funchead_RANDOM2	9.2056020577226	13.557062538938938
Turkish	295249	manual_output_funchead_RANDOM2	9.063474404638667	11.291680283629814
Turkish	1055798	manual_output_funchead_RANDOM2	9.050879563589465	11.290863183990423
Latin	2656191	manual_output_funchead_RANDOM2	7.785995743054301	11.688659064156669
Czech	4703473	manual_output_funchead_RANDOM2	7.102074351941432	10.945857712132199
Gothic	8240191	manual_output_funchead_RANDOM2	6.863968787546248	8.944276992278613
Coptic	3105920	manual_output_funchead_RANDOM2	13.434834516584667	21.800861257445302
Vietnamese	4049653	manual_output_funchead_RANDOM2	7.616939795303693	9.691013313168918
Korean	9668329	manual_output_funchead_RANDOM2	7.69147557708661	11.828649258351588
Japanese	9077650	manual_output_funchead_RANDOM2	6.411836609561088	6.411855205430587
Swedish	1190734	manual_output_funchead_RANDOM2	6.978749607821449	9.875816288571032
Hindi	5467911	manual_output_funchead_RANDOM2	5.977846826959293	7.581269649790106
Swedish	4902096	manual_output_funchead_RANDOM2	7.050898404066818	9.960873189700278
Hindi	2058436	manual_output_funchead_RANDOM2	6.0522258428166555	7.700621735798746
French	1195248	manual_output_funchead_RANDOM2	6.474037386500466	6.527962580884454
Urdu	4695541	manual_output_funchead_RANDOM2	6.140168497875037	7.784336298001851
Bulgarian	5098953	manual_output_funchead_RANDOM2	7.502535132051954	10.929068708496116
Galician	1386664	manual_output_funchead_RANDOM2	6.303784351621722	9.153802155813384
English	7164858	manual_output_funchead_RANDOM2	6.690342403305853	9.118909809553575
Bulgarian	5224535	manual_output_funchead_RANDOM2	7.3972052225759795	10.736795298119798
Italian	5141009	manual_output_funchead_RANDOM2	6.735612378672571	8.736250518179284
Croatian	506115	manual_output_funchead_RANDOM2	7.932547582043702	7.932566310993871
Estonian	9744919	manual_output_funchead_RANDOM2	8.398923543144727	10.02647331436379
Romanian	1126019	manual_output_funchead_RANDOM2	7.38612068054825	10.724725577250096
Indonesian	172546	manual_output_funchead_RANDOM2	7.897903039481284	7.897926746902524
Spanish	5679299	manual_output_funchead_RANDOM2	6.340888883388924	7.378748572440834
Marathi	2460805	manual_output_funchead_RANDOM2	7.660791893005371	7.661070537567139
Estonian	4355847	manual_output_funchead_RANDOM2	8.408763825748714	10.172431678582361
Tamil	2363465	manual_output_funchead_RANDOM2	9.05979474158108	12.934887120037045
Chinese	7848689	manual_output_funchead_RANDOM2	7.7574353374835	9.694796419450183
Urdu	6774720	manual_output_funchead_RANDOM2	6.118176055059817	7.861072591926466
Belarusian	3464829	manual_output_funchead_RANDOM2	9.014922654639275	11.32674595158603
Persian	4755190	manual_output_funchead_RANDOM2	7.013516055187162	8.939814112956055
Ukrainian	174754	manual_output_funchead_RANDOM2	8.892952749869098	13.051084740385745
Ancient_Greek	2456213	manual_output_funchead_RANDOM2	7.296391869603483	10.420254556339422
Finnish	2886855	manual_output_funchead_RANDOM2	8.088887944733171	10.873199318977141
Catalan	7924221	manual_output_funchead_RANDOM2	6.124240117774663	7.795422702062608
Croatian	7984935	manual_output_funchead_RANDOM2	7.89119810652469	7.891211423865783
Ancient_Greek	7540142	manual_output_funchead_RANDOM2	7.315684083807064	10.37937533678432
Serbian	5570886	manual_output_funchead_RANDOM2	7.789590322431153	7.789611427577959
Swedish	2542697	manual_output_funchead_RANDOM2	6.937244805365506	9.85283237285511
Portuguese	2304437	manual_output_funchead_RANDOM2	6.3005650530859025	8.596258441399915
Croatian	2958608	manual_output_funchead_RANDOM2	7.9408955668140955	7.940909967657933
Indonesian	9210919	manual_output_funchead_RANDOM2	7.886854795493779	7.886873827602612
Slovak	7598341	manual_output_funchead_RANDOM2	9.092434689605556	13.426000922092422
Japanese	7361008	manual_output_funchead_RANDOM2	6.382717416043503	6.382731916081857
French	8074509	manual_output_funchead_RANDOM2	5.7854763334638335	5.837107882290348
Norwegian	1014686	manual_output_funchead_RANDOM2	6.871056643274818	6.871062279858446
Vietnamese	4196966	manual_output_funchead_RANDOM2	7.653711782415027	9.616444834175716
Hindi	514719	manual_output_funchead_RANDOM2	5.8737182603761635	7.448168963641726
German	2359287	manual_output_funchead_RANDOM2	7.136855653731972	9.274280319629911
Polish	1968808	manual_output_funchead_RANDOM2	8.237302872235695	11.979273736266082
Galician	8843039	manual_output_funchead_RANDOM2	6.349161621779372	9.227854709426763
Persian	8934797	manual_output_funchead_RANDOM2	7.085616776140651	8.965436562978589
Lithuanian	4476473	manual_output_funchead_RANDOM2	9.36797941471385	12.102037171145053
Marathi	8101989	manual_output_funchead_RANDOM2	7.369800652253343	7.3699824167193
Ukrainian	3080998	manual_output_funchead_RANDOM2	9.000445796354175	13.179456998932125
Latvian	3492553	manual_output_funchead_RANDOM2	8.604681793547037	13.555067987032801
Marathi	7369171	manual_output_funchead_RANDOM2	7.437588073531657	7.437729527973585
Afrikaans	2691885	manual_output_funchead_RANDOM2	6.480926654956959	9.218735128735739
Vietnamese	6872399	manual_output_funchead_RANDOM2	7.649695740840649	9.745266694973271
Hungarian	4127596	manual_output_funchead_RANDOM2	8.548754808832582	8.548802162876111
English	2231352	manual_output_funchead_RANDOM2	6.628480608749177	8.96227143018577
Finnish	6543769	manual_output_funchead_RANDOM2	8.1015881223362	10.9360856599714
Arabic	5744706	manual_output_funchead_RANDOM2	7.220058306781796	10.505921315908363
Greek	2636052	manual_output_funchead_RANDOM2	7.1708881971769625	9.072076339380898
Hungarian	8447318	manual_output_funchead_RANDOM2	8.598957452281594	8.598981168630829
Gothic	6753351	manual_output_funchead_RANDOM2	6.920360548844152	9.078055243938792
Greek	3016595	manual_output_funchead_RANDOM2	7.338070381917914	9.179237502297985
Arabic	5719297	manual_output_funchead_RANDOM2	7.195475919210494	10.375177863131906
Bulgarian	9536699	manual_output_funchead_RANDOM2	7.511340902726686	10.971233407033306
Czech	1528218	manual_output_funchead_RANDOM2	7.199462911045718	11.012976143471338
Romanian	3285927	manual_output_funchead_RANDOM2	7.22049038381229	10.370999350013681
Swedish	7251671	manual_output_funchead_RANDOM2	6.987742418571174	9.888063741518891
Romanian	4879774	manual_output_funchead_RANDOM2	7.391765002537764	10.691346927494063
Dutch	9542074	manual_output_funchead_RANDOM2	6.982373004487243	9.746685887627983
Romanian	7926223	manual_output_funchead_RANDOM2	7.346719170773447	10.577114847342601
Serbian	1746279	manual_output_funchead_RANDOM2	7.845406540773406	7.845423300027466
French	4079769	manual_output_funchead_RANDOM2	6.07366402003833	6.131020882591522
Urdu	6828157	manual_output_funchead_RANDOM2	6.109056669100715	7.749469154730412
Coptic	3899223	manual_output_funchead_RANDOM2	5.256536818541775	7.160981101196853
Telugu	2115251	manual_output_funchead_RANDOM2	7.827363967895508	9.624104123902553
Basque	1598415	manual_output_funchead_RANDOM2	8.335280825677366	8.335309453704674
Belarusian	9228632	manual_output_funchead_RANDOM2	8.907976266954444	11.047334803862501
Belarusian	8481338	manual_output_funchead_RANDOM2	8.907921419481491	11.044077614239407
Irish	3178825	manual_output_funchead_RANDOM2	8.631441400616653	11.528521895342159
Persian	2356170	manual_output_funchead_RANDOM2	7.004205828006041	8.851334201357218
Danish	6765141	manual_output_funchead_RANDOM2	7.294184465983837	7.29420185577652
Hindi	2295746	manual_output_funchead_RANDOM2	5.967325178506666	7.675187625833029
English	4201172	manual_output_funchead_RANDOM2	6.664443007201832	9.068067768688044
Catalan	6448809	manual_output_funchead_RANDOM2	6.00375622222836	7.627824708498817
Greek	4247095	manual_output_funchead_RANDOM2	7.406256708961759	9.292392287014994
Chinese	7086024	manual_output_funchead_RANDOM2	7.881497760559026	9.971567349744785
Bulgarian	2190764	manual_output_funchead_RANDOM2	7.36615359784904	10.708395909328086
Slovenian	4595943	manual_output_funchead_RANDOM2	7.546373211118352	11.522749797667322
Old_Church_Slavonic	7207203	manual_output_funchead_RANDOM2	6.931817493537646	8.803595050375737
Danish	1933742	manual_output_funchead_RANDOM2	7.290412758044291	7.290433336398367
Old_Church_Slavonic	5423474	manual_output_funchead_RANDOM2	6.8275682684023025	8.82726113901704
Italian	3137551	manual_output_funchead_RANDOM2	6.581347777773442	8.541597053922455
Estonian	7466864	manual_output_funchead_RANDOM2	8.509004362719171	10.17593659774625
Swedish	9443005	manual_output_funchead_RANDOM2	7.043256976712428	10.035118145442635
Finnish	7474527	manual_output_funchead_RANDOM2	8.005554927542438	10.802889954217136
Vietnamese	327869	manual_output_funchead_RANDOM2	7.575984401174942	9.607261107343334
Danish	7484055	manual_output_funchead_RANDOM2	7.312190150892594	7.312213071276783
Lithuanian	8412273	manual_output_funchead_RANDOM2	9.252011280675088	11.859700351838143
Tamil	8399284	manual_output_funchead_RANDOM2	9.064389885644793	12.943612414310572
Marathi	6413291	manual_output_funchead_RANDOM2	7.245362510681153	7.245540924072266
Lithuanian	1225633	manual_output_funchead_RANDOM2	9.434619400473776	12.033020786378204
Slovenian	4137314	manual_output_funchead_RANDOM2	7.570857524476402	11.568101155332824
Spanish	1165665	manual_output_funchead_RANDOM2	6.370900894021225	7.4047203121514675
Ancient_Greek	916483	manual_output_funchead_RANDOM2	7.311215827052733	10.371704804251822
Dutch	4640374	manual_output_funchead_RANDOM2	6.988533395559157	9.671020147799318
Coptic	8182790	manual_output_funchead_RANDOM2	5.226316863150984	7.172709816617034
Polish	8178563	manual_output_funchead_RANDOM2	8.311261803328158	12.109781266714439
Croatian	4016530	manual_output_funchead_RANDOM2	7.935098105286603	7.935121172381004
Russian	1207423	manual_output_funchead_RANDOM2	7.448455081302454	7.6510214142554815
Urdu	5780032	manual_output_funchead_RANDOM2	6.0939390840424945	7.851823383719192
Slovak	9266442	manual_output_funchead_RANDOM2	9.162785299846744	13.327229016842894
English	3066274	manual_output_funchead_RANDOM2	6.621320490530106	9.042495832634716
Finnish	2180933	manual_output_funchead_RANDOM2	8.065192702818141	10.90118634089456
