Language	Model	Type	Surp
Urdu	4273985	manual_output_funchead_two_coarse_final	5.950428374769373
Belarusian	4632634	manual_output_funchead_two_coarse_final	8.93705458483587
Ancient_Greek	9925487	manual_output_funchead_two_coarse_final	7.664871502105446
Ukrainian	5816839	manual_output_funchead_two_coarse_final	8.896599684041748
Danish	6336254	manual_output_funchead_two_coarse_final	7.24735159623278
Serbian	2181490	manual_output_funchead_two_coarse_final	7.73942527740489
Marathi	8117780	manual_output_funchead_two_coarse_final	7.30375876844975
Finnish	8884491	manual_output_funchead_two_coarse_final	8.041211622166895
Chinese	6459005	manual_output_funchead_two_coarse_final	8.026075180305922
English	2044700	manual_output_funchead_two_coarse_final	6.5043697875421325
Slovenian	3505440	manual_output_funchead_two_coarse_final	7.341424186698095
Danish	5732199	manual_output_funchead_two_coarse_final	7.2112571907129315
Marathi	180853	manual_output_funchead_two_coarse_final	7.394338222330871
Belarusian	3905956	manual_output_funchead_two_coarse_final	8.99376250571393
Bulgarian	2032643	manual_output_funchead_two_coarse_final	7.259322033024063
Polish	984303	manual_output_funchead_two_coarse_final	8.259805361876484
German	8402992	manual_output_funchead_two_coarse_final	7.112140069361169
Czech	3892398	manual_output_funchead_two_coarse_final	7.190547876007713
Czech	3892398	manual_output_funchead_two_coarse_final	6.942988207799067
Indonesian	9391953	manual_output_funchead_two_coarse_final	7.810901523241074
Portuguese	521903	manual_output_funchead_two_coarse_final	6.040152129212789
Turkish	541246	manual_output_funchead_two_coarse_final	8.999188943636023
Russian	4252414	manual_output_funchead_two_coarse_final	7.4636117436542575
Vietnamese	9203471	manual_output_funchead_two_coarse_final	7.609102557690043
Chinese	598645	manual_output_funchead_two_coarse_final	8.022152635348402
Italian	7473864	manual_output_funchead_two_coarse_final	6.584591791750574
Galician	8788243	manual_output_funchead_two_coarse_final	6.3474648241476865
Hebrew	2796120	manual_output_funchead_two_coarse_final	6.599670710204729
Korean	5341761	manual_output_funchead_two_coarse_final	7.738373948675164
Romanian	9994885	manual_output_funchead_two_coarse_final	7.57575862243846
Swedish	2023984	manual_output_funchead_two_coarse_final	6.906759052223821
Spanish	5378898	manual_output_funchead_two_coarse_final	6.429346345946403
Italian	6437247	manual_output_funchead_two_coarse_final	6.327436614310605
Arabic	9426948	manual_output_funchead_two_coarse_final	6.928574643390729
Slovak	2941880	manual_output_funchead_two_coarse_final	9.017213807076901
Estonian	4380805	manual_output_funchead_two_coarse_final	8.35132646290709
Turkish	2201784	manual_output_funchead_two_coarse_final	9.109847566925783
Old_Church_Slavonic	2533653	manual_output_funchead_two_coarse_final	6.722402505359416
Danish	6153946	manual_output_funchead_two_coarse_final	7.199770460644226
Turkish	6923983	manual_output_funchead_two_coarse_final	8.963131732485762
Norwegian	5226187	manual_output_funchead_two_coarse_final	6.733232645642081
Ancient_Greek	3735536	manual_output_funchead_two_coarse_final	7.380187617320599
Urdu	2871146	manual_output_funchead_two_coarse_final	6.009309458756796
Old_Church_Slavonic	3007583	manual_output_funchead_two_coarse_final	6.827324369786278
Slovak	8381866	manual_output_funchead_two_coarse_final	8.90905850770161
German	7802485	manual_output_funchead_two_coarse_final	7.052588840675156
Tamil	5451985	manual_output_funchead_two_coarse_final	8.988102541839927
Czech	2588240	manual_output_funchead_two_coarse_final	6.86787764648453
Portuguese	3038436	manual_output_funchead_two_coarse_final	6.3940397273184075
Turkish	1325058	manual_output_funchead_two_coarse_final	9.03380924193505
Norwegian	5713149	manual_output_funchead_two_coarse_final	6.985135611704784
Catalan	1699364	manual_output_funchead_two_coarse_final	6.041951925521999
Hungarian	493437	manual_output_funchead_two_coarse_final	8.664160041024322
German	9067692	manual_output_funchead_two_coarse_final	7.532581756786871
Marathi	2924198	manual_output_funchead_two_coarse_final	7.492238101228189
Swedish	1753075	manual_output_funchead_two_coarse_final	6.828466484902984
Dutch	819865	manual_output_funchead_two_coarse_final	6.794621072067829
Bulgarian	1515945	manual_output_funchead_two_coarse_final	7.275599203358357
Vietnamese	4501341	manual_output_funchead_two_coarse_final	7.582749777798429
Greek	1583560	manual_output_funchead_two_coarse_final	7.117855174760312
Basque	4624885	manual_output_funchead_two_coarse_final	8.32568570596485
Swedish	9665566	manual_output_funchead_two_coarse_final	6.9708504121229184
Swedish	9665566	manual_output_funchead_two_coarse_final	6.96991580177412
Latvian	6043470	manual_output_funchead_two_coarse_final	8.669573719046088
Hindi	1582878	manual_output_funchead_two_coarse_final	5.625867393327086
Dutch	2238985	manual_output_funchead_two_coarse_final	6.900441096793635
Telugu	6102545	manual_output_funchead_two_coarse_final	7.9950638519701105
Slovenian	9613555	manual_output_funchead_two_coarse_final	7.251402836227717
Vietnamese	4398689	manual_output_funchead_two_coarse_final	7.59390857603322
Lithuanian	5517701	manual_output_funchead_two_coarse_final	9.228043250501688
Persian	761124	manual_output_funchead_two_coarse_final	6.948300027159738
Korean	4492370	manual_output_funchead_two_coarse_final	8.048517387075314
Lithuanian	2018298	manual_output_funchead_two_coarse_final	9.354879575014683
Italian	9538959	manual_output_funchead_two_coarse_final	6.329706088285742
Belarusian	1761120	manual_output_funchead_two_coarse_final	8.912711379901957
Telugu	7676062	manual_output_funchead_two_coarse_final	7.861856289612231
Persian	406648	manual_output_funchead_two_coarse_final	7.417233464963468
Dutch	7267114	manual_output_funchead_two_coarse_final	7.242335489517721
Afrikaans	5256562	manual_output_funchead_two_coarse_final	6.366819720455085
Latvian	8489329	manual_output_funchead_two_coarse_final	8.571915410452059
Arabic	900376	manual_output_funchead_two_coarse_final	7.61679460783142
Korean	6208691	manual_output_funchead_two_coarse_final	8.019184984222177
Spanish	4080276	manual_output_funchead_two_coarse_final	6.332800362777657
Lithuanian	2310093	manual_output_funchead_two_coarse_final	9.131901742245807
Persian	5160477	manual_output_funchead_two_coarse_final	6.865406927930708
Romanian	5402816	manual_output_funchead_two_coarse_final	7.292886231438379
Romanian	2051198	manual_output_funchead_two_coarse_final	7.1957597426693365
Irish	6867131	manual_output_funchead_two_coarse_final	8.019322063371046
