Language	Model	Type	UAS	Pars
Dutch	4424385	manual_output_funchead_RANDOM4	0.841631799163	0.762768276422343
Catalan	4523000	manual_output_funchead_RANDOM4	0.826242248214	0.6976674316825705
Chinese	6314764	manual_output_funchead_RANDOM4	0.586960514233	1.6871934054858975
German	5723921	manual_output_funchead_RANDOM4	0.847114757155	0.712639969426743
Serbian	8382096	manual_output_funchead_RANDOM4	0.744362606232	1.125516701771247
Hebrew	9348253	manual_output_funchead_RANDOM4	0.765790778384	1.0543287105588672
Old_Church_Slavonic	2651892	manual_output_funchead_RANDOM4	0.728415841584	1.1920798953216856
Turkish	6439753	manual_output_funchead_RANDOM4	0.536054754339	2.03611208313807
Coptic	6987829	manual_output_funchead_RANDOM4	0.763490241102	1.0127820366422564
Chinese	5564929	manual_output_funchead_RANDOM4	0.651882460973	1.569549486569246
Hebrew	4917967	manual_output_funchead_RANDOM4	0.761229548835	1.0053014735154249
Coptic	2684985	manual_output_funchead_RANDOM4	0.791044776119	1.0095944525043123
Serbian	7519878	manual_output_funchead_RANDOM4	0.742322946176	1.1643034341450116
Galician	1221980	manual_output_funchead_RANDOM4	0.767908624145	1.1902562750678378
Catalan	7394090	manual_output_funchead_RANDOM4	0.806087604993	0.7729157888446688
Croatian	2197584	manual_output_funchead_RANDOM4	0.739726027397	1.1205406852222783
Slovenian	4331275	manual_output_funchead_RANDOM4	0.804238885568	0.9784933607428437
Spanish	6844001	manual_output_funchead_RANDOM4	0.81960378026	0.7618473357674767
Hebrew	1130856	manual_output_funchead_RANDOM4	0.77947446703	0.9998054890095981
Basque	5964981	manual_output_funchead_RANDOM4	0.699007220217	1.2972693144886598
Danish	2392404	manual_output_funchead_RANDOM4	0.780297107115	0.9305545826351311
Gothic	7629292	manual_output_funchead_RANDOM4	0.767055566541	1.272038572056623
Serbian	7753504	manual_output_funchead_RANDOM4	0.776770538244	1.0707102521350633
English	481818	manual_output_funchead_RANDOM4	0.790699438628	0.9185966378983046
Coptic	121194	manual_output_funchead_RANDOM4	0.779563719862	1.0553723178145258
Latvian	6032985	manual_output_funchead_RANDOM4	0.637440977687	1.7303442586495825
Gothic	9112670	manual_output_funchead_RANDOM4	0.742535099862	1.2620719897787114
Japanese	9734055	manual_output_funchead_RANDOM4	0.81037962518	0.8088247915920531
Italian	8393492	manual_output_funchead_RANDOM4	0.811036611324	0.7976652846634769
Old_Church_Slavonic	2812069	manual_output_funchead_RANDOM4	0.750297029703	1.1326522697788655
Latvian	1607471	manual_output_funchead_RANDOM4	0.612072956208	1.7170350328053317
Lithuanian	9155436	manual_output_funchead_RANDOM4	0.493771234428	2.4883415896112218
Danish	4290454	manual_output_funchead_RANDOM4	0.799396850218	0.908921439807721
Latvian	4261673	manual_output_funchead_RANDOM4	0.691602629386	1.579561366418282
Russian	9027557	manual_output_funchead_RANDOM4	0.707915907711	1.1659578290287604
Ancient_Greek	845425	manual_output_funchead_RANDOM4	0.741085039605	1.1543032578120689
German	7353466	manual_output_funchead_RANDOM4	0.845436748392	0.6975447685985027
Latin	1406900	manual_output_funchead_RANDOM4	0.678938729021	1.4706083401368213
Bulgarian	9320060	manual_output_funchead_RANDOM4	0.868411539296	0.5607532098179361
Latin	1343701	manual_output_funchead_RANDOM4	0.675421258919	1.5331466283193327
Bulgarian	3758829	manual_output_funchead_RANDOM4	0.859735377052	0.5875165727614116
Latin	3221925	manual_output_funchead_RANDOM4	0.69736357241	1.5359950404099925
Belarusian	2700565	manual_output_funchead_RANDOM4	0.581632653061	2.025125984120032
Romanian	8002126	manual_output_funchead_RANDOM4	0.704286964129	1.246106537171894
Arabic	1078722	manual_output_funchead_RANDOM4	0.672035013751	1.3344714074029254
Galician	585990	manual_output_funchead_RANDOM4	0.704318936877	1.3308319535654356
Hindi	6717272	manual_output_funchead_RANDOM4	0.852693115732	0.5911313310209735
Hungarian	7007143	manual_output_funchead_RANDOM4	0.6985065651	1.4344030013480622
Lithuanian	575343	manual_output_funchead_RANDOM4	0.457531143828	2.5642609040032425
Persian	3266481	manual_output_funchead_RANDOM4	0.683734107242	1.1961953885124295
Chinese	8632144	manual_output_funchead_RANDOM4	0.604683195592	1.6754914688779412
Irish	8982091	manual_output_funchead_RANDOM4	0.513093652907	2.6740425940465777
Urdu	6642423	manual_output_funchead_RANDOM4	0.784808302104	0.9332883810234125
Latin	7511085	manual_output_funchead_RANDOM4	0.697765568993	1.4381778449262392
Korean	2928530	manual_output_funchead_RANDOM4	0.562698122409	1.9896318569935638
French	5415404	manual_output_funchead_RANDOM4	0.841334292763	0.675067895912913
Greek	5888995	manual_output_funchead_RANDOM4	0.782326669502	0.9395218727272756
Swedish	5289351	manual_output_funchead_RANDOM4	0.816223550863	0.9278935059555633
Bulgarian	2249529	manual_output_funchead_RANDOM4	0.845998120165	0.5972007051800864
Old_Church_Slavonic	282974	manual_output_funchead_RANDOM4	0.746138613861	1.1633980783377544
Danish	8980785	manual_output_funchead_RANDOM4	0.7690159723	0.9716163519626354
Russian	1616286	manual_output_funchead_RANDOM4	0.717734896782	1.2284106452806283
Estonian	7816831	manual_output_funchead_RANDOM4	0.729819726719	1.1413676904843586
Arabic	138789	manual_output_funchead_RANDOM4	0.744545152971	1.1286235388495656
Urdu	2762400	manual_output_funchead_RANDOM4	0.816517728452	0.8532801401841946
Korean	3039597	manual_output_funchead_RANDOM4	0.568397951719	1.9445289499990477
Galician	3487259	manual_output_funchead_RANDOM4	0.702644078965	1.3267220775435828
Vietnamese	3310598	manual_output_funchead_RANDOM4	0.556727162121	1.724772097166878
Irish	1391574	manual_output_funchead_RANDOM4	0.548379937861	2.5734254903281153
Chinese	9464995	manual_output_funchead_RANDOM4	0.615886134068	1.708777970672201
Indonesian	4493101	manual_output_funchead_RANDOM4	0.695725692814	1.3746578898212618
Norwegian	1718336	manual_output_funchead_RANDOM4	0.835941355322	0.7905751443988631
Telugu	3748150	manual_output_funchead_RANDOM4	0.797687861272	1.0311623064079725
Finnish	3245247	manual_output_funchead_RANDOM4	0.740996850609	1.1503275970996087
Basque	5703929	manual_output_funchead_RANDOM4	0.706377858002	1.2695541333540157
French	5643346	manual_output_funchead_RANDOM4	0.837517989309	0.6999746733383386
Catalan	6574489	manual_output_funchead_RANDOM4	0.831913807991	0.704765562520492
Latvian	7683232	manual_output_funchead_RANDOM4	0.638829737987	1.6558069909085786
Persian	9171802	manual_output_funchead_RANDOM4	0.796158098397	0.9073818202437849
Persian	7092681	manual_output_funchead_RANDOM4	0.681592039801	1.126196921547188
Danish	2463882	manual_output_funchead_RANDOM4	0.78967943706	0.9404550946838667
Estonian	6541382	manual_output_funchead_RANDOM4	0.722356183259	1.1975676662777632
Bulgarian	3072209	manual_output_funchead_RANDOM4	0.844841298532	0.6023084589814633
Italian	7129114	manual_output_funchead_RANDOM4	0.854459344402	0.7161285118126537
Norwegian	3532107	manual_output_funchead_RANDOM4	0.826246836148	0.8003031348670804
Spanish	5281990	manual_output_funchead_RANDOM4	0.841979582554	0.7201275099555557
Telugu	3901963	manual_output_funchead_RANDOM4	0.845857418112	0.8955693139276523
Belarusian	3440039	manual_output_funchead_RANDOM4	0.594976452119	2.0615283780419844
Arabic	6844688	manual_output_funchead_RANDOM4	0.715791501247	1.2429911384146346
Greek	6433312	manual_output_funchead_RANDOM4	0.779136537644	0.9117473274000347
Ukrainian	7853923	manual_output_funchead_RANDOM4	0.680939885496	1.2935303053498723
German	2879783	manual_output_funchead_RANDOM4	0.842453621702	0.6942040384221391
English	9429690	manual_output_funchead_RANDOM4	0.800308501492	0.8697461959839181
Czech	7522043	manual_output_funchead_RANDOM4	0.778515488876	0.8539294241794473
Latin	9031065	manual_output_funchead_RANDOM4	0.671367793374	1.5308376772552035
Lithuanian	9253978	manual_output_funchead_RANDOM4	0.508493771234	2.561273957162859
Tamil	4502818	manual_output_funchead_RANDOM4	0.611806797853	1.9283469427037112
Vietnamese	2234430	manual_output_funchead_RANDOM4	0.557943830478	1.7896609448714587
Dutch	5734014	manual_output_funchead_RANDOM4	0.822960251046	0.7990411411924093
Portuguese	5710074	manual_output_funchead_RANDOM4	0.849848886036	0.6524205725318135
English	4553486	manual_output_funchead_RANDOM4	0.807995751783	0.8760855623923104
Spanish	7135796	manual_output_funchead_RANDOM4	0.826199019558	0.7640080392641585
Galician	538682	manual_output_funchead_RANDOM4	0.724032838198	1.2609085003236011
Estonian	255929	manual_output_funchead_RANDOM4	0.750373177173	1.1609924585020683
Hindi	5672971	manual_output_funchead_RANDOM4	0.828913314862	0.6775421641164273
Greek	7298355	manual_output_funchead_RANDOM4	0.76467460655	0.9623874230670807
Slovak	3210637	manual_output_funchead_RANDOM4	0.784217942696	0.8432081033781472
Catalan	334616	manual_output_funchead_RANDOM4	0.822847162258	0.7594219005920139
Afrikaans	7312334	manual_output_funchead_RANDOM4	0.77724625624	0.9854513222782465
Hebrew	2263448	manual_output_funchead_RANDOM4	0.764204263758	1.0422919193943008
Slovak	7509510	manual_output_funchead_RANDOM4	0.762047909817	0.9301782484959413
Serbian	5369983	manual_output_funchead_RANDOM4	0.747195467422	1.1237058455140327
Indonesian	1084304	manual_output_funchead_RANDOM4	0.742508219822	1.2059174417385534
Russian	8833549	manual_output_funchead_RANDOM4	0.75714367031	1.1074405050260858
Romanian	5713511	manual_output_funchead_RANDOM4	0.712497476277	1.2508147209712255
Czech	9150078	manual_output_funchead_RANDOM4	0.778986238224	0.8560114272689421
Chinese	6958957	manual_output_funchead_RANDOM4	0.617079889807	1.6348007246810872
Korean	5947153	manual_output_funchead_RANDOM4	0.557638380883	2.02577457909641
Japanese	1465053	manual_output_funchead_RANDOM4	0.766650648727	0.9510137809119162
Czech	1944586	manual_output_funchead_RANDOM4	0.809022492037	0.8120030909466036
Irish	7027325	manual_output_funchead_RANDOM4	0.480248557479	2.6928807898621745
Japanese	6782719	manual_output_funchead_RANDOM4	0.806727534839	0.7838552615895745
Gothic	1263643	manual_output_funchead_RANDOM4	0.764385999605	1.1226039682189914
Galician	5618496	manual_output_funchead_RANDOM4	0.726778506905	1.3424117601879124
Czech	2296413	manual_output_funchead_RANDOM4	0.795517488033	0.8373026886903102
Bulgarian	548791	manual_output_funchead_RANDOM4	0.867254717663	0.5643774142933119
Polish	2272018	manual_output_funchead_RANDOM4	0.826178010471	0.6757604995253753
Old_Church_Slavonic	2831901	manual_output_funchead_RANDOM4	0.771386138614	1.1638883384855667
Telugu	8009427	manual_output_funchead_RANDOM4	0.876685934489	0.9526972789066146
Slovenian	1582799	manual_output_funchead_RANDOM4	0.738908555928	1.1216042132839312
Italian	48427	manual_output_funchead_RANDOM4	0.82865048957	0.7624365861534362
Telugu	2298915	manual_output_funchead_RANDOM4	0.872832369942	0.8238366003900135
Dutch	8270256	manual_output_funchead_RANDOM4	0.822646443515	0.8115425844337776
Greek	940757	manual_output_funchead_RANDOM4	0.781688643131	0.925911333198017
German	6128980	manual_output_funchead_RANDOM4	0.847953761536	0.6732225346634148
Ancient_Greek	6572613	manual_output_funchead_RANDOM4	0.751457181288	1.1740160497381198
Norwegian	7183436	manual_output_funchead_RANDOM4	0.833012305194	0.7746101099262473
Korean	1846029	manual_output_funchead_RANDOM4	0.547183613753	1.915246109938046
Arabic	2329831	manual_output_funchead_RANDOM4	0.636004665647	1.4157168436977055
Urdu	936970	manual_output_funchead_RANDOM4	0.783294897665	0.9618307734023738
Spanish	7721813	manual_output_funchead_RANDOM4	0.817418001718	0.8141489579563663
Slovak	4546724	manual_output_funchead_RANDOM4	0.78684828558	0.8757097323996856
Estonian	8479040	manual_output_funchead_RANDOM4	0.731082787921	1.1264853996597595
Old_Church_Slavonic	3359073	manual_output_funchead_RANDOM4	0.780891089109	1.1304237699744726
Italian	7070948	manual_output_funchead_RANDOM4	0.835674755215	0.7180707188693449
Turkish	5147684	manual_output_funchead_RANDOM4	0.497433390369	2.12834297018219
Portuguese	5949065	manual_output_funchead_RANDOM4	0.848217390141	0.649192457041082
Afrikaans	9180557	manual_output_funchead_RANDOM4	0.80262063228	0.8716515522332438
Slovenian	7218939	manual_output_funchead_RANDOM4	0.813066065928	0.9516782433508424
Portuguese	4269004	manual_output_funchead_RANDOM4	0.83254433122	0.7054842603748973
Romanian	6423023	manual_output_funchead_RANDOM4	0.774547412343	1.089209526446331
Catalan	7358274	manual_output_funchead_RANDOM4	0.807088468483	0.7882348770590515
Gothic	3257023	manual_output_funchead_RANDOM4	0.739865532925	1.2540431158189507
Estonian	5788327	manual_output_funchead_RANDOM4	0.740039040073	1.1488022584566937
Lithuanian	8243	manual_output_funchead_RANDOM4	0.493771234428	2.6045621891388944
Swedish	5888903	manual_output_funchead_RANDOM4	0.771191112242	1.0089142739744994
Indonesian	4937371	manual_output_funchead_RANDOM4	0.703428839831	1.333261390110874
Tamil	859437	manual_output_funchead_RANDOM4	0.603756708408	1.970396878254435
Afrikaans	1706438	manual_output_funchead_RANDOM4	0.78618968386	1.0034599010638905
Galician	7335268	manual_output_funchead_RANDOM4	0.750391257791	1.2439803420402495
Romanian	4786873	manual_output_funchead_RANDOM4	0.73712901272	1.16052205304742
Bulgarian	2324578	manual_output_funchead_RANDOM4	0.837538861977	0.6186837217535582
Turkish	435390	manual_output_funchead_RANDOM4	0.51136641408	2.1068978542163768
Ukrainian	2504535	manual_output_funchead_RANDOM4	0.726860687023	1.1873146736610483
Arabic	7039153	manual_output_funchead_RANDOM4	0.702308210896	1.2650784634712346
Turkish	7646168	manual_output_funchead_RANDOM4	0.52175507211	2.071670496880469
Spanish	6021266	manual_output_funchead_RANDOM4	0.809837266892	0.8255875918496662
Romanian	1426207	manual_output_funchead_RANDOM4	0.706575139646	1.29496109265002
Lithuanian	1263178	manual_output_funchead_RANDOM4	0.541336353341	2.494670829038523
Croatian	9660740	manual_output_funchead_RANDOM4	0.71186440678	1.1442133607385365
Galician	2732452	manual_output_funchead_RANDOM4	0.709535707422	1.2898216229916628
Portuguese	8764387	manual_output_funchead_RANDOM4	0.81743293482	0.7207089376492947
Belarusian	7569899	manual_output_funchead_RANDOM4	0.501569858713	2.177536750326351
Italian	4773429	manual_output_funchead_RANDOM4	0.825404427416	0.7395447820976928
Hindi	9995643	manual_output_funchead_RANDOM4	0.817404013032	0.7142901541896871
Finnish	94981	manual_output_funchead_RANDOM4	0.729563193208	1.1248888537873312
Ancient_Greek	6569190	manual_output_funchead_RANDOM4	0.732894933493	1.211918608626698
French	7783045	manual_output_funchead_RANDOM4	0.820081208882	0.7332496197828062
French	7954248	manual_output_funchead_RANDOM4	0.828870271382	0.7221621133133005
Marathi	1115641	manual_output_funchead_RANDOM4	0.695906432749	1.6732259354396173
Persian	8766097	manual_output_funchead_RANDOM4	0.760226644555	1.017378572784385
Vietnamese	3599725	manual_output_funchead_RANDOM4	0.582378586637	1.6244114611630602
Greek	4678179	manual_output_funchead_RANDOM4	0.774457677584	0.9520689924059397
Hebrew	2210838	manual_output_funchead_RANDOM4	0.755775904809	1.0632227341609837
Japanese	1927328	manual_output_funchead_RANDOM4	0.82585295531	0.7492214571106383
Portuguese	2350576	manual_output_funchead_RANDOM4	0.832223381208	0.6729246947559957
Old_Church_Slavonic	7515600	manual_output_funchead_RANDOM4	0.767128712871	1.176857970917579
Indonesian	122578	manual_output_funchead_RANDOM4	0.697698449977	1.3137071267827232
Telugu	6786569	manual_output_funchead_RANDOM4	0.857418111753	0.8291391389218369
Finnish	5803803	manual_output_funchead_RANDOM4	0.717684513214	1.2021440748366594
Swedish	9434306	manual_output_funchead_RANDOM4	0.769452571768	1.0270218565047193
Norwegian	6228848	manual_output_funchead_RANDOM4	0.820293223388	0.8205747954448608
French	5793723	manual_output_funchead_RANDOM4	0.848452919408	0.6772605173469186
Marathi	756235	manual_output_funchead_RANDOM4	0.69298245614	1.6170324693646347
Belarusian	4370760	manual_output_funchead_RANDOM4	0.551020408163	1.9862121674853555
Danish	8461862	manual_output_funchead_RANDOM4	0.792136713951	0.9066082323035568
Ukrainian	9757129	manual_output_funchead_RANDOM4	0.717676526718	1.221119734323548
Urdu	1009986	manual_output_funchead_RANDOM4	0.749567598732	1.0424136500531778
Vietnamese	2910444	manual_output_funchead_RANDOM4	0.631349487985	1.4808517576146292
Hungarian	4126343	manual_output_funchead_RANDOM4	0.713942066754	1.3358856218186412
Finnish	306270	manual_output_funchead_RANDOM4	0.699780911954	1.2164141134980377
Tamil	4109161	manual_output_funchead_RANDOM4	0.548300536673	2.1017527273174688
Vietnamese	8364207	manual_output_funchead_RANDOM4	0.578221636419	1.6593860060861916
Turkish	5706412	manual_output_funchead_RANDOM4	0.527621608409	2.026404729655249
German	369161	manual_output_funchead_RANDOM4	0.833317796215	0.6917987587573733
Portuguese	2205530	manual_output_funchead_RANDOM4	0.848404610982	0.6328245999349876
Korean	5558691	manual_output_funchead_RANDOM4	0.565167032431	1.9297111258074238
Belarusian	3293685	manual_output_funchead_RANDOM4	0.553375196232	2.060714940261242
Danish	7061023	manual_output_funchead_RANDOM4	0.761979224841	0.9912197944186698
Korean	7600036	manual_output_funchead_RANDOM4	0.506035113387	2.079815582512821
Telugu	3562537	manual_output_funchead_RANDOM4	0.83429672447	0.9823279344047885
Croatian	9192492	manual_output_funchead_RANDOM4	0.755591672471	1.0806529461788545
Hebrew	5444158	manual_output_funchead_RANDOM4	0.760832920178	1.0752476734753345
Bulgarian	374756	manual_output_funchead_RANDOM4	0.859518472995	0.5992262385067509
