Language	FileName	ModelName	Counter	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	DH_Sigma_NoPunct	DH_Mean_NoPunct
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	xcomp	0.9296489	0.06771023	0.0861625	-3.147445
Latin	9824838	inferRealGrammars_PureUD.py	1990000	acl	0.15571816	-0.07392444	0.057045788	-2.656658
Latin	9824838	inferRealGrammars_PureUD.py	1990000	advcl	0.8731667	-0.0077794287	0.04856397	-0.20456809
Latin	9824838	inferRealGrammars_PureUD.py	1990000	advmod	-0.15319362	0.025590448	-0.01796032	1.742209
Latin	9824838	inferRealGrammars_PureUD.py	1990000	amod	-2.7896407	-0.029212033	0.014060463	-0.2369717
Latin	9824838	inferRealGrammars_PureUD.py	1990000	appos	0.5533307	0.041521166	0.1154798	-2.3772538
Latin	9824838	inferRealGrammars_PureUD.py	1990000	aux	-2.4786437	0.100068055	-0.036290057	-1.445236
Latin	9824838	inferRealGrammars_PureUD.py	1990000	case	-0.6029085	0.032622743	0.07778002	4.147269
Latin	9824838	inferRealGrammars_PureUD.py	1990000	cc	1.1979417	-0.017746113	0.021708587	0.7222719
Latin	9824838	inferRealGrammars_PureUD.py	1990000	ccomp	0.25767216	0.06270535	-0.04868361	-1.2113578
Latin	9824838	inferRealGrammars_PureUD.py	1990000	compound	0.11744778	0.71848536	0.6757305	-0.72868484
Latin	9824838	inferRealGrammars_PureUD.py	1990000	conj	2.361243	-0.042923808	0.19301961	-6.7641377
Latin	9824838	inferRealGrammars_PureUD.py	1990000	cop	-1.1469314	-0.05388137	0.06615895	0.63174653
Latin	9824838	inferRealGrammars_PureUD.py	1990000	csubj	0.9708294	-0.019287385	0.019379916	-1.1572429
Latin	9824838	inferRealGrammars_PureUD.py	1990000	dep	1.3461086	0.073493354	0.13179174	-3.0777724
Latin	9824838	inferRealGrammars_PureUD.py	1990000	det	-2.1025236	0.0735508	0.06534889	0.8063331
Latin	9824838	inferRealGrammars_PureUD.py	1990000	discourse	-0.110314146	-0.02442677	-0.024193522	1.3187191
Latin	9824838	inferRealGrammars_PureUD.py	1990000	expl	-3.3768938	0.29527467	0.37133986	3.098666
Latin	9824838	inferRealGrammars_PureUD.py	1990000	fixed	0.0009489124	0.9506387	0.38680348	-3.619203
Latin	9824838	inferRealGrammars_PureUD.py	1990000	flat	-2.2303545	0.17828457	0.3213888	-2.8910038
Latin	9824838	inferRealGrammars_PureUD.py	1990000	iobj	-0.8358598	-0.008408573	-0.01079899	-0.3193584
Latin	9824838	inferRealGrammars_PureUD.py	1990000	mark	2.735759	-0.08776954	0.14585805	4.7570076
Latin	9824838	inferRealGrammars_PureUD.py	1990000	nmod	-2.255415	-0.06395256	-0.0039628134	-0.5325856
Latin	9824838	inferRealGrammars_PureUD.py	1990000	nsubj	0.26851952	0.023147007	0.018968133	1.2791859
Latin	9824838	inferRealGrammars_PureUD.py	1990000	nummod	-2.7769315	0.122846045	0.018657545	0.59246314
Latin	9824838	inferRealGrammars_PureUD.py	1990000	obj	-0.71701175	0.003762664	0.018380024	0.055149097
Latin	9824838	inferRealGrammars_PureUD.py	1990000	obl	-0.29929003	-0.045074496	0.051615696	0.13959129
Latin	9824838	inferRealGrammars_PureUD.py	1990000	orphan	2.4037073	0.12809947	0.113485806	-2.3212435
Latin	9824838	inferRealGrammars_PureUD.py	1990000	parataxis	0.77903783	0.09333043	0.06319858	-1.3395857
Latin	9824838	inferRealGrammars_PureUD.py	1990000	punct	-0.012798104	1.0089312	0.995407	0.021374147
Latin	9824838	inferRealGrammars_PureUD.py	1990000	vocative	1.1142838	0.046835963	0.04077166	1.0472606
Latin	9824838	inferRealGrammars_PureUD.py	1990000	xcomp	-0.52630544	-0.0073562167	-0.07040627	-0.61913425
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	acl	1.0290068	0.7624009	0.48270413	2.0244474
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	advcl	1.8602484	0.19181958	0.4566379	3.0591521
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	advmod	-0.446599	0.16164893	0.31614947	2.4845486
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	amod	-1.6261672	0.5269647	0.45321658	2.4540594
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	case	-0.0036174469	0.997915	0.5912769	-2.5674677
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	cc	1.1767234	0.812177	0.5364119	0.3175812
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	ccomp	1.0561725	0.2830272	0.4066597	2.356623
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	compound	-3.2312243	0.45971647	0.5095861	3.5378006
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	conj	-0.08103344	0.87466097	0.5126157	-2.4990149
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	csubj	1.45284	0.65402	0.6914148	1.7221487
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	dep	0.011379317	1.00001	1.0083456	-0.0048336927
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	det	-0.7560494	0.52456903	0.347924	2.5367725
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	discourse	0.8595533	0.63857377	0.49618453	-1.0881515
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	dislocated	0.21016793	0.8880482	0.90413696	0.40726435
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	flat	-0.52041364	0.89368594	0.58942	1.0675945
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	iobj	0.04323518	0.28032205	0.5603232	2.439094
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	list	-0.028570859	0.9805454	0.9062599	0.63741434
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	mark	0.22910547	0.93217987	0.4996934	-2.285432
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	nmod	-1.366673	0.49424866	0.33242673	2.4421027
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	nsubj	1.1419386	0.064980865	0.29639274	3.917424
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	nummod	-1.765812	0.698244	0.41439828	2.1354296
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	obj	-0.22069834	0.1293865	0.3662226	3.8199406
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	obl	0.08724142	0.13400257	0.3674585	3.6044378
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	orphan	-0.5589823	0.9351541	0.6737816	0.41962168
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	parataxis	1.592576	0.65086097	0.44567943	-0.36956573
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	punct	0.0301679	0.9856683	1.004315	0.020078145
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	vocative	0.21567746	0.92391986	0.6470844	1.5204225
Telugu	2555886	inferRealGrammars_PureUD.py	1990000	xcomp	-0.17358936	0.80094945	0.70474964	0.3381347
Czech	4037284	inferRealGrammars_PureUD.py	1990000	acl	1.8141806	-0.029806765	0.11472116	-5.2845907
Czech	4037284	inferRealGrammars_PureUD.py	1990000	advcl	2.2691748	-0.059939265	-0.033809733	-0.7179408
Czech	4037284	inferRealGrammars_PureUD.py	1990000	advmod	-0.40202576	0.035663713	0.03963726	1.488059
Czech	4037284	inferRealGrammars_PureUD.py	1990000	amod	-4.693744	-0.017894667	0.031080289	2.4407294
Czech	4037284	inferRealGrammars_PureUD.py	1990000	appos	1.4733591	-0.073748775	0.22430187	-5.7816787
Czech	4037284	inferRealGrammars_PureUD.py	1990000	aux	-0.13598517	0.022842573	-0.014084325	2.0278788
Czech	4037284	inferRealGrammars_PureUD.py	1990000	case	-0.7791223	0.008192136	-0.20927812	7.615894
Czech	4037284	inferRealGrammars_PureUD.py	1990000	cc	1.8207864	-0.03861654	0.0276166	3.4175415
Czech	4037284	inferRealGrammars_PureUD.py	1990000	ccomp	1.8751543	0.1221466	0.02265313	-1.3859296
Czech	4037284	inferRealGrammars_PureUD.py	1990000	compound	-1.2882355	0.047289066	-0.106314756	-1.012595
Czech	4037284	inferRealGrammars_PureUD.py	1990000	conj	2.0944273	0.045756377	0.30794156	-9.22431
Czech	4037284	inferRealGrammars_PureUD.py	1990000	cop	-0.17134131	0.021755874	0.013027894	1.6983606
Czech	4037284	inferRealGrammars_PureUD.py	1990000	csubj	1.7008774	0.07319579	-0.059998013	-2.444424
Czech	4037284	inferRealGrammars_PureUD.py	1990000	dep	1.456813	0.053261314	0.025058862	-1.9563384
Czech	4037284	inferRealGrammars_PureUD.py	1990000	det	-2.9028468	-0.061856657	0.04439294	3.7668478
Czech	4037284	inferRealGrammars_PureUD.py	1990000	discourse	0.14311682	-0.063255176	0.12912463	1.8549881
Czech	4037284	inferRealGrammars_PureUD.py	1990000	expl	-0.36808017	-0.021358501	-0.027225448	1.3421822
Czech	4037284	inferRealGrammars_PureUD.py	1990000	fixed	-0.0025235151	0.9965458	0.34635302	-6.857056
Czech	4037284	inferRealGrammars_PureUD.py	1990000	flat	-5.6078024	-0.115681425	-0.02461249	-1.7655298
Czech	4037284	inferRealGrammars_PureUD.py	1990000	iobj	-0.21337636	-0.013686729	-0.0415085	-0.1892099
Czech	4037284	inferRealGrammars_PureUD.py	1990000	mark	3.100078	0.033922978	-0.035948027	3.5420125
Czech	4037284	inferRealGrammars_PureUD.py	1990000	nmod	-1.3886535	0.025952905	-0.003927926	-2.5321958
Czech	4037284	inferRealGrammars_PureUD.py	1990000	nsubj	0.6345566	-0.0073719225	0.044249434	0.66758746
Czech	4037284	inferRealGrammars_PureUD.py	1990000	nummod	-3.5529077	-0.055111665	-0.0021818352	0.81901747
Czech	4037284	inferRealGrammars_PureUD.py	1990000	obj	0.12279852	-0.04355026	-0.023890765	-0.7551379
Czech	4037284	inferRealGrammars_PureUD.py	1990000	obl	0.19593489	-0.01550424	0.0058627618	-0.30540714
Czech	4037284	inferRealGrammars_PureUD.py	1990000	orphan	3.1509726	-0.09564881	0.32517916	-6.728984
Czech	4037284	inferRealGrammars_PureUD.py	1990000	parataxis	1.6111482	-0.0038759713	-0.120970696	-0.7042383
Czech	4037284	inferRealGrammars_PureUD.py	1990000	punct	-0.0039345054	0.9838053	1.0095559	0.022636453
Czech	4037284	inferRealGrammars_PureUD.py	1990000	vocative	1.3443881	0.11893259	0.059213545	0.37086454
Czech	4037284	inferRealGrammars_PureUD.py	1990000	xcomp	0.5176756	-0.03268871	0.098625556	-2.4783344
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	acl	1.1788875	0.051447645	0.36385733	7.085135
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	advcl	2.6726296	0.017938241	0.34659755	6.439996
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	advmod	1.3472656	-0.06640145	0.37787342	6.2512503
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	amod	-1.3551236	0.049012113	0.381076	5.96539
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	aux	-1.6671537	-0.021477178	0.34009045	-7.8598995
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	case	0.67557776	0.030264286	0.32594797	-8.377743
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	cc	0.67092985	0.6946341	0.38025373	-4.7872386
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	ccomp	-2.3210042	0.564836	0.4454943	4.1799407
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	compound	-2.5890646	0.07200208	0.0060419375	2.507999
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	cop	-2.1299605	0.0849616	0.3837915	-5.749984
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	csubj	1.8469949	0.15811189	0.48573434	3.8744981
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	dep	0.14615989	0.6561875	0.6102144	1.9541306
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	det	0.5496647	0.2287099	0.4259509	4.993987
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	fixed	-0.84170586	0.1628876	0.4710763	-4.2724223
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	iobj	0.4452643	0.030356063	0.37897423	6.429917
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	mark	-1.6525981	-0.012808774	0.3192906	-7.215605
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	nmod	1.5191536	0.027651655	0.32810003	7.3805904
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	nsubj	1.2759672	0.03204432	0.37027666	6.7769766
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	nummod	-0.41188857	0.028553247	0.37752053	6.073835
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	obj	-0.43606177	-0.038471255	0.36919418	6.5369997
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	obl	0.98639154	-0.046650868	0.36362305	7.1073656
Japanese	7228679	inferRealGrammars_PureUD.py	1990000	punct	0.02190067	0.99367505	0.9788111	-0.011696877
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	acl	2.5019913	0.037644856	0.08480106	-3.5438144
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	advcl	2.5829337	0.059538253	0.056809932	-1.1313154
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	advmod	0.01262433	-0.022913888	0.027645929	1.0978346
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	amod	-5.144346	0.088659115	-0.04121495	-0.77497095
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	appos	1.8673468	-0.018991087	0.18879701	-6.4851203
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	aux	-1.0504241	-0.020828424	0.20135371	5.694876
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	case	0.4872021	0.0051803784	0.08764213	4.679659
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	cc	3.1325493	0.02083858	0.088447325	3.5452583
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	ccomp	1.864246	0.06598164	-0.032228302	-1.0088992
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	compound	-3.904048	0.35476467	0.23209825	-2.6538327
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	conj	2.7165337	0.0151079465	0.24837087	-6.7798142
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	cop	-0.930515	-0.014716056	-0.07197617	2.5177348
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	csubj	2.0319543	0.11847503	0.080056936	-1.4077224
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	dep	1.695854	0.07181676	-0.09962681	-0.47581622
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	det	-3.1469612	0.024311626	-0.059377976	4.913874
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	discourse	1.5787382	0.79855555	0.8194783	0.34522346
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	dislocated	0.9038188	0.84894145	0.8719092	0.78532296
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	expl	-2.6088028	0.09734012	0.069447085	0.5827388
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	fixed	-1.5235792	0.18165548	0.110962436	-2.1081855
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	flat	-6.588014	0.17337838	0.37997344	-7.289916
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	iobj	-0.6503922	0.1522633	0.099888146	-0.6790206
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	mark	2.0165212	0.05385813	0.22485326	5.7575545
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	nmod	1.0564123	0.038091466	-0.021875089	-2.645389
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	nsubj	0.4963874	0.015631717	-0.0067728357	2.0918028
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	nummod	-4.6089506	0.02909926	0.030672707	2.204009
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	obj	-0.4262908	-0.014060185	0.025081815	-2.249921
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	obl	0.5113268	0.02222725	-0.042715017	-1.2583587
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	orphan	0.18570505	0.9684665	0.8815552	-1.0404123
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	parataxis	3.5006816	0.15570492	0.07524431	-1.523788
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	punct	0.0006045016	1.0036091	0.99582916	-0.012705353
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	reparandum	0.05803598	1.0141957	0.978429	0.07416864
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	vocative	0.62984717	0.89931333	0.6959982	0.73474586
Portuguese	4628111	inferRealGrammars_PureUD.py	1990000	xcomp	0.2345912	0.11685878	0.1352778	-4.475648
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	acl	-0.72652763	0.0356235	0.03479157	0.026451502
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	advcl	1.7690066	-0.062086266	-0.016790608	-0.93256706
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	advmod	-0.74558985	0.046169195	0.01566232	0.68175995
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	amod	-2.5884078	0.050185118	0.0964838	4.904064
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	appos	0.21784462	0.120567985	0.37524638	-5.403481
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	aux	-0.90726084	-0.057559375	0.11821483	3.933619
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	case	0.9308066	0.15299049	0.031395715	-1.8160992
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	cc	3.653816	0.030363342	0.12857178	5.7590246
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	ccomp	1.6955101	0.13349956	0.05477534	-2.5885823
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	compound	-1.6689153	-0.048579298	-0.0469493	1.0899501
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	conj	2.0719135	0.0036148322	0.1369722	-4.68817
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	cop	-0.71816814	-0.021197999	0.014537235	1.5446341
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	csubj	1.2762874	0.13009141	0.09808166	-1.78327
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	dep	0.90226275	0.270768	0.11272297	0.69972324
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	det	-0.7216605	0.057221692	0.18774387	4.9372334
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	discourse	2.280476	0.10490311	0.094918154	0.6318745
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	expl	3.9794958	0.17173386	0.17653108	3.2988963
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	fixed	-0.6558729	0.692276	0.42874944	-5.174583
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	flat	-3.5024204	0.14060813	0.31821862	-6.450408
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	goeswith	-1.2033405	0.87928253	0.3312158	-1.346964
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	mark	2.6957648	-0.047995042	0.1459892	4.4001446
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	nmod	-0.5877556	0.008522718	0.011956688	0.546568
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	nsubj	0.2686078	0.031328216	-0.0027081873	1.6350696
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	nummod	-1.884052	-0.11457707	0.022225346	1.3798132
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	obj	-0.57104677	0.04566568	-0.025217637	-0.7875962
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	obl	0.26423904	0.015444502	-0.026356895	-0.40794232
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	orphan	1.7620683	0.33913234	0.10553233	-0.22215672
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	parataxis	3.7099414	0.24281348	0.3888544	-4.6456046
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	punct	0.006270166	1.0112035	1.0152146	0.02873485
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	reparandum	0.4610024	0.9463557	0.8591265	1.6424159
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	vocative	0.54823375	0.19219068	0.14929323	0.0031547623
Finnish	6384087	inferRealGrammars_PureUD.py	1990000	xcomp	0.44538417	0.058906626	0.12006047	-3.1291616
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	acl	1.0313084	0.16935769	0.047899645	-2.3985217
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	advcl	2.3080986	0.15748751	0.11691797	-0.5155175
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	advmod	-0.17021017	0.037741672	0.04242401	1.6897817
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	amod	-3.720782	0.08292455	0.24341458	5.129129
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	appos	0.0729047	1.0096817	0.8432826	-0.7965964
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	aux	-1.7026871	0.08782765	0.1507783	3.0789924
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	case	0.18255812	0.09905456	0.08176134	3.8411515
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	cc	4.4491563	0.18029502	0.35048726	5.876059
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	ccomp	1.2585953	0.12525825	0.12503281	-2.5359557
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	compound	-1.8465685	0.7725451	0.40629792	-3.7559662
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	conj	2.824418	0.111228704	0.36090794	-6.327162
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	cop	-1.0617437	0.070778325	0.06819288	2.0799677
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	csubj	1.0889785	0.5180241	0.44547406	-3.1227117
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	dep	0.68815833	0.30722103	0.13687818	0.20324077
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	det	-1.7526747	0.15718727	0.24268007	4.1039777
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	discourse	0.12154813	0.06815716	0.055350114	1.5732186
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	fixed	0.014618695	0.9721908	0.6495867	-1.9206971
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	flat	-4.183029	0.46828476	0.40163112	-4.89504
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	goeswith	-0.008569016	0.9982453	0.99238193	-0.33620405
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	iobj	-0.15668935	0.051318258	0.06325384	-0.86140233
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	mark	4.2551303	0.16993791	0.30741793	5.0859275
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	nmod	-4.0592127	0.07959828	0.036238957	2.197829
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	nsubj	0.40246063	0.014412814	0.040805276	1.2067424
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	nummod	-2.3209405	0.21667975	0.20164075	3.1703415
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	obj	-0.2961463	0.06193472	0.03588503	-0.7848632
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	obl	0.5051015	0.052067425	0.033694677	0.14103416
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	orphan	0.9965924	0.80700964	0.63942504	-0.2959429
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	parataxis	2.428588	0.16848741	0.12557247	0.30014032
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	punct	0.018488057	0.9833184	0.9769331	0.01925509
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	vocative	1.5139065	0.44250455	0.41735756	0.15781033
Latvian	6070868	inferRealGrammars_PureUD.py	1990000	xcomp	-1.0923617	0.1373961	0.08035313	-2.7446089
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	acl	2.1373801	0.2619392	0.2657113	-4.5026345
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	advcl	2.519997	0.08580406	0.10338	-0.86285883
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	advmod	-1.1639961	0.09688976	0.08200713	2.3409882
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	amod	-6.3017635	0.13005267	0.21254194	5.3129907
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	appos	1.4890405	0.23534277	0.30399325	-3.5703447
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	aux	-1.3082274	0.06546556	0.041961078	0.72055537
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	case	-2.1865516	0.07624808	0.3439814	6.909418
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	cc	4.3861656	0.27580693	0.26395568	4.845998
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	ccomp	1.5452896	0.12232668	0.43296912	-5.2062364
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	compound	-0.9868297	0.09597885	0.074679844	1.2330459
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	conj	2.583676	0.099266596	0.3762973	-6.0831766
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	cop	-1.1299093	0.05882475	0.111981325	1.8826524
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	csubj	1.3530594	0.25626785	0.47513667	-3.1472938
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	dep	0.24691734	0.8798994	0.89596456	-0.2395466
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	det	-4.0697165	0.14260955	0.24589612	5.0810566
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	discourse	0.47026557	0.21529491	0.18942472	1.843004
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	fixed	-1.2275332	0.9527119	0.43227643	-4.3672442
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	flat	-0.4556006	0.10289525	0.39244103	-5.9707584
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	goeswith	-1.2269267	0.87611353	0.46431383	0.26892197
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	iobj	-0.7837582	0.9603824	0.8943082	0.14862543
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	list	2.1827362	0.77588767	0.7317171	-1.6750621
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	mark	3.5419118	0.10009792	0.41118452	5.77292
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	nmod	-1.5805235	0.06710776	0.17034194	-4.772756
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	nsubj	-0.06993699	0.039770048	0.025176324	1.1473867
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	nummod	-3.9542637	0.12974611	0.14833954	3.1120672
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	obj	-0.6551738	0.061576948	0.09843746	-1.9099712
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	obl	0.4782432	0.035122953	0.03995077	-1.3082421
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	orphan	2.579432	0.475537	0.32656798	-1.5835665
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	parataxis	2.830438	0.057699688	0.067654625	-1.6094414
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	punct	-0.0011472874	0.9777897	0.9872034	0.013588304
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	vocative	0.6066695	1.0612484	0.93109435	0.31880724
Serbian	6738844	inferRealGrammars_PureUD.py	1990000	xcomp	1.2912223	0.1574297	0.15086538	-2.5510187
Belarusian	4689697	inferRealGrammars_PureUD.py	1990000	acl	0.9021231	0.48652437	0.33683583	-1.9890422
