diff_corr_nocorr	diff_DLM_NoDLM	probVPBranching	probNPBranching	probObj
-0.0505487480293	NA	0.5	0.0	0.6
-0.049539693882	-0.074796376852	0.426388846504	0.0	0.364533747536
-0.047365480383	-0.086662663474	0.492027771142	0.0	0.564899871883
-0.0472234754275	-0.061867131894	0.453553731954	0.0	0.312978419238
-0.046526086777	NA	0.5	0.0	0.5
-0.0451402510907	NA	0.5	0.0	0.4
-0.043451990702	-0.007401985779	0.316274869141	0.288665656044	0.407715741597
-0.0434412109745	-0.082147287338	0.477422222584	0.0	0.521086982067
-0.0428158042195	-0.041966199367	0.416542860645	0.0	0.22945895249
-0.042286721655	-0.025089230106	0.342839576531	0.230628045208	0.365281148142
-0.042106976879	NA	0.5	0.0	0.7
-0.0415644599355	-0.074427929503	0.478136028874	0.0	0.328184969426
-0.041236587475	-0.010369237202	0.35461512307	0.3	0.124051170367
-0.040600131257	-0.021673454999	0.394220835163	0.246400603184	0.225263123708
-0.0401416176485	-0.069874716541	0.468745131652	0.0	0.277031363555
-0.0395734869465	-0.068760160807	0.465926776374	0.0	0.651308096878
-0.0392944192275	-0.069125839943	0.445416680343	0.0	0.167709676117
-0.039132553734	-0.074131157315	0.420402843188	0.0	0.477633727763
-0.038449670442	-0.061336686408	0.402726321226	0.0	0.494036763237
-0.038386195499	-0.060391596302	0.456826744682	0.0	0.300908546852
-0.037254408337	-0.078269361671	0.453632703404	0.0	0.468453882487
-0.0368771045055	-0.0682299921229	0.4	0.0	0.5
-0.036410237752	-0.015303149958	0.386644048495	0.278796177779	0.387214598808
-0.036137075692	0.028833693768	0.399031192967	0.362786604656	0.406570384992
-0.035171015671	0.01202005779	0.381531895482	0.3	0.668109751077
-0.034706008569	-0.043113093002	0.41711241987	0.0	0.218452864009
-0.0346235730055	NA	0.5	0.0	0.8
-0.034449800812	-0.073493276016	0.493608764867	0.0	0.421754611502
-0.03441654673	0.002266407469	0.330689998201	0.288774431618	0.251524792078
-0.034166637867	-0.0636193875645	0.4	0.0	0.6
-0.033733729402	-0.040153829443	0.475099783853	0.0	0.263337880698
-0.03330073032	-0.068727608378	0.469563494088	0.0	0.357337811826
-0.033110219658	-0.00488083005	0.299692004379	0.3	0.352159246566
-0.032893711964	-0.058267039585	0.483577293104	0.0	0.41633797723
-0.0327368185405	-0.05976366782	0.398298341863	0.0	0.522541463523
-0.0326181286759	-0.0524360725857	0.476452713192	0.0	0.811523931219
-0.032364197579	-0.057024420098	0.354297591084	0.0	0.571854777623
-0.0323581328962	-0.0292790885906	0.4	0.1	0.5
-0.031987554961	-0.013576712353	0.349603562901	0.374873532359	0.16373007614
-0.031963768809	-0.003613266298	0.38604182638	0.217936700356	0.374124205501
-0.0316952909075	-0.06202458688	0.412383424199	0.0	0.23998939999
-0.031377497488	-0.010279712441	0.341611681198	0.282155328575	0.429736500018
-0.031090855956	0.020791061256	0.39025449731	0.3	0.554144630927
-0.03081701634	0.004338291726	0.367008209104	0.372833656311	0.348793429473
-0.0306437956702	-0.0528646267002	0.365615065545	0.0	0.613225920047
-0.030538751828	0.005143113335	0.329248657709	0.221541929062	0.707626446789
-0.030519737653	0.012251257911	0.36158918461	0.287604174256	0.842504545778
-0.030519586179	-0.002479772003	0.305307999197	0.29291203394	0.151493557967
-0.030161251145	-0.008570481468	0.3979914071	0.212137065789	0.375267267449
-0.0300799957716	-0.058968134475	0.4	0.0	0.4
-0.030034927878	-0.061385574906	0.424417563742	0.0	0.313129358237
-0.029782712514	0.001553073575	0.345922890723	0.246121936066	0.524851901197
-0.029741170781	-0.004900303622	0.368977492377	0.3	0.258951422561
-0.02918973348	0.000326985302	0.379197694508	0.394307502515	0.328654835217
-0.0290823682455	-0.064315682194	0.412546724086	0.0	0.594243096645
-0.028694927135	-0.007580825462	0.399703020148	0.39865575161	0.189850532701
-0.028480219816	0.005749383144	0.331377962544	0.211754472243	0.7131533255
-0.0282912173763	-0.0548291896303	0.429603048262	0.0	0.707239664503
-0.02797457507	0.015225710118	0.360024552834	0.307776422717	0.434127732102
-0.0279634762	0.016099402299	0.354524704431	0.299528780202	0.687298705724
-0.0278131301163	-0.0218847618695	0.4	0.1	0.6
-0.027746810612	0.001629877917	0.393058049744	0.260494932334	0.511699768235
-0.027387403649	0.033205791145	0.397917666078	0.313442660262	0.509732692981
-0.02732143955	0.017224986217	0.381225023074	0.265750968554	0.381318619154
-0.0272460854219	-0.0513967429026	0.4	0.0	0.3
-0.027242322171	-0.06038283107	0.452973252407	0.0	0.295287784491
-0.027105371665	-0.013275422771	0.37329592072	0.208663502918	0.50174349189
-0.027035995331	-0.00739876033	0.342375674624	0.376105341964	0.198041350963
-0.026938558408	0.014079395307	0.391932817923	0.248855127588	0.63488909486
-0.026766976053	0.012267156964	0.353920654709	0.3	0.269749540486
-0.02649222673	0.016105062567	0.371295216762	0.23367224315	0.527319436877
-0.026391184804	0.021171493561	0.299190640406	0.334650769306	0.515710962957
-0.026327600305	0.000460929763	0.393838476107	0.3	0.721423107191
-0.026256388825	0.003838553838	0.322278389702	0.235175643569	0.512463865872
-0.02611260483	-0.005403356771	0.297407303204	0.396136305913	0.289351309574
-0.0260039953	-0.015739016143	0.347438385215	0.3	0.433872508239
-0.02595912565	0.009828374062	0.394377146289	0.349399623416	0.10515618383
-0.0257577654485	-0.056827777711	0.355055965409	0.0	0.42054500909
-0.0257139033055	NA	0.5	0.3	0.6
-0.025696968962	0.007632600722	0.331382396069	0.26057135966	0.57602830747
-0.0254007023098	-0.0533900539445	0.428149078353	0.0	0.774435432088
-0.0253738025804	-0.0396543172512	0.38048910889	0.0	0.758013832915
-0.025085963932	-0.024519135578	0.37285400786	0.210735547422	0.108207659948
-0.0250459835608	-0.0379329292853	0.306096776379	0.0	0.477885458058
-0.0248307283763	-0.0467483986229	0.4	0.0	0.7
-0.0246513903107	-0.030868350083	0.4	0.1	0.3
