"","Language","Model","Type","Direction","Group","Surp","FullSurp","UAS","Pars","Efficiency"
"21","Arabic",2481192020,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",6.99054091808218,10.0198836234664,0.800789735578,0.937501169050622,7.22898799532458
"22","Arabic",9788252482,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",6.95421055663245,9.90329383318714,0.815278922193,0.877445657760545,7.13623515872975
"23","Arabic",1713853144,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",6.98402777582884,9.9696765135233,0.800286787446,0.947284394300782,7.23290939254674
"24","Arabic",1441855073,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.07019346290065,10.0303453977797,0.824471101884,0.847328914047508,7.21050303065809
"25","Basque",657083143,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",8.24139853678464,8.24141816403747,0.76649618933,1.13990070190575,8.55715938501192
"26","Basque",5417024915,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",8.26972532814254,8.26974744536826,0.746690734055,1.18792809198718,8.63068088731547
"27","Basque",6607162747,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",8.27407651179829,8.27410688142311,0.750451263538,1.17664025230815,8.62330911292661
"28","Basque",6601537573,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",8.23943352591181,8.23945296659878,0.791265543522,1.08036791676386,8.49585809008448
"29","Basque",1933414271,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",8.28316118599659,8.28318374513157,0.741927396711,1.18472916394699,8.63957423134392
"30","Basque",7825666655,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",8.22882493215315,8.22884070377931,0.787154031288,1.10624478612135,8.51218722505918
"31","Basque",717795527,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",8.27786660731749,8.27788710927167,0.760228640193,1.17147347913226,8.62155342571801
"32","Basque",7473453870,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",8.32980235976693,8.32982782879716,0.774167669475,1.09161819106381,8.58844031485405
"33","Belarusian",7691383669,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",9.01429881506485,11.1391089030439,0.665620094192,1.69184520966966,9.80471414322802
"34","Belarusian",2064241235,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",9.018005348692,11.1246864011624,0.697802197802,1.70810114757232,9.82430596139513
"35","Belarusian",926360780,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",9.24964030405109,11.5357962816876,0.689167974882,1.70426634155226,10.0289426151982
"36","Belarusian",1452304414,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",8.85100202480284,11.0353853049398,0.691522762951,1.65299949092057,9.61890131324312
"37","Belarusian",7359258414,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",8.88720730627058,11.2145190251086,0.677394034537,1.70640620855933,9.70489278420286
"38","Belarusian",5477271494,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",8.86262156146034,10.9309236245299,0.694662480377,1.68561315985639,9.6619725651707
"39","Belarusian",8060678659,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",9.14990199023972,11.5248433460984,0.693092621664,1.76614895645453,10.0010607476703
"40","Belarusian",9133720537,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",8.79052715383374,10.9069326245222,0.548665620094,2.03772864723505,9.94920308568542
"41","Bulgarian",1170573905,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",7.18886280656164,10.3981364927734,0.88135348131,0.543272135409588,7.01324866131507
"42","Bulgarian",204987555,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.27832076890771,10.5644852944548,0.84795025667,0.614837216095508,7.16532590811245
"43","Bulgarian",9342297711,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",7.1819744845995,10.4002585916561,0.880341262382,0.555119697952915,7.01889673409247
"44","Bulgarian",7812667892,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.21492079346853,10.3900997887228,0.891475670595,0.515808940412131,7.00923765453381
"45","Bulgarian",4422284109,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",7.24062090802035,10.5111778944607,0.860964500036,0.615543775685473,7.13210259290379
"46","Bulgarian",7592514626,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.25058652223654,10.5151597125897,0.861832116261,0.557060780588816,7.0825886506017
"47","Bulgarian",4983112764,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",7.19925474448259,10.4325454822113,0.875497071795,0.555133797855907,7.03446306789024
"48","Bulgarian",6688858397,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.19338391737127,10.365802057466,0.891475670595,0.510678506334505,6.98472403196865
"49","Catalan",2181627944,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",5.81321120546801,7.3407890197192,0.856680273177,0.623997887727351,5.85588797264856
"50","Catalan",2471432465,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",5.79049945413714,7.30892278584738,0.871379229139,0.554461764998278,5.7659112737217
"51","Catalan",7875549067,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",5.82490431929381,7.3460486528092,0.862371457728,0.579467035780892,5.82188092314532
"52","Catalan",5306277338,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",5.78519737175072,7.32040718256982,0.87006436926,0.54952149398567,5.75619912856132
"53","Catalan",7673093064,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",5.84473306241833,7.34479304759009,0.862960200958,0.585526834032592,5.84578659020909
"54","Catalan",6485767966,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",5.81448739588941,7.31548673499464,0.868572886412,0.587866555292,5.82090521159247
"55","Catalan",1962043850,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",5.8840970027927,7.3678218034612,0.858780124029,0.60622202440136,5.90190932691479
"56","Catalan",2538995201,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",5.83256348888006,7.3345349158066,0.872890336761,0.563972575654788,5.81327971564685
"57","Chinese",1525295101,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",7.77738497220014,9.77834796888003,0.737281910009,1.28189494423739,8.28154141921752
"58","Chinese",7647437770,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.74188094966668,9.70334018010191,0.7608815427,1.24290720225475,8.21060005695476
"59","Chinese",4863208342,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",7.71328048600967,9.68145719340791,0.772359963269,1.2305317207473,8.172484158156
"60","Chinese",2045095097,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.72077719458097,9.63305283363419,0.781818181818,1.20579535448847,8.15449482961134
"61","Chinese",9308509808,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",7.75266736488588,9.70032396938299,0.76290174472,1.22991134877376,8.20731197717104
"62","Chinese",6026513642,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.70416950859862,9.61265739076613,0.77217630854,1.23239740830589,8.16614996604464
"63","Chinese",852200053,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",7.75376986984379,9.7462465855482,0.770523415978,1.21007835105322,8.18847123391263
"64","Chinese",2313695943,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.70359644999298,9.6039956190041,0.772359963269,1.22715860682961,8.1603954118233
"65","Coptic",2061526880,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",4.88800387123234,6.58762663306919,0.811710677382,0.9534929217482,5.35269640585731
"66","Coptic",6041088033,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",4.87762219436879,6.45789539575296,0.832376578645,0.93075535354877,5.32061532848068
"67","Coptic",6920195056,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",5.04001255603064,6.81179433096023,0.849598163031,0.85762122988564,5.39363253031321
"68","Coptic",1634291040,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",4.8553914143489,6.43271706936627,0.826636050517,0.984812450737411,5.35466472365142
"69","Coptic",1512478300,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",4.96213904314263,6.86524098862049,0.801377726751,0.957219746849156,5.42314488567752
"70","Coptic",3725234897,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",4.88632963049157,6.47795725661615,0.833524684271,0.933966340482167,5.33166300792458
"71","Coptic",5656083375,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",4.99529493797657,6.71139206553614,0.805970149254,0.995298266273963,5.49106371045288
"72","Coptic",3748970563,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",5.03226792080239,6.75702547667891,0.842709529277,0.87178900704455,5.4008301357667
"73","Croatian",3798552277,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",7.8612214241887,7.86124734293242,0.807522637567,0.883638721069272,7.9587380028391
"74","Croatian",3321068676,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.73341512432797,7.73343164582581,0.81433325594,0.868104558012801,7.82817816990797
"75","Croatian",8107510327,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",7.85221590972539,7.85223636224205,0.827722312515,0.837487891163031,7.90448220991588
"76","Croatian",3099887828,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.75688964247971,7.7569035885181,0.81557155019,0.864814383051231,7.84601506128297
"77","Croatian",609458335,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",7.89839839145556,7.89841560438759,0.813327141862,0.870974405143442,7.97953295745345
"78","Croatian",6790831544,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.74178377211569,7.74179776967213,0.811547093878,0.871017496400034,7.83862289130416
"79","Croatian",663958888,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",7.8118011430915,7.81181610546728,0.819750793282,0.875817044758684,7.90643807354103
"80","Croatian",7324385554,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.78688296012563,7.78689882059823,0.811237520316,0.878035755240874,7.88623041935394
"81","Czech",8141685977,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",6.88664696588095,10.5674893387999,0.862559531452,0.610289662001237,6.8082719312941
"82","Czech",2331880029,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",6.97760291320435,10.6418474308484,0.84606496341,0.653338762929778,6.9331813848137
"83","Czech",8005291109,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",6.89814021555796,10.6163103597881,0.858469514395,0.619093194582329,6.82741938858449
"84","Czech",8120644804,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.02785306022171,10.738150068954,0.848687709774,0.665260703576124,6.99032845777566
"85","Czech",9341244952,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",6.86668902528619,10.5728534141854,0.861110601642,0.616253781974513,6.79627390473208
"86","Czech",6306938640,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.00230075948722,10.6980658908315,0.847471097824,0.664741716119662,6.96681239965816
"87","Czech",4658048204,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",6.88491559579528,10.5495403054675,0.858793536673,0.625569664195893,6.82199370041164
"88","Czech",6641886353,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.05735827366892,10.6569533005947,0.830939848015,0.700452270707409,7.05207471700944
"89","Danish",3243028224,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",7.17439411581734,7.17442416989454,0.834357198704,0.771791355897232,7.22874606013284
"90","Danish",8690418231,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.14653792908258,7.14655961254625,0.836702781191,0.744344474283208,7.17622861045753
"91","Danish",9180537518,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",7.17113222403088,7.17115493159272,0.830112811348,0.799569735044503,7.2535887366723
"92","Danish",5500305980,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.11045935772881,7.11048269745459,0.846420194348,0.698054054030277,7.0974674759862
"93","Danish",4554946807,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",7.20355203745408,7.20357988183312,0.83368703228,0.775635369886809,7.25883220359548
"94","Danish",7575930030,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.16050583839524,7.16052628784077,0.839606835698,0.733503197846061,7.17795845240177
"95","Danish",5824485390,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",7.18790922507322,7.18793339017041,0.836702781191,0.776451261312778,7.24556956387868
"96","Danish",3952714728,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.10241572177998,7.10243955647464,0.837149558807,0.752087518860744,7.14426166846273
"97","Dutch",4435548871,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",6.73501483400319,9.27482007325537,0.867468619247,0.675304654672368,6.73681800527523
"98","Dutch",6955889391,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",6.70286377701785,9.13026196755707,0.859937238494,0.693477726699667,6.72605512601573
"99","Dutch",5266995269,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",6.73312922283812,9.27452192703988,0.859414225941,0.672564750429726,6.73238105098403
"100","Dutch",8705762937,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",6.75792006697926,9.23210477372844,0.836924686192,0.72678523389116,6.80891329417249
"101","Dutch",3331821553,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",6.75591093717663,9.29552690887812,0.866265690377,0.657804397845867,6.73812424130483
"102","Dutch",5101586457,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",6.75601319912027,9.25556804903868,0.841736401674,0.735612027222392,6.81602390643063
"103","Dutch",7775405388,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",6.74602657822869,9.27947580573377,0.850627615063,0.700589414920938,6.77201333532676
"104","Dutch",5427721463,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",6.74960656263462,9.15397642577168,0.864382845188,0.678546915159689,6.75319282153085
"105","English",9021624881,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",6.4991810184108,8.7863922531758,0.861300763668,0.723409240906465,6.57267215747618
"106","English",5695541364,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",6.49613360060501,8.68155057221788,0.844080311536,0.764913037336422,6.61143327788094
"107","English",4910096554,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",6.48144897667994,8.81091740516866,0.867470793506,0.687300044347458,6.5206041233594
"108","English",9691137995,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",6.51606475740802,8.68415942528731,0.867748950589,0.691317352062773,6.55577563372999
"109","English",2608680131,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",6.50662212372309,8.78129667221237,0.846002124109,0.746162294799645,6.60212220615042
"110","English",9632101529,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",6.47585103982426,8.63183867133744,0.874525868609,0.689778495253456,6.51804443109529
"111","English",677471935,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",6.51327011491547,8.79138548995273,0.852475598038,0.717353012148457,6.57929611557238
"112","English",6448967977,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",6.47687575710156,8.63828044715892,0.876068376068,0.673049672320466,6.50223785371187
"113","Estonian",1640027993,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",8.41765054782186,10.1027132066293,0.812263176025,0.889094878473598,8.46498037151327
"114","Estonian",1534374712,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",8.39445994003575,10.026514847521,0.805373751292,0.997296468797378,8.55231041482955
"115","Estonian",8287909227,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",8.40790771953391,10.0446386888028,0.801929038925,0.955969332553637,8.52308628013416
"116","Estonian",453495948,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",8.27679125084603,9.97020833480724,0.81961189574,0.921407934937415,8.37052006069884
"117","Estonian",9895311798,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",8.36191028840689,10.0224201108733,0.77058215639,1.04716029472693,8.57287955429313
"118","Estonian",3317895290,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",8.31669524367005,9.98138696791061,0.823515903089,0.957326003167561,8.44235172247061
"119","Estonian",9828378963,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",8.38941016364448,9.95927613062196,0.80594787002,0.949769006556766,8.5002381538368
"120","Estonian",6460036660,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",8.3554394067848,9.93734299877775,0.790561488116,1.03398424892752,8.55387971503384
"121","Finnish",8684997966,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",7.89594692288612,10.6033938285592,0.771463782007,1.00473608788474,8.11108831848225
"122","Finnish",3542538061,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.88318462548299,10.5623783622918,0.792961796522,0.941577233273118,8.03644339620781
"123","Finnish",7780466564,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",7.92826543307848,10.6507379079696,0.777214843215,1.00191760284353,8.13735649261415
"124","Finnish",8278855198,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.9257113041826,10.5770908693486,0.803676571272,0.925597737864013,8.05873791162836
"125","Finnish",5335149485,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",7.99322784494003,10.7205902780015,0.761296727372,1.03423655213484,8.22814161258087
"126","Finnish",3529350779,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.89647038729616,10.5855677448263,0.804635081473,0.923658273541795,8.03048162210834
"127","Finnish",2319061700,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",7.93734178867087,10.6269527482608,0.812132000548,0.895569402104728,8.03917701190851
"128","Finnish",4663177148,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.90838330720901,10.5978123085882,0.806072846775,0.916638703439622,8.03418367992773
"129","French",7622895099,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",5.79235095221553,5.84103689727795,0.866956208882,0.582934314782171,5.79605017177615
"130","French",3037027383,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",5.74406602997631,5.79282506045441,0.877325760691,0.556846932691195,5.72650635966987
"131","French",1804798267,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",5.69151706043039,5.73957242932956,0.883981805099,0.554496826906104,5.67686218129345
"132","French",1842524198,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",5.74653191992879,5.79608841121479,0.876850328947,0.559688473178827,5.73156720111474
"133","French",1452193365,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",5.71440303316919,5.76641559126438,0.879420230263,0.578059058990268,5.72102178884254
"134","French",4013494826,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",5.77095287264286,5.81915488203573,0.876400596217,0.563669189416319,5.75752677479489
"135","French",6320535347,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",5.71797793062646,5.76564785485274,0.88236276727,0.575272953140627,5.72145309070444
"136","French",6912153951,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",5.70373158294353,5.75417751545608,0.882953844572,0.55411462332191,5.68747304797109
"137","Galician",2670938162,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",6.11277394793427,8.80190742394535,0.811674583345,1.0463782641762,6.54787481731705
"138","Galician",8753749998,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",6.13880849198145,8.76479279338055,0.830811894237,0.9909627964363,6.5158904392196
"139","Galician",7889150172,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",6.13191741751582,8.83760532044928,0.807885560528,1.04273952191019,6.56146519767443
"140","Galician",5469793482,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",6.18969650688296,8.91601646338292,0.820872573515,1.03048866532432,6.60121552151899
"141","Galician",845646266,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",6.11287282482769,8.78943545044373,0.812113890338,1.03464190003075,6.53622744237567
"142","Galician",9888894181,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",6.15895172938304,8.8359933477765,0.806485269487,1.05883947123393,6.60189602767867
"143","Galician",6804679991,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",6.13903338404897,8.81988976975223,0.813212157821,1.03133396731711,6.55646401296118
"144","Galician",7145686102,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",6.18433811042628,8.85005578418425,0.821613904066,1.03034027139724,6.5962445707809
"145","German",175901926,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",7.08539130848874,9.11338747434305,0.874242565489,0.6157910751643,6.99264325280417
"146","German",9024217012,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.09376300692357,9.10288596821136,0.862962617694,0.652707624082031,7.03709433031324
"147","German",7233494255,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",7.05101316741454,9.14761443016778,0.872751002144,0.597670919449318,6.94358277012241
"148","German",136153380,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",7.05632569995788,9.06026078395655,0.878437587396,0.580909550144131,6.93160268010623
"149","German",7136971851,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",7.06973047730345,9.10430488751564,0.869394984618,0.585603628135677,6.94836105770878
"150","German",3150957569,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",7.05154200415909,9.05904818659181,0.877039246761,0.579370095738274,6.92575789948146
"151","German",71307869,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",7.10734393180356,9.14161209205042,0.868462757528,0.595737171409803,6.992346710033
"152","German",8515262878,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",7.12044706613131,9.16705863109157,0.866784748765,0.624239283971821,7.03264164349
"153","Gothic",6737090998,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",6.77918045442651,8.79285942421414,0.786929009294,1.0810422301646,7.18230463914846
"154","Gothic",7215537599,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",6.85675101345066,8.91462620076505,0.821435633775,1.02036811738753,7.19144402949312
"155","Gothic",6118902839,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP2",6.85423274584354,8.88831907668811,0.792070397469,1.08790639285068,7.25671586410986
"156","Gothic",5759701124,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP2",6.73562950412847,8.6871649177881,0.83053193593,1.08089261029534,7.14295916401096
"157","Gothic",5335219129,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP3",6.8715984509618,8.91467414185562,0.789400830532,1.06912253165589,7.25356113752151
"158","Gothic",1202122097,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP3",6.75370256392682,8.68267349010075,0.814020170061,1.12360654156364,7.20193884909778
"159","Gothic",6143094904,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP4",6.88647635665579,8.93903651483564,0.782776349614,1.09119543113184,7.28902415212206
"160","Gothic",4762537530,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP4",6.78525262768709,8.82578739105932,0.818172829741,1.02978792889731,7.13651529381569
"161","Greek",2209324319,"manual_output_funchead_two_coarse_lambda09_best_large","OV","GROUP1",6.95577586798468,8.60633532843764,0.85293492131,0.748061899845268,7.00826018103148
"162","Greek",9770309800,"manual_output_funchead_two_coarse_lambda09_best_large","VO","GROUP1",7.03748579533336,8.68078727575983,0.820182900893,0.816271632795687,7.15000884859571
