dependency	satisfiedFraction	posteriorMean	posteriorSD	posteriorOpposite
acl	0.727040816326531	1.08569971243764	0.224626478127174	0
advcl	0.75	1.17902603079656	0.269778807040503	2e-04
advmod	0.318627450980392	-0.905346792996117	0.24767557056807	0.9994
amod	0.536764705882353	0.261553271344649	0.168730268632257	0.0397
appos	0.617021276595745	0.496069018844806	0.221434912024787	0.0147
aux	0.308673469387755	-1.14259908067379	0.414147095047582	0.9947
ccomp	0.852040816326531	2.04612353516469	0.430217225062088	0
compound	0.576704545454545	0.359228784339393	0.297951949208948	0.0996
conj	0.635	0.672666330044249	0.280855055047989	0.0109
csubj	0.664893617021277	0.684757440838954	0.296394058492671	0.0144
dep	0.661184210526316	0.655304701867968	0.32483860810468	0.0246
det	0.53921568627451	0.215801545089697	0.139145818723375	0.051
discourse	0.403571428571429	-0.386411571764816	0.223002698408314	0.9582
dislocated	0.572368421052632	0.202984751727079	0.376761181408923	0.2614
expl	0.567708333333333	0.6232102760099	0.820097219126349	0.1878
fixed	0.44375	-0.168769273830186	0.29280930784811	0.7391
flat	0.562674094707521	0.284371539012844	0.148915219063823	0.0249
goeswith	0.477941176470588	-0.12001841867798	0.292807909857458	0.6728
iobj	0.679347826086957	0.823000770158546	0.420243462899292	0.0291
lifted_case	0.678921568627451	0.882272476551532	0.221135873155108	2e-04
lifted_cc	0.740196078431373	1.12081521993703	0.219460114929334	0
lifted_cop	0.61436170212766	0.469148862744713	0.140051997910622	0.0016
lifted_mark	0.735294117647059	1.11954667959308	0.359993110105599	0.0018
list	0.558333333333333	0.43449303077553	0.583775901693442	0.2019
nmod	0.696078431372549	0.980176459759443	0.280834645363667	2e-04
nsubj	0.132352941176471	-2.93156947389503	0.736925836601925	0.9999
nummod	0.509803921568627	0.0506788353652355	0.13405840748016	0.3518
obl	0.693627450980392	0.942331956940959	0.306192711882778	0.0027
orphan	0.578125	0.341101534605161	0.218063431923072	0.0516
parataxis	0.607954545454545	0.417802078343031	0.256616334775389	0.0555
reparandum	0.45	-0.248104931214889	0.533796304725019	0.7231
vocative	0.420138888888889	-0.302458002121992	0.280466579751457	0.8741
xcomp	0.918367346938776	3.38983502934145	0.78696773833891	0
