dependency	satisfiedFraction	posteriorMean	posteriorSD	posteriorOpposite
acl	0.772959183673469	1.51879109870615	0.433104055211972	6e-04
advcl	0.806122448979592	1.89928259203853	0.349671615129962	0
advmod	0.512254901960784	-0.145769850800016	0.324151823096021	0.6701
amod	0.475490196078431	0.384052005979621	0.484322893898666	0.2122
appos	0.702127659574468	0.992813940341884	0.317870216703786	0.0018
aux	0.448979591836735	-0.180305963142321	0.247087034541221	0.7785
ccomp	0.862244897959184	2.34570129208306	0.58338365198298	1e-04
compound	0.607954545454545	0.491947856488047	0.280271499762391	0.0391
conj	0.72	1.36031369219877	0.400556687389792	0.0038
csubj	0.704787234042553	1.24894906982642	0.36400967541505	2e-04
dep	0.667763157894737	0.943212469113561	0.318700336702763	0.0015
det	0.487745098039216	0.0113433818262796	0.255686194794379	0.4953
discourse	0.482142857142857	-0.134714806521351	0.273025553877442	0.7066
dislocated	0.592105263157895	0.271750906339384	0.529570166036326	0.2722
expl	0.526041666666667	0.524883440326076	1.41584614555763	0.3497
fixed	0.384375	-0.485374407431092	0.292702675494499	0.9473
flat	0.638888888888889	0.567715199757502	0.199074334044012	0.0034
goeswith	0.551470588235294	0.273348449323786	0.373464701923517	0.1853
iobj	0.480978260869565	-0.116119845239551	0.53060898217637	0.5944
lifted_case	0.759803921568627	1.39841146703985	0.25654948971645	0
lifted_cc	0.79656862745098	1.55544081084394	0.342412177833374	0
lifted_cop	0.789893617021277	1.5312075415631	0.25640837533668	0
lifted_mark	0.799019607843137	1.88168392421048	0.412693092143541	0
list	0.6	0.547489564914515	0.443583273326781	0.0878
nmod	0.737745098039216	1.22632333324645	0.259419031342818	0
nsubj	0.0784313725490196	-4.70195428958895	1.55553193606867	1
nummod	0.512254901960784	0.0657848378967819	0.199445196235596	0.363
obl	0.58578431372549	0.346798841406613	0.596103373551819	0.2599
orphan	0.625	0.592894522651792	0.302675562114185	0.0266
parataxis	0.664772727272727	0.700086023094549	0.249119133060638	0.007
reparandum	0.5125	0.130009491344572	0.705520644030365	0.4234
vocative	0.46875	0.175276242563585	0.676295658407802	0.4004
xcomp	0.915816326530612	4.20363891941644	1.17135832217596	0
